age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,campaign,pdays,previous,poutcome,Unnamed: 0,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
38,blue-collar,married,basic.9y,unknown,unknown,unknown,18900,telephone,jun,fri,1,999,0,nonexistent,2940,1.4,94.465,-41.8,3,5228.1
30,blue-collar,single,basic.9y,no,no,no,26761,telephone,may,wed,1,999,0,nonexistent,2941,1.1,93.994,-36.4,3,5191.0
30,admin.,married,high.school,unknown,no,no,29924,cellular,jul,thu,1,999,0,nonexistent,2942,1.4,93.918,-42.7,3,5228.1
54,self-employed,married,basic.9y,no,no,yes,17054,cellular,nov,tue,1,999,0,nonexistent,2943,-0.1,93.2,-42.0,3,5195.8
46,technician,divorced,professional.course,no,no,no,246,telephone,jun,wed,2,999,0,nonexistent,2944,1.4,94.465,-41.8,3,5228.1
31,blue-collar,married,basic.4y,no,no,no,25359,telephone,jun,fri,6,999,0,nonexistent,2945,1.4,94.465,-41.8,3,5228.1
43,housemaid,married,basic.4y,no,yes,no,25628,cellular,jul,wed,1,999,0,nonexistent,2946,1.4,93.918,-42.7,3,5228.1
26,admin.,single,high.school,no,no,yes,27795,telephone,jun,mon,1,999,0,nonexistent,2947,1.4,94.465,-41.8,3,5228.1
26,admin.,married,high.school,no,no,no,24939,cellular,jul,mon,4,999,0,nonexistent,2948,1.4,93.918,-42.7,3,5228.1
47,technician,married,university.degree,no,no,no,21255,cellular,aug,wed,2,999,0,nonexistent,2949,1.4,93.444,-36.1,3,5228.1
39,services,married,high.school,no,yes,no,20945,telephone,apr,fri,1,999,0,nonexistent,2950,-1.8,93.075,-47.1,3,5099.1
35,admin.,married,university.degree,no,yes,no,12699,telephone,may,tue,1,999,0,nonexistent,2951,1.1,93.994,-36.4,3,5191.0
43,blue-collar,married,basic.9y,no,yes,no,31730,cellular,jul,mon,6,999,0,nonexistent,2952,1.4,93.918,-42.7,3,5228.1
33,admin.,married,university.degree,no,no,no,18368,cellular,jul,thu,1,999,0,nonexistent,2953,1.4,93.918,-42.7,3,5228.1
64,retired,married,university.degree,no,yes,no,20751,cellular,apr,wed,1,999,0,nonexistent,2954,-1.8,93.075,-47.1,3,5099.1
44,technician,married,professional.course,no,no,no,6805,cellular,aug,tue,6,999,0,nonexistent,2955,1.4,93.444,-36.1,3,5228.1
39,unemployed,married,professional.course,unknown,no,no,40235,telephone,jun,tue,4,999,0,nonexistent,2956,1.4,94.465,-41.8,3,5228.1
43,admin.,married,high.school,no,yes,no,39360,cellular,jul,tue,1,999,0,nonexistent,2957,1.4,93.918,-42.7,3,5228.1
56,blue-collar,divorced,high.school,no,no,no,11888,telephone,nov,fri,1,999,0,nonexistent,2958,-0.1,93.2,-42.0,3,5195.8
48,admin.,single,university.degree,no,no,no,37542,cellular,jul,tue,4,999,0,nonexistent,2959,1.4,93.918,-42.7,3,5228.1
26,admin.,married,university.degree,no,yes,yes,36763,telephone,may,fri,1,999,0,nonexistent,2960,1.1,93.994,-36.4,3,5191.0
46,blue-collar,married,basic.4y,unknown,yes,no,15946,cellular,jul,thu,1,999,0,nonexistent,2961,1.4,93.918,-42.7,3,5228.1
50,blue-collar,married,basic.4y,no,yes,no,14648,telephone,may,tue,2,999,0,nonexistent,2962,1.1,93.994,-36.4,3,5191.0
31,services,married,high.school,no,yes,no,37271,cellular,may,mon,2,999,0,nonexistent,2963,-1.8,92.893,-46.2,3,5099.1
37,admin.,single,university.degree,no,no,no,19458,cellular,aug,thu,2,999,0,nonexistent,2964,1.4,93.444,-36.1,3,5228.1
42,services,married,high.school,no,yes,no,22186,cellular,apr,mon,1,999,0,nonexistent,2965,-1.8,93.075,-47.1,3,5099.1
39,entrepreneur,married,high.school,no,no,no,22126,cellular,nov,thu,1,999,0,nonexistent,2966,-0.1,93.2,-42.0,3,5195.8
53,admin.,married,university.degree,unknown,yes,no,28340,cellular,may,wed,1,999,1,failure,2967,-1.8,92.893,-46.2,3,5099.1
29,technician,married,university.degree,no,no,no,2383,cellular,jun,wed,2,999,0,nonexistent,2968,-2.9,92.963,-40.8,3,5076.2
49,entrepreneur,married,basic.4y,unknown,yes,yes,28089,telephone,may,tue,2,999,0,nonexistent,2969,1.1,93.994,-36.4,3,5191.0
53,self-employed,married,university.degree,no,no,no,38855,cellular,jul,thu,3,999,0,nonexistent,2970,1.4,93.918,-42.7,3,5228.1
39,blue-collar,married,basic.6y,no,no,no,16918,telephone,jun,tue,1,999,0,nonexistent,2971,1.4,94.465,-41.8,3,5228.1
26,admin.,married,high.school,no,yes,no,9344,telephone,jun,tue,2,999,0,nonexistent,2972,1.4,94.465,-41.8,3,5228.1
42,technician,divorced,basic.9y,no,yes,no,31036,cellular,jul,mon,3,999,0,nonexistent,2973,1.4,93.918,-42.7,3,5228.1
42,technician,single,university.degree,no,yes,no,19954,cellular,may,mon,2,999,0,nonexistent,2974,-1.8,92.893,-46.2,3,5099.1
32,admin.,single,university.degree,no,no,no,30824,cellular,nov,fri,2,999,1,failure,2975,-0.1,93.2,-42.0,3,5195.8
34,services,married,professional.course,unknown,yes,yes,34002,cellular,may,thu,8,999,0,nonexistent,2976,-1.8,92.893,-46.2,3,5099.1
30,technician,single,professional.course,no,no,yes,23570,cellular,aug,wed,3,999,0,nonexistent,2977,1.4,93.444,-36.1,3,5228.1
58,admin.,married,high.school,no,yes,no,19132,cellular,aug,tue,1,999,0,nonexistent,2978,1.4,93.444,-36.1,3,5228.1
48,admin.,divorced,high.school,no,yes,yes,22215,telephone,jun,wed,2,999,0,nonexistent,2979,1.4,94.465,-41.8,3,5228.1
25,services,married,high.school,no,yes,no,39898,telephone,may,tue,7,999,0,nonexistent,2980,1.1,93.994,-36.4,3,5191.0
35,technician,married,professional.course,no,no,yes,29639,telephone,may,thu,2,999,0,nonexistent,2981,1.1,93.994,-36.4,3,5191.0
35,admin.,single,university.degree,no,yes,no,26498,cellular,aug,mon,4,999,0,nonexistent,2982,1.4,93.444,-36.1,3,5228.1
53,retired,married,basic.9y,unknown,yes,no,10271,cellular,jul,fri,2,999,0,nonexistent,2983,1.4,93.918,-42.7,3,5228.1
48,housemaid,married,high.school,no,no,no,4902,telephone,jun,tue,1,999,0,nonexistent,2984,1.4,94.465,-41.8,3,5228.1
27,admin.,single,university.degree,no,yes,no,34516,cellular,may,thu,1,999,0,nonexistent,2985,-1.8,92.893,-46.2,3,5099.1
44,blue-collar,married,basic.4y,unknown,no,no,8133,cellular,may,tue,1,999,1,failure,2986,-1.8,92.893,-46.2,3,5099.1
27,admin.,married,high.school,no,no,no,16660,cellular,jul,thu,1,999,0,nonexistent,2987,1.4,93.918,-42.7,3,5228.1
33,technician,single,university.degree,no,yes,no,15557,cellular,may,wed,3,999,0,nonexistent,2988,-1.8,92.893,-46.2,3,5099.1
51,blue-collar,married,basic.9y,unknown,yes,no,32304,cellular,nov,tue,1,999,0,nonexistent,2989,-0.1,93.2,-42.0,3,5195.8
44,services,divorced,basic.9y,no,no,no,1956,cellular,jul,tue,3,999,0,nonexistent,2990,1.4,93.918,-42.7,3,5228.1
40,housemaid,single,university.degree,no,yes,no,28263,telephone,may,fri,3,999,0,nonexistent,2991,1.1,93.994,-36.4,3,5191.0
78,unknown,married,unknown,no,yes,no,6925,cellular,sep,wed,1,999,0,nonexistent,2992,-3.4,92.379,-29.8,3,5017.5
64,unknown,married,unknown,no,yes,yes,12880,cellular,aug,thu,1,999,0,nonexistent,2993,-2.9,92.201,-31.4,3,5076.2
43,management,married,university.degree,no,no,no,4349,telephone,apr,mon,1,999,0,nonexistent,2994,-1.8,93.075,-47.1,3,5099.1
40,management,married,high.school,no,no,yes,19929,cellular,aug,wed,1,999,0,nonexistent,2995,1.4,93.444,-36.1,3,5228.1
48,blue-collar,married,high.school,no,no,no,4600,cellular,may,tue,2,999,0,nonexistent,2996,-1.8,92.893,-46.2,3,5099.1
32,services,married,high.school,no,yes,no,274,telephone,jul,thu,2,999,0,nonexistent,2997,1.4,93.918,-42.7,3,5228.1
36,blue-collar,married,high.school,no,no,no,3301,telephone,jun,thu,1,999,0,nonexistent,2998,1.4,94.465,-41.8,3,5228.1
48,management,married,university.degree,no,yes,no,2653,cellular,nov,fri,1,999,0,nonexistent,2999,-0.1,93.2,-42.0,3,5195.8
46,management,married,university.degree,no,no,no,2526,cellular,jul,mon,3,999,0,nonexistent,3000,1.4,93.918,-42.7,3,5228.1
34,technician,married,university.degree,no,no,no,4392,cellular,aug,thu,8,999,0,nonexistent,3001,1.4,93.444,-36.1,3,5228.1
50,services,married,high.school,no,yes,no,22366,cellular,jul,tue,1,999,0,nonexistent,3002,1.4,93.918,-42.7,3,5228.1
35,blue-collar,married,basic.4y,no,no,no,23210,cellular,may,fri,9,999,0,nonexistent,3003,-1.8,92.893,-46.2,3,5099.1
53,blue-collar,married,basic.4y,unknown,no,no,25089,cellular,apr,mon,4,999,0,nonexistent,3004,-1.8,93.075,-47.1,3,5099.1
53,technician,divorced,high.school,no,no,no,16065,cellular,nov,thu,2,999,0,nonexistent,3005,-0.1,93.2,-42.0,3,5195.8
34,services,married,high.school,no,no,yes,7498,telephone,may,fri,1,999,0,nonexistent,3006,1.1,93.994,-36.4,3,5191.0
36,blue-collar,married,basic.9y,no,yes,no,35480,cellular,apr,tue,1,999,0,nonexistent,3007,-1.8,93.075,-47.1,3,5099.1
34,technician,single,unknown,no,no,no,26259,telephone,nov,mon,1,999,0,nonexistent,3008,-0.1,93.2,-42.0,3,5195.8
41,blue-collar,married,basic.6y,unknown,yes,no,4844,cellular,may,mon,2,999,0,nonexistent,3009,-1.8,92.893,-46.2,3,5099.1
56,blue-collar,married,professional.course,no,yes,no,29379,cellular,jul,wed,1,999,0,nonexistent,3010,1.4,93.918,-42.7,3,5228.1
24,technician,single,professional.course,no,no,no,231,cellular,may,thu,1,999,1,failure,3011,-1.8,92.893,-46.2,3,5099.1
50,admin.,married,basic.9y,no,yes,no,27838,cellular,aug,thu,5,999,0,nonexistent,3012,1.4,93.444,-36.1,3,5228.1
30,admin.,single,university.degree,no,yes,no,16736,cellular,apr,thu,1,0,1,success,3013,-1.8,93.075,-47.1,3,5099.1
34,technician,married,university.degree,no,yes,no,38496,cellular,nov,fri,1,999,0,nonexistent,3014,-3.4,92.649,-30.1,3,5017.5
41,admin.,married,university.degree,no,no,no,23470,cellular,sep,mon,2,999,1,failure,3015,-3.4,92.379,-29.8,3,5017.5
40,management,married,university.degree,no,yes,no,36061,cellular,nov,fri,1,999,0,nonexistent,3016,-0.1,93.2,-42.0,3,5195.8
54,blue-collar,married,professional.course,no,yes,no,11612,telephone,apr,thu,2,999,0,nonexistent,3017,-1.8,93.075,-47.1,3,5099.1
33,admin.,married,university.degree,no,yes,yes,7911,telephone,sep,wed,2,999,0,nonexistent,3018,-1.1,94.199,-37.5,3,4963.6
30,admin.,single,university.degree,no,yes,no,275,cellular,aug,fri,10,999,0,nonexistent,3019,1.4,93.444,-36.1,3,5228.1
35,technician,single,high.school,unknown,no,no,27112,cellular,aug,fri,1,999,0,nonexistent,3020,1.4,93.444,-36.1,3,5228.1
38,admin.,single,university.degree,no,no,no,32589,cellular,jun,tue,1,999,0,nonexistent,3021,-2.9,92.963,-40.8,3,5076.2
44,technician,divorced,university.degree,unknown,no,no,1341,cellular,jul,mon,2,999,0,nonexistent,3022,1.4,93.918,-42.7,3,5228.1
25,admin.,married,high.school,no,no,yes,1265,cellular,jul,mon,1,999,0,nonexistent,3023,1.4,93.918,-42.7,3,5228.1
39,admin.,single,university.degree,no,yes,no,16639,cellular,nov,wed,1,999,0,nonexistent,3024,-0.1,93.2,-42.0,3,5195.8
27,admin.,single,high.school,no,yes,no,1801,telephone,jul,fri,1,999,0,nonexistent,3025,-1.7,94.215,-40.3,3,4991.6
40,management,married,basic.6y,no,yes,no,4101,cellular,apr,thu,1,999,0,nonexistent,3026,-1.8,93.075,-47.1,3,5099.1
49,admin.,married,high.school,no,yes,no,7212,telephone,jun,wed,3,999,0,nonexistent,3027,1.4,94.465,-41.8,3,5228.1
47,admin.,divorced,professional.course,no,no,no,27647,cellular,nov,mon,1,999,1,failure,3028,-0.1,93.2,-42.0,3,5195.8
66,retired,married,basic.4y,no,yes,yes,25077,telephone,nov,thu,1,999,0,nonexistent,3029,-3.4,92.649,-30.1,3,5017.5
44,entrepreneur,married,high.school,no,yes,no,3967,cellular,aug,wed,1,999,0,nonexistent,3030,1.4,93.444,-36.1,3,5228.1
35,services,married,high.school,unknown,yes,no,26006,cellular,apr,mon,1,999,0,nonexistent,3031,-1.8,93.075,-47.1,3,5099.1
39,admin.,married,university.degree,no,no,yes,27343,cellular,apr,fri,2,999,1,failure,3032,-1.8,93.075,-47.1,3,5099.1
30,admin.,single,university.degree,no,yes,no,2125,cellular,aug,fri,3,999,0,nonexistent,3033,1.4,93.444,-36.1,3,5228.1
28,admin.,single,university.degree,no,no,no,40065,telephone,jun,mon,2,999,0,nonexistent,3034,1.4,94.465,-41.8,3,5228.1
55,blue-collar,divorced,basic.6y,no,yes,no,4899,cellular,nov,thu,3,999,0,nonexistent,3035,-0.1,93.2,-42.0,3,5195.8
23,technician,single,high.school,no,no,yes,10364,cellular,may,thu,1,999,0,nonexistent,3036,-1.8,92.893,-46.2,3,5099.1
49,admin.,divorced,university.degree,no,yes,no,14061,cellular,may,fri,1,999,1,failure,3037,-1.8,92.893,-46.2,3,5099.1
59,retired,married,basic.4y,unknown,no,no,7538,telephone,may,tue,3,999,0,nonexistent,3038,1.1,93.994,-36.4,3,5191.0
33,admin.,single,high.school,unknown,yes,no,11397,telephone,may,thu,1,999,0,nonexistent,3039,1.1,93.994,-36.4,3,5191.0
29,blue-collar,married,basic.9y,no,yes,no,34083,cellular,apr,thu,2,999,0,nonexistent,3040,-1.8,93.075,-47.1,3,5099.1
47,blue-collar,single,basic.4y,no,no,no,23963,telephone,may,tue,1,999,0,nonexistent,3041,1.1,93.994,-36.4,3,5191.0
38,housemaid,married,basic.6y,no,yes,no,3669,cellular,aug,thu,3,999,0,nonexistent,3042,1.4,93.444,-36.1,3,5228.1
31,blue-collar,single,basic.9y,no,no,no,16701,cellular,may,thu,2,999,1,failure,3043,-1.8,92.893,-46.2,3,5099.1
39,blue-collar,married,basic.6y,unknown,no,no,15729,telephone,may,thu,3,999,0,nonexistent,3044,1.1,93.994,-36.4,3,5191.0
50,blue-collar,divorced,basic.4y,no,no,no,33934,telephone,jun,wed,2,999,0,nonexistent,3045,1.4,94.465,-41.8,3,5228.1
29,admin.,married,university.degree,no,yes,no,6860,cellular,nov,wed,1,999,0,nonexistent,3046,-0.1,93.2,-42.0,3,5195.8
56,technician,married,professional.course,no,no,no,15584,cellular,nov,fri,5,999,0,nonexistent,3047,-0.1,93.2,-42.0,3,5195.8
28,blue-collar,single,high.school,no,no,no,31793,cellular,mar,thu,1,999,0,nonexistent,3048,-1.8,93.369,-34.8,3,5008.7
29,blue-collar,married,professional.course,no,no,no,13088,telephone,jun,wed,3,999,0,nonexistent,3049,1.4,94.465,-41.8,3,5228.1
43,unemployed,divorced,basic.9y,no,yes,no,11335,cellular,jul,tue,2,999,0,nonexistent,3050,1.4,93.918,-42.7,3,5228.1
59,housemaid,married,unknown,unknown,yes,no,28763,cellular,aug,tue,2,999,0,nonexistent,3051,1.4,93.444,-36.1,3,5228.1
48,services,married,basic.6y,unknown,no,no,12908,cellular,aug,fri,1,999,0,nonexistent,3052,1.4,93.444,-36.1,3,5228.1
39,management,married,basic.6y,unknown,no,no,3765,telephone,may,tue,1,999,0,nonexistent,3053,1.1,93.994,-36.4,3,5191.0
47,blue-collar,single,basic.4y,unknown,no,no,36397,cellular,may,tue,4,999,1,failure,3054,-1.8,92.893,-46.2,3,5099.1
32,blue-collar,married,basic.9y,no,no,no,9372,telephone,may,tue,4,999,0,nonexistent,3055,1.1,93.994,-36.4,3,5191.0
37,technician,single,university.degree,unknown,yes,no,29670,cellular,jul,wed,2,999,0,nonexistent,3056,1.4,93.918,-42.7,3,5228.1
28,services,single,high.school,no,yes,no,29250,cellular,may,tue,4,999,0,nonexistent,3057,-1.8,92.893,-46.2,3,5099.1
35,entrepreneur,married,university.degree,no,yes,yes,19567,telephone,may,thu,1,999,0,nonexistent,3058,1.1,93.994,-36.4,3,5191.0
39,self-employed,married,university.degree,no,no,no,26696,telephone,jun,tue,1,999,0,nonexistent,3059,1.4,94.465,-41.8,3,5228.1
31,admin.,married,university.degree,unknown,no,no,6135,cellular,aug,wed,5,999,0,nonexistent,3060,1.4,93.444,-36.1,3,5228.1
36,admin.,divorced,university.degree,no,yes,no,10803,telephone,may,thu,1,999,0,nonexistent,3061,1.1,93.994,-36.4,3,5191.0
35,services,single,high.school,no,no,yes,27154,telephone,may,thu,7,999,1,failure,3062,-1.8,92.893,-46.2,3,5099.1
60,retired,married,high.school,no,no,no,5266,telephone,may,fri,1,999,0,nonexistent,3063,1.1,93.994,-36.4,3,5191.0
49,blue-collar,married,basic.4y,no,no,no,15671,cellular,nov,tue,1,999,1,failure,3064,-0.1,93.2,-42.0,3,5195.8
30,services,single,high.school,no,no,no,428,cellular,may,tue,2,999,0,nonexistent,3065,-1.8,92.893,-46.2,3,5099.1
40,services,married,high.school,no,yes,no,12197,cellular,apr,thu,2,999,0,nonexistent,3066,-1.8,93.075,-47.1,3,5099.1
41,blue-collar,married,basic.9y,no,no,no,15434,telephone,jun,mon,1,999,0,nonexistent,3067,1.4,94.465,-41.8,3,5228.1
38,admin.,married,high.school,no,no,no,37415,telephone,jun,wed,2,999,0,nonexistent,3068,1.4,94.465,-41.8,3,5228.1
39,admin.,married,high.school,no,yes,no,24477,telephone,may,fri,3,999,0,nonexistent,3069,1.1,93.994,-36.4,3,5191.0
55,retired,married,basic.4y,no,yes,no,4,cellular,aug,fri,1,3,1,success,3070,-2.9,92.201,-31.4,3,5076.2
36,blue-collar,married,professional.course,no,unknown,unknown,12912,cellular,jul,wed,3,999,0,nonexistent,3071,1.4,93.918,-42.7,3,5228.1
55,blue-collar,married,basic.4y,unknown,no,no,21981,telephone,jun,wed,1,999,0,nonexistent,3072,1.4,94.465,-41.8,3,5228.1
59,housemaid,married,basic.4y,no,no,no,23286,telephone,oct,tue,1,999,0,nonexistent,3073,-3.4,92.431,-26.9,3,5017.5
35,management,single,university.degree,no,yes,no,14890,cellular,jul,tue,23,999,0,nonexistent,3074,1.4,93.918,-42.7,3,5228.1
39,housemaid,single,university.degree,unknown,no,no,1704,telephone,jul,tue,9,999,0,nonexistent,3075,1.4,93.918,-42.7,3,5228.1
36,services,divorced,basic.9y,no,no,no,26157,cellular,may,tue,5,999,0,nonexistent,3076,-1.8,92.893,-46.2,3,5099.1
29,technician,married,university.degree,no,yes,no,5517,cellular,apr,mon,2,999,0,nonexistent,3077,-1.8,93.749,-34.6,3,5008.7
29,technician,single,university.degree,no,no,no,7546,telephone,nov,mon,1,3,2,success,3078,-1.1,94.767,-50.8,3,4963.6
32,technician,married,university.degree,no,no,no,36263,telephone,apr,thu,1,999,0,nonexistent,3079,-1.8,93.075,-47.1,3,5099.1
32,student,single,university.degree,no,no,no,10881,cellular,nov,thu,2,999,0,nonexistent,3080,-0.1,93.2,-42.0,3,5195.8
32,technician,single,professional.course,no,yes,no,20351,telephone,aug,fri,2,999,1,failure,3081,-2.9,92.201,-31.4,3,5076.2
51,management,married,basic.4y,no,no,no,30938,cellular,jul,mon,2,999,0,nonexistent,3082,1.4,93.918,-42.7,3,5228.1
35,services,married,high.school,no,yes,no,39650,cellular,apr,fri,1,999,0,nonexistent,3083,-1.8,93.075,-47.1,3,5099.1
40,self-employed,married,high.school,unknown,yes,no,17163,telephone,jun,tue,5,999,0,nonexistent,3084,1.4,94.465,-41.8,3,5228.1
33,management,married,university.degree,no,no,no,39197,telephone,jun,mon,1,999,0,nonexistent,3085,1.4,94.465,-41.8,3,5228.1
59,self-employed,married,university.degree,no,no,no,35655,cellular,dec,mon,1,999,1,failure,3086,-3.0,92.713,-33.0,3,5023.5
50,management,single,university.degree,no,yes,no,4744,telephone,may,fri,2,999,0,nonexistent,3087,1.1,93.994,-36.4,3,5191.0
35,admin.,single,university.degree,no,yes,no,1502,cellular,may,mon,2,999,0,nonexistent,3088,-1.8,92.893,-46.2,3,5099.1
31,services,single,university.degree,no,yes,no,10902,cellular,jul,mon,9,999,0,nonexistent,3089,1.4,93.918,-42.7,3,5228.1
34,admin.,married,university.degree,no,no,no,30817,telephone,may,fri,2,999,0,nonexistent,3090,1.1,93.994,-36.4,3,5191.0
42,entrepreneur,married,basic.9y,no,yes,no,6212,cellular,jul,wed,2,999,0,nonexistent,3091,1.4,93.918,-42.7,3,5228.1
32,self-employed,married,high.school,no,yes,no,2307,cellular,aug,wed,3,999,0,nonexistent,3092,1.4,93.444,-36.1,3,5228.1
23,blue-collar,married,basic.9y,no,no,no,36911,telephone,may,mon,1,999,0,nonexistent,3093,1.1,93.994,-36.4,3,5191.0
32,entrepreneur,married,high.school,unknown,no,no,7849,telephone,jun,wed,8,999,0,nonexistent,3094,1.4,94.465,-41.8,3,5228.1
60,services,married,high.school,unknown,no,no,39399,cellular,aug,tue,1,999,0,nonexistent,3095,1.4,93.444,-36.1,3,5228.1
29,blue-collar,single,basic.9y,no,yes,no,3374,cellular,mar,tue,13,999,0,nonexistent,3096,-1.8,92.843,-50.0,3,5099.1
54,blue-collar,married,basic.9y,no,no,no,19961,telephone,may,wed,2,999,0,nonexistent,3097,1.1,93.994,-36.4,3,5191.0
29,admin.,single,high.school,no,no,no,26233,telephone,may,thu,1,999,0,nonexistent,3098,1.1,93.994,-36.4,3,5191.0
38,blue-collar,married,basic.4y,no,no,no,12194,telephone,jul,tue,1,999,0,nonexistent,3099,1.4,93.918,-42.7,3,5228.1
56,blue-collar,married,basic.4y,no,yes,no,17678,telephone,may,thu,3,999,0,nonexistent,3100,1.1,93.994,-36.4,3,5191.0
45,services,married,professional.course,no,yes,yes,12336,cellular,jul,mon,1,999,0,nonexistent,3101,1.4,93.918,-42.7,3,5228.1
43,services,married,basic.6y,no,yes,no,17574,cellular,sep,tue,1,999,0,nonexistent,3102,-3.4,92.379,-29.8,3,5017.5
30,technician,married,professional.course,no,yes,no,21672,cellular,mar,tue,2,6,2,success,3103,-1.8,93.369,-34.8,3,5008.7
40,technician,married,high.school,no,yes,no,19351,cellular,aug,mon,2,999,2,failure,3104,-2.9,92.201,-31.4,3,5076.2
38,admin.,married,university.degree,no,yes,no,13892,cellular,aug,tue,11,999,0,nonexistent,3105,1.4,93.444,-36.1,3,5228.1
43,blue-collar,married,basic.9y,no,no,no,24495,telephone,may,thu,1,999,0,nonexistent,3106,1.1,93.994,-36.4,3,5191.0
30,services,married,high.school,unknown,no,yes,13103,cellular,may,wed,2,999,0,nonexistent,3107,-1.8,92.893,-46.2,3,5099.1
30,admin.,married,university.degree,no,yes,no,7577,cellular,jun,mon,1,999,0,nonexistent,3108,-2.9,92.963,-40.8,3,5076.2
36,admin.,single,basic.6y,no,yes,no,26124,cellular,may,wed,2,999,1,failure,3109,-1.8,92.893,-46.2,3,5099.1
50,self-employed,married,basic.4y,unknown,no,no,36414,cellular,aug,mon,1,999,0,nonexistent,3110,1.4,93.444,-36.1,3,5228.1
38,technician,single,professional.course,no,no,yes,854,cellular,jul,tue,4,999,0,nonexistent,3111,1.4,93.918,-42.7,3,5228.1
31,housemaid,married,high.school,no,no,no,11881,telephone,may,thu,10,999,0,nonexistent,3112,1.1,93.994,-36.4,3,5191.0
30,blue-collar,married,basic.9y,no,yes,no,40700,cellular,jul,wed,2,999,0,nonexistent,3113,1.4,93.918,-42.7,3,5228.1
40,admin.,married,basic.9y,no,no,yes,37569,telephone,may,wed,2,999,0,nonexistent,3114,1.1,93.994,-36.4,3,5191.0
25,admin.,single,university.degree,no,yes,no,25354,cellular,aug,mon,1,6,1,success,3115,-2.9,92.201,-31.4,3,5076.2
41,technician,single,professional.course,no,yes,no,31434,telephone,may,thu,3,999,0,nonexistent,3116,1.1,93.994,-36.4,3,5191.0
33,admin.,married,university.degree,no,no,yes,18250,cellular,aug,tue,2,999,0,nonexistent,3117,1.4,93.444,-36.1,3,5228.1
30,technician,married,basic.9y,no,no,no,25496,cellular,may,thu,2,999,0,nonexistent,3118,-1.8,92.893,-46.2,3,5099.1
32,technician,married,university.degree,no,no,yes,28905,cellular,aug,mon,5,999,0,nonexistent,3119,1.4,93.444,-36.1,3,5228.1
72,retired,married,basic.4y,no,no,no,5241,telephone,apr,tue,1,999,0,nonexistent,3120,-1.8,93.075,-47.1,3,5099.1
35,admin.,divorced,high.school,no,unknown,unknown,18466,cellular,jul,tue,2,999,0,nonexistent,3121,1.4,93.918,-42.7,3,5228.1
28,admin.,single,high.school,no,yes,no,10194,cellular,jul,thu,1,999,0,nonexistent,3122,1.4,93.918,-42.7,3,5228.1
55,management,single,unknown,no,no,yes,40125,cellular,jul,mon,2,999,0,nonexistent,3123,1.4,93.918,-42.7,3,5228.1
37,technician,married,professional.course,no,yes,yes,18083,cellular,aug,wed,5,999,0,nonexistent,3124,1.4,93.444,-36.1,3,5228.1
47,admin.,married,university.degree,no,yes,no,25600,telephone,may,wed,3,999,0,nonexistent,3125,1.1,93.994,-36.4,3,5191.0
53,admin.,divorced,university.degree,no,yes,no,11190,telephone,jun,wed,1,999,0,nonexistent,3126,1.4,94.465,-41.8,3,5228.1
26,student,single,basic.9y,no,yes,no,12307,cellular,oct,tue,2,999,1,failure,3127,-3.4,92.431,-26.9,3,5017.5
35,admin.,married,university.degree,no,yes,no,24845,cellular,nov,wed,1,999,0,nonexistent,3128,-0.1,93.2,-42.0,3,5195.8
37,unemployed,married,professional.course,no,yes,no,16614,telephone,may,wed,1,999,0,nonexistent,3129,1.1,93.994,-36.4,3,5191.0
42,management,married,basic.6y,no,yes,no,24098,cellular,sep,thu,3,999,0,nonexistent,3130,-3.4,92.379,-29.8,3,5017.5
68,management,married,basic.9y,no,yes,no,5066,cellular,dec,thu,1,999,2,failure,3131,-3.0,92.713,-33.0,3,5023.5
35,technician,married,professional.course,no,yes,no,27679,cellular,sep,thu,1,999,2,failure,3132,-1.1,94.199,-37.5,3,4963.6
31,admin.,single,university.degree,no,no,no,33055,cellular,aug,tue,4,999,0,nonexistent,3133,1.4,93.444,-36.1,3,5228.1
38,technician,married,university.degree,no,yes,no,21379,cellular,may,mon,2,999,1,failure,3134,-1.8,92.893,-46.2,3,5099.1
65,technician,married,professional.course,no,no,no,28573,cellular,sep,thu,1,999,0,nonexistent,3135,-1.1,94.199,-37.5,3,4963.6
39,blue-collar,married,basic.4y,unknown,no,no,32671,telephone,jun,wed,3,999,0,nonexistent,3136,1.4,94.465,-41.8,3,5228.1
34,student,single,unknown,no,yes,no,24719,cellular,nov,thu,1,999,2,failure,3137,-1.1,94.767,-50.8,3,4963.6
31,admin.,married,university.degree,no,yes,no,32823,cellular,sep,fri,2,13,1,success,3138,-1.1,94.199,-37.5,3,4963.6
23,blue-collar,single,basic.9y,no,no,no,38134,cellular,may,mon,1,999,0,nonexistent,3139,-1.8,92.893,-46.2,3,5099.1
30,blue-collar,married,basic.6y,no,yes,no,21083,cellular,jul,wed,10,999,0,nonexistent,3140,1.4,93.918,-42.7,3,5228.1
28,blue-collar,married,basic.4y,unknown,yes,no,35067,cellular,jul,thu,9,999,0,nonexistent,3141,1.4,93.918,-42.7,3,5228.1
30,blue-collar,single,basic.9y,no,yes,no,3867,cellular,may,wed,2,999,1,failure,3142,-1.8,92.893,-46.2,3,5099.1
31,management,single,professional.course,no,yes,no,34389,telephone,may,fri,6,999,0,nonexistent,3143,1.1,93.994,-36.4,3,5191.0
