age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
40,blue-collar,single,basic.6y,unknown,no,no,30404,cellular,apr,fri,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
29,technician,single,professional.course,no,yes,no,39000,cellular,apr,mon,3,999,0,-1.8,93.075,-47.1,1.466,5099.1
31,management,married,university.degree,no,yes,no,7379,cellular,oct,tue,3,4,1,-3.4,92.431,-26.9,0.728,5017.5
33,services,divorced,high.school,no,no,no,26023,telephone,may,tue,4,999,0,1.1,93.994,-36.4,4.856,5191.0
40,management,divorced,university.degree,no,yes,no,22660,cellular,nov,wed,2,999,4,-1.1,94.767,-50.8,1.03,4963.6
36,admin.,divorced,high.school,no,yes,yes,4484,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.856,5191.0
34,self-employed,married,university.degree,no,yes,no,34249,cellular,nov,mon,2,999,0,-0.1,93.2,-42.0,4.191,5195.8
25,services,divorced,high.school,no,yes,yes,37977,cellular,jun,thu,2,999,0,-2.9,92.963,-40.8,1.26,5076.2
38,entrepreneur,single,basic.4y,no,yes,yes,30298,cellular,apr,mon,4,999,0,-1.8,93.075,-47.1,1.405,5099.1
33,technician,married,high.school,unknown,no,yes,6395,cellular,aug,wed,1,999,0,1.4,93.444,-36.1,4.967,5228.1
50,entrepreneur,married,high.school,no,yes,no,26426,cellular,apr,mon,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
34,admin.,single,university.degree,no,no,no,14637,telephone,jun,thu,2,999,0,1.4,94.465,-41.8,4.955,5228.1
37,blue-collar,married,basic.9y,no,no,no,24183,cellular,may,wed,1,999,0,-1.8,92.893,-46.2,1.334,5099.1
35,blue-collar,married,basic.9y,unknown,yes,yes,4828,cellular,may,wed,1,999,0,-1.8,92.893,-46.2,1.334,5099.1
31,services,single,high.school,no,no,yes,17594,cellular,jul,thu,17,999,0,1.4,93.918,-42.7,4.968,5228.1
36,admin.,single,university.degree,no,yes,no,37956,telephone,jun,thu,2,999,0,1.4,94.465,-41.8,4.961,5228.1
73,retired,married,basic.4y,no,no,no,16776,cellular,aug,fri,1,999,0,-2.9,92.201,-31.4,0.8809999999999999,5076.2
31,admin.,married,university.degree,no,yes,no,19096,telephone,jun,wed,6,999,0,1.4,94.465,-41.8,4.864,5228.1
25,services,married,high.school,unknown,no,no,31520,cellular,jul,wed,1,999,0,1.4,93.918,-42.7,4.957,5228.1
28,services,married,high.school,no,yes,no,8678,cellular,jul,thu,6,999,0,1.4,93.918,-42.7,4.968,5228.1
59,technician,married,professional.course,no,no,no,29989,cellular,aug,wed,4,999,0,1.4,93.444,-36.1,4.967,5228.1
32,blue-collar,divorced,basic.4y,no,no,no,18913,cellular,may,mon,2,999,0,-1.8,92.893,-46.2,1.244,5099.1
43,admin.,single,high.school,no,no,yes,18294,telephone,jun,tue,2,999,0,1.4,94.465,-41.8,4.961,5228.1
45,management,married,professional.course,no,yes,no,5101,cellular,nov,thu,3,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
37,technician,divorced,professional.course,no,yes,no,11138,cellular,aug,tue,2,999,0,1.4,93.444,-36.1,4.965,5228.1
31,admin.,married,university.degree,no,no,no,18338,cellular,aug,wed,1,999,0,1.4,93.444,-36.1,4.964,5228.1
43,admin.,divorced,basic.9y,no,yes,no,23345,cellular,may,mon,1,999,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1
38,technician,single,university.degree,no,no,no,18718,telephone,may,wed,3,999,0,1.1,93.994,-36.4,4.859,5191.0
53,technician,married,high.school,no,yes,no,38918,cellular,mar,tue,2,999,0,-1.8,93.369,-34.8,0.655,5008.7
24,technician,single,professional.course,no,yes,no,21415,cellular,jul,mon,3,13,1,-1.7,94.215,-40.3,0.889,4991.6
37,admin.,single,university.degree,no,yes,no,11242,cellular,nov,mon,1,999,0,-0.1,93.2,-42.0,4.191,5195.8
31,services,married,high.school,no,yes,no,35768,cellular,may,wed,1,999,1,-1.8,92.893,-46.2,1.334,5099.1
47,entrepreneur,married,professional.course,no,yes,no,5300,cellular,may,mon,1,999,0,-1.8,92.893,-46.2,1.244,5099.1
51,services,divorced,basic.4y,unknown,yes,no,32071,telephone,may,thu,4,999,0,1.1,93.994,-36.4,4.86,5191.0
49,admin.,single,university.degree,no,no,no,20950,cellular,jul,tue,4,999,0,1.4,93.918,-42.7,4.961,5228.1
35,admin.,single,university.degree,no,yes,yes,38718,cellular,apr,thu,1,999,1,-1.8,93.075,-47.1,1.365,5099.1
30,technician,married,professional.course,no,no,yes,34763,telephone,jun,mon,1,999,0,1.4,94.465,-41.8,4.96,5228.1
35,blue-collar,single,basic.9y,no,yes,no,27808,cellular,may,wed,1,999,0,-1.8,92.893,-46.2,1.334,5099.1
54,retired,divorced,professional.course,no,yes,no,2343,cellular,may,mon,8,999,0,-1.8,92.893,-46.2,1.244,5099.1
33,management,single,university.degree,no,yes,no,27275,cellular,jul,wed,1,999,0,1.4,93.918,-42.7,4.963,5228.1
56,admin.,married,university.degree,no,yes,no,29197,cellular,sep,thu,2,3,2,-3.4,92.379,-29.8,0.778,5017.5
58,retired,married,high.school,no,no,no,3675,cellular,aug,tue,5,999,0,-2.9,92.201,-31.4,0.838,5076.2
42,admin.,married,high.school,unknown,yes,no,15944,cellular,aug,mon,4,999,0,1.4,93.444,-36.1,4.963,5228.1
49,retired,married,basic.4y,no,no,no,6994,telephone,may,wed,3,999,0,1.1,93.994,-36.4,4.857,5191.0
36,blue-collar,married,basic.6y,no,yes,no,17505,cellular,jul,tue,1,999,0,1.4,93.918,-42.7,4.961,5228.1
34,admin.,married,university.degree,no,yes,no,32440,cellular,may,mon,2,999,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1
31,student,single,unknown,unknown,no,yes,4252,cellular,apr,thu,1,999,1,-1.8,93.075,-47.1,1.41,5099.1
46,blue-collar,married,basic.9y,no,yes,no,22048,cellular,jul,mon,1,999,0,1.4,93.918,-42.7,4.96,5228.1
48,blue-collar,married,basic.4y,unknown,yes,no,17462,cellular,may,thu,3,999,0,-1.8,92.893,-46.2,1.266,5099.1
53,retired,single,basic.4y,no,yes,no,34570,cellular,jun,mon,3,999,0,-2.9,92.963,-40.8,1.281,5076.2
27,admin.,single,professional.course,no,no,no,1585,cellular,jul,tue,5,999,0,1.4,93.918,-42.7,4.961,5228.1
43,retired,married,basic.4y,unknown,yes,no,7222,telephone,jun,mon,1,999,0,1.4,94.465,-41.8,4.865,5228.1
41,blue-collar,married,basic.4y,unknown,unknown,unknown,18036,cellular,may,thu,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
37,blue-collar,married,basic.6y,no,yes,no,27923,cellular,jul,mon,5,999,0,1.4,93.918,-42.7,4.962,5228.1
49,blue-collar,married,basic.9y,unknown,no,no,27503,cellular,jul,thu,1,999,0,1.4,93.918,-42.7,4.962,5228.1
45,blue-collar,married,basic.9y,unknown,yes,no,16985,cellular,nov,wed,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
35,management,married,university.degree,no,yes,no,19056,cellular,jun,tue,1,999,0,-2.9,92.963,-40.8,1.252,5076.2
29,technician,single,university.degree,no,no,no,30536,cellular,nov,mon,1,4,1,-1.1,94.767,-50.8,1.05,4963.6
37,admin.,married,university.degree,no,yes,no,40149,telephone,may,wed,1,999,0,1.1,93.994,-36.4,4.859,5191.0
59,retired,married,basic.4y,no,no,no,11948,telephone,apr,tue,4,999,0,-1.8,93.075,-47.1,1.453,5099.1
36,management,married,university.degree,unknown,yes,yes,5608,cellular,aug,fri,4,999,0,1.4,93.444,-36.1,4.964,5228.1
41,admin.,single,high.school,no,no,no,20074,cellular,nov,tue,3,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8
35,admin.,divorced,university.degree,no,unknown,unknown,23267,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.857,5191.0
32,admin.,divorced,high.school,no,yes,no,32110,cellular,jul,mon,1,999,0,1.4,93.918,-42.7,4.96,5228.1
32,technician,single,university.degree,no,no,no,15189,cellular,aug,thu,3,999,0,1.4,93.444,-36.1,4.962,5228.1
44,services,married,basic.9y,no,yes,yes,17098,cellular,aug,fri,6,999,0,1.4,93.444,-36.1,4.964,5228.1
29,admin.,single,professional.course,no,yes,no,18681,cellular,apr,thu,2,999,0,-1.8,93.075,-47.1,1.365,5099.1
42,blue-collar,married,basic.4y,unknown,no,no,2005,telephone,may,wed,2,999,0,1.1,93.994,-36.4,4.856,5191.0
38,technician,single,basic.9y,no,yes,no,10286,cellular,may,mon,5,999,0,-1.8,92.893,-46.2,1.244,5099.1
48,admin.,divorced,university.degree,no,yes,no,7556,cellular,aug,thu,6,999,0,1.4,93.444,-36.1,4.962,5228.1
45,blue-collar,married,basic.4y,unknown,yes,yes,41113,telephone,jun,tue,1,999,0,1.4,94.465,-41.8,4.864,5228.1
36,blue-collar,married,basic.9y,no,no,no,34692,cellular,nov,thu,3,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
41,technician,single,professional.course,no,no,no,14333,telephone,may,fri,3,999,0,1.1,93.994,-36.4,4.864,5191.0
31,management,single,university.degree,no,no,no,36128,cellular,aug,mon,2,999,0,1.4,93.444,-36.1,4.965,5228.1
31,blue-collar,married,basic.6y,no,no,no,14629,telephone,jun,fri,5,999,0,1.4,94.465,-41.8,4.959,5228.1
28,technician,single,professional.course,no,no,no,13931,cellular,may,fri,1,3,1,-1.8,92.893,-46.2,1.259,5099.1
39,blue-collar,divorced,high.school,no,yes,yes,19615,telephone,may,tue,3,999,0,1.1,93.994,-36.4,4.856,5191.0
36,management,married,university.degree,no,no,no,13337,cellular,jun,thu,1,999,0,-2.9,92.963,-40.8,1.26,5076.2
32,technician,married,professional.course,no,yes,no,6910,telephone,may,fri,2,999,0,1.1,93.994,-36.4,4.864,5191.0
34,blue-collar,married,basic.9y,no,yes,no,33243,telephone,may,mon,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0
55,admin.,married,university.degree,no,no,no,37279,cellular,jul,mon,4,999,0,1.4,93.918,-42.7,4.962,5228.1
28,student,single,university.degree,unknown,no,no,19900,cellular,may,tue,4,999,0,-1.8,92.893,-46.2,1.291,5099.1
44,admin.,single,basic.9y,no,yes,yes,35673,cellular,jul,mon,5,999,0,1.4,93.918,-42.7,4.96,5228.1
33,management,married,university.degree,no,no,yes,13465,telephone,may,fri,1,999,0,1.1,93.994,-36.4,4.855,5191.0
58,retired,married,basic.4y,no,yes,yes,40961,cellular,aug,fri,3,999,0,1.4,93.444,-36.1,4.963,5228.1
36,admin.,married,university.degree,no,yes,no,1187,cellular,may,tue,1,999,0,-1.8,93.876,-40.0,0.6970000000000001,5008.7
51,blue-collar,married,basic.4y,unknown,yes,no,1043,cellular,aug,fri,1,999,0,1.4,93.444,-36.1,4.966,5228.1
34,technician,married,professional.course,no,no,no,6228,cellular,mar,mon,13,999,0,-1.8,92.843,-50.0,1.629,5099.1
29,admin.,single,university.degree,no,yes,no,14178,telephone,jun,tue,1,999,0,-2.9,92.963,-40.8,1.262,5076.2
30,admin.,single,high.school,no,no,no,907,telephone,jul,mon,3,999,0,1.4,93.918,-42.7,4.96,5228.1
25,blue-collar,single,basic.9y,no,yes,no,12624,cellular,may,fri,2,999,0,-1.8,92.893,-46.2,1.25,5099.1
30,management,married,university.degree,no,yes,no,658,cellular,mar,mon,3,999,0,-1.8,93.369,-34.8,0.6459999999999999,5008.7
30,blue-collar,single,basic.6y,unknown,yes,no,26116,telephone,jun,wed,1,999,0,1.4,94.465,-41.8,4.959,5228.1
57,entrepreneur,married,professional.course,no,yes,no,682,telephone,aug,mon,1,3,1,-2.9,92.201,-31.4,0.884,5076.2
37,technician,married,university.degree,unknown,no,no,39361,cellular,jul,thu,1,999,0,1.4,93.918,-42.7,4.963,5228.1
58,retired,single,professional.course,no,yes,no,12465,telephone,jun,thu,3,999,0,1.4,94.465,-41.8,4.955,5228.1
49,blue-collar,married,basic.9y,unknown,no,yes,27912,telephone,jun,tue,1,999,0,1.4,94.465,-41.8,4.961,5228.1
37,blue-collar,married,basic.6y,no,no,no,32552,cellular,oct,thu,5,999,0,-3.4,92.431,-26.9,0.74,5017.5
32,admin.,single,university.degree,no,no,no,37116,cellular,nov,mon,2,999,0,-3.4,92.649,-30.1,0.722,5017.5
52,management,married,professional.course,no,no,no,31920,cellular,jul,wed,1,999,0,1.4,93.918,-42.7,4.962,5228.1
56,admin.,married,university.degree,no,no,no,33363,telephone,jul,fri,9,999,0,1.4,93.918,-42.7,4.957,5228.1
32,admin.,married,university.degree,no,yes,yes,6736,cellular,jun,tue,1,999,0,-2.9,92.963,-40.8,1.262,5076.2
33,entrepreneur,single,professional.course,no,no,no,1670,telephone,jul,mon,3,999,0,1.4,93.918,-42.7,4.96,5228.1
54,technician,married,basic.9y,no,no,no,14467,telephone,jun,fri,9,999,0,1.4,94.465,-41.8,4.967,5228.1
34,services,married,high.school,no,no,no,24170,telephone,may,fri,2,999,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1
31,services,divorced,high.school,no,yes,no,32906,cellular,jul,mon,1,999,0,1.4,93.918,-42.7,4.96,5228.1
25,services,single,high.school,no,no,yes,20611,telephone,jul,thu,2,8,4,-1.7,94.215,-40.3,0.81,4991.6
51,blue-collar,married,basic.6y,unknown,yes,no,10065,telephone,may,mon,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0
30,technician,single,professional.course,no,no,no,23672,telephone,may,thu,2,999,0,1.1,93.994,-36.4,4.86,5191.0
30,technician,single,university.degree,no,no,no,28409,cellular,nov,fri,2,999,0,-0.1,93.2,-42.0,4.021,5195.8
35,unemployed,married,high.school,no,yes,no,20246,cellular,aug,mon,1,6,1,-1.7,94.027,-38.3,0.904,4991.6
36,blue-collar,married,basic.9y,no,yes,no,12082,cellular,may,tue,1,999,0,-1.8,92.893,-46.2,1.344,5099.1
35,services,married,basic.6y,no,yes,no,23531,telephone,may,thu,1,999,0,1.1,93.994,-36.4,4.86,5191.0
43,services,single,high.school,no,no,no,17629,cellular,jul,tue,4,999,0,1.4,93.918,-42.7,4.961,5228.1
53,blue-collar,single,unknown,no,yes,no,39658,cellular,may,wed,4,999,0,-1.8,92.893,-46.2,1.281,5099.1
35,management,married,university.degree,no,yes,no,16414,cellular,nov,wed,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
30,admin.,single,high.school,no,yes,no,7447,cellular,may,mon,2,999,0,-1.8,92.893,-46.2,1.264,5099.1
40,admin.,married,high.school,no,no,no,25582,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.857,5191.0
26,technician,single,professional.course,no,yes,no,25573,cellular,apr,fri,2,999,1,-1.8,93.075,-47.1,1.405,5099.1
33,self-employed,single,university.degree,no,no,no,35835,cellular,may,wed,2,999,0,-1.8,92.893,-46.2,1.281,5099.1
42,admin.,divorced,high.school,no,yes,yes,19461,cellular,apr,fri,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
45,technician,married,professional.course,no,no,no,25859,telephone,may,thu,2,999,0,1.1,93.994,-36.4,4.86,5191.0
29,admin.,single,university.degree,no,yes,no,18899,cellular,may,tue,1,999,0,-1.8,92.893,-46.2,1.344,5099.1
39,blue-collar,single,basic.9y,no,yes,no,22285,cellular,may,mon,1,999,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1
34,blue-collar,married,basic.4y,no,no,no,22440,telephone,may,wed,2,999,0,1.1,93.994,-36.4,4.857,5191.0
50,admin.,single,high.school,no,no,yes,27333,cellular,may,fri,8,999,0,-1.8,92.893,-46.2,1.25,5099.1
34,admin.,divorced,university.degree,no,yes,no,23546,cellular,may,tue,5,999,1,-1.8,92.893,-46.2,1.291,5099.1
28,blue-collar,single,basic.9y,no,yes,no,15652,telephone,may,fri,3,999,0,1.1,93.994,-36.4,4.855,5191.0
48,admin.,married,basic.9y,no,no,no,33197,cellular,may,fri,2,999,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1
55,management,divorced,university.degree,no,yes,no,17362,cellular,sep,thu,1,999,1,-1.1,94.199,-37.5,0.884,4963.6
29,admin.,single,university.degree,no,no,no,39763,cellular,aug,fri,7,999,0,1.4,93.444,-36.1,4.963,5228.1
31,technician,single,professional.course,no,yes,no,23539,cellular,nov,thu,9,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
34,blue-collar,married,basic.6y,no,no,yes,28980,cellular,may,wed,1,999,0,-1.8,92.893,-46.2,1.281,5099.1
24,admin.,single,professional.course,no,yes,yes,459,telephone,jun,mon,1,999,0,1.4,94.465,-41.8,4.961,5228.1
32,blue-collar,married,high.school,no,no,yes,36215,telephone,jun,mon,1,999,0,1.4,94.465,-41.8,4.96,5228.1
31,management,divorced,basic.6y,no,no,no,40248,telephone,may,wed,3,999,0,1.1,93.994,-36.4,4.857,5191.0
28,blue-collar,married,basic.6y,no,yes,no,10487,cellular,may,thu,4,999,0,-1.8,92.893,-46.2,1.266,5099.1
29,admin.,single,university.degree,no,no,yes,34120,cellular,may,tue,2,3,1,-1.8,92.893,-46.2,1.266,5099.1
38,blue-collar,single,high.school,unknown,no,no,26476,cellular,jul,thu,3,999,0,1.4,93.918,-42.7,4.962,5228.1
60,entrepreneur,married,basic.4y,no,no,yes,40272,telephone,may,wed,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0
55,retired,married,basic.9y,unknown,unknown,unknown,29752,cellular,jul,wed,1,999,0,1.4,93.918,-42.7,4.962,5228.1
38,blue-collar,married,high.school,no,no,no,29896,telephone,may,fri,7,999,0,1.1,93.994,-36.4,4.855,5191.0
43,management,married,university.degree,no,yes,no,39651,cellular,nov,thu,4,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8
42,entrepreneur,married,university.degree,no,yes,no,12825,cellular,jul,tue,2,999,0,1.4,93.918,-42.7,4.961,5228.1
28,services,married,basic.9y,unknown,yes,no,13481,cellular,may,thu,3,999,0,-1.8,92.893,-46.2,1.327,5099.1
35,admin.,divorced,university.degree,unknown,yes,no,32887,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.857,5191.0
40,admin.,married,high.school,no,yes,no,40962,cellular,apr,fri,1,999,1,-1.8,93.075,-47.1,1.405,5099.1
33,admin.,single,university.degree,no,no,no,40135,telephone,jun,fri,1,999,0,-2.9,92.963,-40.8,1.268,5076.2
29,admin.,single,high.school,no,yes,yes,28412,telephone,may,wed,3,999,0,1.1,93.994,-36.4,4.859,5191.0
54,blue-collar,married,basic.9y,unknown,no,no,18421,telephone,may,wed,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0
42,technician,married,professional.course,no,yes,no,10651,telephone,may,wed,3,999,0,1.1,93.994,-36.4,4.857,5191.0
66,retired,married,basic.4y,no,yes,no,4328,cellular,jul,mon,7,999,0,-1.7,94.215,-40.3,0.87,4991.6
59,retired,married,professional.course,no,yes,no,35982,cellular,jun,wed,1,999,0,-2.9,92.963,-40.8,1.26,5076.2
32,entrepreneur,single,university.degree,no,yes,no,22325,cellular,jul,tue,3,999,0,1.4,93.918,-42.7,4.961,5228.1
40,admin.,married,university.degree,no,no,no,35756,telephone,jun,fri,5,999,0,1.4,94.465,-41.8,4.959,5228.1
33,services,married,high.school,unknown,no,no,3310,telephone,may,mon,3,999,0,1.1,93.994,-36.4,4.857,5191.0
34,admin.,married,university.degree,no,no,yes,40775,cellular,dec,tue,2,6,2,-3.0,92.713,-33.0,0.7070000000000001,5023.5
48,entrepreneur,married,basic.6y,no,no,no,37512,cellular,may,wed,3,999,0,-1.8,92.893,-46.2,1.334,5099.1
55,retired,divorced,university.degree,no,yes,no,24557,cellular,jun,mon,2,999,0,-2.9,92.963,-40.8,1.266,5076.2
30,services,married,high.school,unknown,no,yes,39943,cellular,nov,thu,4,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
27,admin.,single,university.degree,no,yes,no,5492,cellular,may,thu,1,999,1,-1.8,92.893,-46.2,1.266,5099.1
45,admin.,divorced,high.school,unknown,yes,no,2393,cellular,apr,mon,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
39,technician,married,professional.course,no,yes,no,7627,telephone,jul,wed,8,999,0,1.4,93.918,-42.7,4.962,5228.1
22,unemployed,single,high.school,no,no,no,16578,telephone,jul,wed,3,999,0,1.4,93.918,-42.7,4.963,5228.1
22,student,single,high.school,no,unknown,unknown,32977,telephone,jun,tue,2,999,0,1.4,94.465,-41.8,4.961,5228.1
39,blue-collar,married,basic.6y,no,no,no,25634,telephone,may,thu,1,999,0,1.1,93.994,-36.4,4.855,5191.0
50,unemployed,married,professional.course,no,yes,no,19058,cellular,nov,fri,1,999,1,-0.1,93.2,-42.0,4.021,5195.8
49,blue-collar,married,basic.9y,no,no,no,2465,cellular,may,thu,2,999,0,-1.8,92.893,-46.2,1.327,5099.1
33,blue-collar,married,professional.course,unknown,no,no,6954,cellular,may,thu,2,999,0,-1.8,92.893,-46.2,1.327,5099.1
55,retired,divorced,high.school,unknown,yes,no,23788,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.857,5191.0
28,admin.,single,high.school,no,yes,no,30698,cellular,may,thu,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
25,services,single,unknown,no,no,no,313,telephone,jul,fri,4,999,0,1.4,93.918,-42.7,4.957,5228.1
48,management,divorced,university.degree,unknown,no,no,3697,cellular,may,thu,2,999,1,-1.8,92.893,-46.2,1.266,5099.1
25,blue-collar,single,basic.9y,no,yes,no,18503,cellular,jul,thu,3,999,0,1.4,93.918,-42.7,4.962,5228.1
53,admin.,single,university.degree,unknown,unknown,unknown,37480,telephone,may,fri,2,999,0,1.1,93.994,-36.4,4.864,5191.0
37,technician,single,university.degree,no,yes,yes,6338,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.857,5191.0
39,blue-collar,divorced,basic.9y,unknown,no,no,6788,cellular,may,wed,1,999,1,-1.8,92.893,-46.2,1.334,5099.1
31,admin.,single,high.school,no,yes,no,94,cellular,nov,wed,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
30,blue-collar,married,basic.9y,no,yes,yes,2516,telephone,may,thu,2,999,0,1.1,93.994,-36.4,4.855,5191.0
31,blue-collar,single,high.school,no,yes,no,8811,telephone,may,thu,1,999,0,1.1,93.994,-36.4,4.86,5191.0
39,blue-collar,married,basic.4y,unknown,no,no,27064,telephone,may,thu,1,999,0,1.1,93.994,-36.4,4.86,5191.0
46,blue-collar,married,basic.9y,no,no,no,34240,telephone,jun,wed,2,999,0,1.4,94.465,-41.8,4.864,5228.1
35,technician,married,professional.course,no,yes,no,7075,telephone,jun,thu,1,999,0,1.4,94.465,-41.8,4.958,5228.1
39,management,married,university.degree,no,no,no,11222,telephone,jun,fri,5,999,0,1.4,94.465,-41.8,4.959,5228.1
47,admin.,married,university.degree,no,no,no,35016,cellular,aug,mon,1,999,0,1.4,93.444,-36.1,4.965,5228.1
50,entrepreneur,divorced,university.degree,no,yes,no,2174,cellular,jul,thu,1,6,3,-1.7,94.215,-40.3,0.899,4991.6
38,blue-collar,married,basic.6y,no,no,no,31355,cellular,jul,wed,2,999,0,1.4,93.918,-42.7,4.963,5228.1
47,admin.,married,university.degree,no,no,no,19550,telephone,jul,wed,1,999,0,1.4,93.918,-42.7,4.962,5228.1
28,admin.,married,university.degree,no,yes,no,20993,cellular,may,mon,1,999,0,-1.8,92.893,-46.2,1.354,5099.1
40,technician,single,high.school,no,no,no,2133,telephone,may,tue,4,999,0,1.1,93.994,-36.4,4.856,5191.0
56,housemaid,married,basic.4y,no,no,no,35259,telephone,may,mon,1,999,0,1.1,93.994,-36.4,4.857,5191.0
51,services,married,professional.course,unknown,no,no,35185,telephone,may,fri,7,999,0,1.1,93.994,-36.4,4.855,5191.0
49,management,single,basic.4y,unknown,yes,no,16231,cellular,jul,wed,1,999,0,1.4,93.918,-42.7,4.957,5228.1
34,admin.,married,university.degree,no,yes,no,41013,cellular,aug,fri,1,999,0,1.4,93.444,-36.1,4.966,5228.1
52,blue-collar,married,unknown,unknown,yes,no,19409,telephone,jun,thu,4,999,0,1.4,94.465,-41.8,4.961,5228.1
51,blue-collar,married,basic.9y,unknown,yes,no,13858,telephone,jun,mon,1,999,0,1.4,94.465,-41.8,4.96,5228.1
35,management,single,university.degree,no,yes,no,16453,telephone,jun,mon,21,999,0,1.4,94.465,-41.8,4.865,5228.1
27,blue-collar,single,university.degree,no,yes,no,7008,cellular,apr,thu,2,999,0,-1.8,93.075,-47.1,1.365,5099.1
31,admin.,married,university.degree,no,yes,no,29860,cellular,may,thu,1,3,1,-1.8,93.876,-40.0,0.6829999999999999,5008.7
36,admin.,single,university.degree,no,yes,yes,12366,telephone,may,wed,2,999,0,1.1,93.994,-36.4,4.859,5191.0
47,admin.,divorced,university.degree,no,yes,no,403,cellular,aug,thu,4,999,0,1.4,93.444,-36.1,4.962,5228.1
30,management,single,university.degree,no,no,yes,10621,telephone,may,wed,5,999,0,1.1,93.994,-36.4,4.857,5191.0
46,management,married,basic.9y,no,yes,yes,33996,telephone,may,tue,2,999,0,1.1,93.994,-36.4,4.856,5191.0
25,student,single,university.degree,no,yes,yes,21104,telephone,sep,mon,1,999,0,-1.1,94.199,-37.5,0.882,4963.6
39,blue-collar,married,basic.9y,no,yes,no,8266,cellular,nov,tue,4,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8
43,management,married,university.degree,no,no,no,10169,cellular,nov,mon,1,999,0,-0.1,93.2,-42.0,4.191,5195.8
29,blue-collar,single,basic.6y,no,yes,no,12252,cellular,jul,thu,1,999,0,1.4,93.918,-42.7,4.962,5228.1
40,services,married,unknown,unknown,no,no,4893,telephone,jun,thu,6,999,0,1.4,94.465,-41.8,4.961,5228.1
45,technician,married,professional.course,no,no,no,34803,cellular,aug,wed,4,999,0,1.4,93.444,-36.1,4.967,5228.1
37,entrepreneur,married,basic.9y,no,yes,no,11091,cellular,may,mon,1,999,2,-1.8,92.893,-46.2,1.2990000000000002,5099.1
40,retired,married,professional.course,no,no,no,422,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.857,5191.0
52,blue-collar,married,basic.4y,unknown,yes,no,5369,telephone,may,mon,3,999,0,1.1,93.994,-36.4,4.857,5191.0
28,blue-collar,single,basic.9y,no,no,no,12279,cellular,may,thu,1,999,0,-1.8,92.893,-46.2,1.266,5099.1
29,admin.,single,university.degree,no,yes,no,17231,telephone,jun,fri,27,999,0,1.4,94.465,-41.8,4.959,5228.1
29,blue-collar,single,basic.6y,no,no,no,8125,telephone,may,wed,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0
38,services,married,high.school,unknown,no,no,3708,telephone,jun,thu,1,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1
35,technician,single,professional.course,no,yes,no,15595,cellular,aug,tue,1,999,0,1.4,93.444,-36.1,4.965,5228.1
30,admin.,single,university.degree,no,no,no,9285,cellular,jul,mon,3,999,0,1.4,93.918,-42.7,4.96,5228.1
43,self-employed,single,high.school,unknown,no,no,6790,cellular,may,wed,1,999,1,-1.8,92.893,-46.2,1.281,5099.1
36,entrepreneur,married,high.school,no,no,no,38996,cellular,jul,mon,2,999,0,1.4,93.918,-42.7,4.96,5228.1
38,blue-collar,married,basic.6y,unknown,no,no,27786,telephone,jul,thu,1,999,0,1.4,93.918,-42.7,4.966,5228.1
44,blue-collar,married,basic.9y,unknown,yes,no,17042,cellular,jul,mon,1,999,0,1.4,93.918,-42.7,4.96,5228.1
31,housemaid,married,basic.4y,no,no,no,13711,cellular,aug,thu,1,999,0,1.4,93.444,-36.1,4.968,5228.1
