age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
59,management,married,basic.4y,unknown,unknown,unknown,11120,telephone,may,tue,437,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,management,single,university.degree,no,no,no,20767,telephone,jun,wed,257,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
42,blue-collar,married,basic.6y,unknown,no,no,14905,telephone,jun,tue,311,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
34,admin.,married,university.degree,unknown,no,no,23150,telephone,jun,tue,133,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
51,admin.,married,high.school,no,no,no,33348,telephone,jun,mon,368,12,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
31,unemployed,single,high.school,no,yes,no,19482,cellular,jun,thu,167,3,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6
28,entrepreneur,married,basic.9y,no,yes,yes,14650,telephone,jun,fri,262,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
57,retired,married,high.school,no,no,no,14703,telephone,may,mon,238,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,self-employed,married,professional.course,no,no,yes,39206,telephone,may,fri,65,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
34,technician,single,university.degree,no,yes,no,37444,cellular,mar,mon,171,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,5099.1
46,admin.,married,high.school,no,yes,no,36822,telephone,may,wed,79,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,blue-collar,married,basic.6y,unknown,yes,no,28404,cellular,may,wed,81,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
47,blue-collar,married,high.school,unknown,yes,no,40023,telephone,may,tue,269,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,management,married,university.degree,no,no,no,21206,cellular,may,thu,162,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1
28,blue-collar,single,university.degree,no,no,no,25519,cellular,apr,tue,107,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
33,admin.,single,university.degree,no,yes,yes,16411,cellular,aug,thu,66,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
35,blue-collar,married,basic.9y,no,yes,no,13160,telephone,may,thu,255,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
44,technician,single,high.school,no,no,no,10180,telephone,may,wed,189,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
29,technician,single,university.degree,no,yes,no,20959,telephone,jul,thu,109,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1
34,admin.,married,university.degree,no,no,yes,25406,cellular,nov,fri,408,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
34,blue-collar,married,basic.6y,unknown,no,no,19898,telephone,jun,fri,651,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
51,admin.,divorced,professional.course,no,no,no,7503,cellular,may,wed,194,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1
29,admin.,single,university.degree,no,no,no,22572,cellular,jul,tue,106,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
36,unemployed,married,professional.course,no,yes,no,8075,cellular,apr,thu,835,7,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7
35,entrepreneur,married,university.degree,no,no,no,4867,telephone,jun,fri,79,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
44,admin.,divorced,high.school,no,yes,yes,32325,cellular,jul,wed,70,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
32,blue-collar,married,basic.4y,unknown,yes,no,20079,telephone,may,fri,926,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
36,blue-collar,married,basic.9y,no,no,no,26340,telephone,may,fri,123,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,services,married,basic.9y,no,yes,yes,13144,telephone,may,tue,296,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
40,management,divorced,university.degree,unknown,yes,no,38252,telephone,may,fri,157,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
31,admin.,single,basic.9y,unknown,yes,yes,21758,telephone,jun,fri,13,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
26,student,single,basic.9y,no,no,no,39123,telephone,aug,wed,127,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,5076.2
33,blue-collar,single,basic.9y,no,yes,no,8078,telephone,jul,thu,124,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
38,services,married,high.school,no,no,no,36567,telephone,may,fri,62,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
55,blue-collar,married,basic.9y,no,yes,yes,18296,cellular,aug,thu,142,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,blue-collar,single,basic.9y,no,no,no,21933,telephone,may,fri,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
40,admin.,married,university.degree,no,yes,no,25786,cellular,apr,fri,489,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
36,technician,married,university.degree,no,no,no,29122,cellular,jul,mon,95,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
48,unemployed,married,university.degree,no,yes,no,1802,cellular,jul,tue,812,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
44,admin.,married,basic.4y,unknown,yes,no,25086,cellular,aug,tue,222,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
36,management,single,university.degree,no,yes,yes,31208,cellular,may,wed,147,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1
59,housemaid,married,basic.4y,unknown,unknown,unknown,3244,cellular,jul,tue,202,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
46,admin.,married,university.degree,no,no,no,37322,cellular,mar,tue,269,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,5099.1
54,retired,divorced,basic.4y,no,yes,no,2964,telephone,may,thu,77,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
44,blue-collar,married,high.school,unknown,no,no,11105,telephone,jun,tue,390,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
49,blue-collar,married,unknown,unknown,unknown,unknown,19827,cellular,jul,mon,375,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
56,blue-collar,married,basic.4y,unknown,yes,no,21449,cellular,dec,tue,280,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5
20,student,single,high.school,no,yes,yes,9679,cellular,jun,wed,74,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2
40,entrepreneur,divorced,university.degree,no,no,no,17914,telephone,jun,mon,146,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
50,unknown,married,unknown,unknown,yes,no,37499,cellular,jul,tue,112,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
41,blue-collar,married,basic.9y,unknown,no,no,17446,telephone,may,mon,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,technician,divorced,professional.course,no,yes,no,36015,telephone,jun,tue,269,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
44,blue-collar,married,basic.4y,no,yes,no,11314,telephone,jun,fri,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
37,unemployed,married,basic.9y,no,yes,yes,29623,cellular,may,fri,129,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
28,unemployed,single,university.degree,no,yes,no,33073,cellular,may,mon,434,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
50,technician,single,university.degree,no,yes,no,27127,cellular,aug,thu,178,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,technician,divorced,professional.course,no,no,no,22858,cellular,may,wed,258,8,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
25,student,single,high.school,no,yes,no,9176,cellular,aug,fri,78,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2
47,blue-collar,married,basic.9y,unknown,no,no,4513,cellular,may,wed,169,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
33,services,single,high.school,no,yes,no,5279,cellular,jul,tue,714,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
56,admin.,married,basic.9y,no,yes,no,27251,cellular,apr,wed,431,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
57,technician,married,high.school,no,no,no,18656,cellular,apr,wed,469,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
30,self-employed,married,professional.course,no,no,no,29247,cellular,aug,fri,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
75,retired,married,basic.4y,no,no,no,30378,cellular,apr,tue,356,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
33,admin.,single,university.degree,no,no,no,13686,cellular,nov,thu,117,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
47,admin.,divorced,high.school,no,no,no,11831,telephone,jun,thu,149,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
25,admin.,married,high.school,no,no,no,18256,cellular,jul,mon,68,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
61,retired,married,professional.course,no,no,no,15547,cellular,aug,tue,219,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2
35,admin.,single,university.degree,no,yes,no,19892,cellular,jul,mon,77,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
33,blue-collar,single,basic.6y,no,yes,no,40162,cellular,may,fri,474,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
52,blue-collar,married,basic.4y,unknown,no,yes,31215,cellular,jul,fri,114,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
33,admin.,divorced,high.school,no,yes,no,3463,telephone,may,wed,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
32,management,single,university.degree,no,yes,no,26193,cellular,aug,thu,245,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
31,entrepreneur,single,university.degree,no,no,no,20089,cellular,may,thu,50,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1
45,blue-collar,married,unknown,unknown,no,no,32727,telephone,jun,thu,264,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
46,technician,divorced,professional.course,no,yes,no,36658,cellular,jul,tue,387,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
49,blue-collar,married,basic.4y,unknown,yes,no,8548,cellular,aug,fri,21,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
45,management,married,university.degree,no,no,no,38093,telephone,may,fri,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,technician,married,basic.9y,no,yes,no,29587,telephone,may,thu,208,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
58,blue-collar,married,basic.4y,unknown,yes,no,3960,telephone,may,thu,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
38,technician,married,professional.course,no,yes,no,29422,telephone,jun,mon,952,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
29,admin.,single,university.degree,no,yes,no,10396,cellular,nov,thu,341,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
35,services,married,unknown,unknown,yes,yes,39771,cellular,jul,tue,174,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
45,blue-collar,single,high.school,unknown,no,no,41031,cellular,may,mon,9,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
36,management,married,university.degree,no,no,no,32104,cellular,nov,wed,226,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
37,technician,divorced,professional.course,no,no,no,40876,cellular,may,wed,329,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
24,admin.,single,university.degree,no,yes,no,3681,cellular,apr,thu,127,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
31,admin.,single,basic.9y,no,yes,no,27424,cellular,jul,mon,392,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
47,entrepreneur,married,professional.course,no,no,no,40292,telephone,may,tue,400,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
23,blue-collar,single,basic.9y,no,no,no,631,cellular,jul,thu,250,4,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6
36,blue-collar,single,high.school,no,yes,no,6308,telephone,may,wed,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
27,admin.,single,unknown,no,no,no,2238,cellular,mar,mon,291,1,999,3,failure,-1.8,93.369,-34.8,0.639,5008.7
49,admin.,married,high.school,unknown,yes,no,14791,telephone,jun,thu,216,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
37,unemployed,single,university.degree,no,yes,yes,29766,cellular,nov,tue,95,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
31,admin.,married,high.school,no,no,no,33111,cellular,oct,thu,142,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5
57,blue-collar,married,basic.9y,no,no,no,26320,telephone,jul,wed,49,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
46,management,married,university.degree,no,yes,no,9687,cellular,jul,mon,92,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
37,management,single,basic.9y,no,no,no,7490,cellular,may,mon,261,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
30,technician,single,unknown,no,yes,no,2894,telephone,may,mon,144,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,admin.,married,university.degree,no,no,no,1634,telephone,jul,wed,34,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
29,admin.,married,high.school,no,no,no,35202,cellular,may,wed,54,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
39,housemaid,married,university.degree,no,yes,no,10233,telephone,jun,fri,258,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
44,technician,single,high.school,no,no,no,31856,telephone,may,thu,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
47,technician,married,university.degree,no,yes,no,20740,cellular,aug,wed,184,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
74,retired,married,professional.course,no,no,no,39817,cellular,aug,wed,298,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,5076.2
59,blue-collar,divorced,basic.9y,no,no,no,7994,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
40,blue-collar,divorced,basic.9y,no,no,no,27326,cellular,nov,fri,74,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
37,unemployed,single,university.degree,no,no,no,32001,cellular,jun,fri,249,2,999,0,nonexistent,-1.7,94.055,-39.8,0.748,4991.6
27,blue-collar,married,basic.4y,no,no,no,35804,cellular,may,tue,314,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,services,single,unknown,no,no,yes,17969,cellular,jul,thu,415,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6
46,services,married,high.school,no,no,no,21541,telephone,may,tue,60,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
42,housemaid,married,basic.4y,unknown,yes,no,11125,telephone,jun,fri,408,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
32,technician,single,university.degree,no,no,no,11457,cellular,apr,tue,721,4,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
34,technician,divorced,professional.course,no,yes,no,23681,cellular,nov,tue,83,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8
50,admin.,married,basic.6y,no,yes,no,5588,cellular,aug,tue,264,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,admin.,single,university.degree,no,no,no,36865,cellular,aug,wed,160,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
44,blue-collar,married,basic.6y,unknown,no,no,30548,telephone,may,thu,236,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
38,blue-collar,married,basic.9y,no,no,no,19834,cellular,jul,fri,610,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
31,admin.,single,university.degree,no,yes,no,12670,cellular,aug,wed,166,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
29,admin.,single,basic.9y,no,no,no,8001,cellular,jul,thu,504,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
41,blue-collar,single,basic.4y,unknown,yes,no,38394,cellular,may,wed,426,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
30,admin.,married,university.degree,no,yes,yes,29258,cellular,nov,wed,89,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
29,blue-collar,single,professional.course,no,yes,no,15322,telephone,may,thu,182,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
63,retired,married,basic.4y,no,no,no,20255,cellular,jul,fri,273,1,999,0,nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
31,technician,married,unknown,no,no,no,4418,cellular,aug,mon,393,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,blue-collar,married,basic.6y,unknown,yes,no,21605,cellular,may,tue,105,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
68,retired,married,basic.4y,no,yes,no,13221,cellular,oct,tue,102,1,6,2,success,-3.4,92.431,-26.9,0.728,5017.5
29,blue-collar,divorced,high.school,no,no,no,8608,cellular,may,fri,760,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
33,unemployed,divorced,professional.course,no,yes,no,38222,cellular,aug,mon,150,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
47,blue-collar,divorced,basic.9y,no,no,no,14257,cellular,may,thu,16,8,6,2,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1
29,blue-collar,single,basic.9y,unknown,yes,no,13871,cellular,jul,tue,89,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
43,unemployed,divorced,basic.9y,no,yes,no,31341,cellular,jul,mon,265,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
29,entrepreneur,married,high.school,no,yes,no,29054,cellular,jul,fri,668,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1
46,blue-collar,married,basic.4y,no,no,no,29885,telephone,may,thu,246,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
48,blue-collar,married,basic.6y,no,yes,no,4782,telephone,may,fri,290,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
29,blue-collar,married,high.school,no,no,no,37753,cellular,nov,wed,117,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
31,technician,married,university.degree,no,yes,no,14622,cellular,apr,thu,35,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
42,blue-collar,married,high.school,no,no,yes,1220,cellular,apr,mon,178,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
48,blue-collar,married,basic.4y,no,no,no,24283,cellular,may,mon,420,7,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1
29,admin.,single,university.degree,no,no,no,23099,cellular,jul,wed,164,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
41,admin.,single,high.school,no,no,no,27758,cellular,nov,mon,131,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5
35,technician,married,basic.9y,no,no,no,7471,telephone,may,fri,433,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
51,housemaid,divorced,high.school,no,yes,yes,35208,cellular,jul,thu,460,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
52,retired,married,university.degree,no,no,no,10059,cellular,nov,mon,147,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
31,admin.,single,university.degree,no,yes,yes,35387,cellular,sep,tue,194,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6
60,retired,married,basic.4y,unknown,yes,no,26353,telephone,may,fri,557,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
27,unemployed,single,basic.9y,no,no,no,17655,cellular,apr,fri,48,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
41,management,married,high.school,no,no,no,13760,telephone,may,mon,264,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
42,blue-collar,married,basic.4y,no,yes,no,35671,telephone,may,fri,29,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
54,technician,married,professional.course,unknown,no,yes,17390,cellular,jul,thu,157,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
37,blue-collar,married,basic.6y,unknown,no,yes,15858,telephone,may,fri,574,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
38,technician,married,basic.9y,no,yes,no,35318,telephone,may,mon,170,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
57,blue-collar,married,basic.9y,no,yes,no,16055,cellular,jul,tue,106,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
41,admin.,married,university.degree,no,yes,no,27217,cellular,dec,thu,500,1,999,0,nonexistent,-3.0,92.713,-33.0,0.7070000000000001,5023.5
58,admin.,married,university.degree,no,yes,no,4462,cellular,mar,mon,549,5,999,2,failure,-1.8,93.369,-34.8,0.6459999999999999,5008.7
39,blue-collar,married,professional.course,unknown,yes,no,37908,telephone,jun,thu,27,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
42,blue-collar,married,basic.9y,unknown,no,no,2337,telephone,jun,thu,75,5,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
39,unemployed,single,university.degree,no,yes,no,28010,cellular,dec,mon,387,1,6,2,success,-3.0,92.713,-33.0,0.706,5023.5
56,admin.,married,university.degree,no,no,no,30506,cellular,aug,mon,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
51,entrepreneur,single,university.degree,no,no,no,7269,cellular,nov,thu,139,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
21,management,single,university.degree,no,unknown,unknown,31796,cellular,jun,tue,106,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
35,management,married,university.degree,no,no,yes,13308,cellular,aug,fri,10,9,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,blue-collar,single,basic.9y,unknown,yes,no,37429,telephone,may,mon,379,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
45,technician,divorced,professional.course,no,yes,no,36419,telephone,jun,wed,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
44,technician,married,unknown,no,yes,no,24685,cellular,apr,mon,104,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1
42,technician,married,university.degree,no,no,no,695,cellular,aug,thu,161,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
31,housemaid,divorced,high.school,no,yes,no,12149,telephone,may,fri,428,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
31,self-employed,single,high.school,no,no,yes,10053,cellular,jul,tue,85,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
54,management,married,university.degree,no,yes,no,12757,cellular,nov,mon,375,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
31,blue-collar,married,basic.9y,no,no,yes,1676,telephone,jun,wed,245,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
52,technician,married,professional.course,unknown,no,no,16243,cellular,aug,thu,351,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
37,services,divorced,high.school,no,yes,yes,25043,telephone,may,mon,125,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
42,admin.,married,university.degree,no,yes,no,28234,cellular,aug,wed,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
43,technician,married,high.school,no,no,no,19636,cellular,jul,wed,322,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
28,self-employed,single,university.degree,no,yes,no,11316,cellular,apr,mon,64,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
31,admin.,single,university.degree,no,yes,yes,28392,telephone,jun,fri,282,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
33,blue-collar,married,basic.9y,no,no,no,39744,telephone,may,tue,176,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
31,admin.,married,university.degree,no,no,no,24876,cellular,nov,thu,427,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
35,entrepreneur,married,basic.9y,no,no,no,24865,cellular,jul,tue,291,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
27,admin.,single,university.degree,unknown,yes,no,29508,cellular,jul,tue,77,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
42,unemployed,married,basic.9y,no,yes,yes,24975,telephone,may,fri,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,blue-collar,married,basic.4y,no,yes,no,3458,cellular,may,thu,135,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1
35,blue-collar,married,basic.9y,no,yes,yes,20332,telephone,jun,thu,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
77,retired,married,unknown,no,yes,yes,16116,cellular,may,fri,318,3,999,0,nonexistent,-1.8,93.876,-40.0,0.684,5008.7
39,services,married,basic.9y,no,no,no,19007,cellular,nov,tue,109,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
56,blue-collar,married,professional.course,no,yes,no,12070,telephone,may,mon,621,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
45,unknown,married,university.degree,no,yes,no,290,cellular,may,thu,254,1,999,1,failure,-1.8,93.876,-40.0,0.6920000000000001,5008.7
45,entrepreneur,married,basic.4y,no,unknown,unknown,3926,telephone,nov,tue,67,7,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
27,services,single,high.school,no,yes,no,28574,cellular,may,thu,193,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
28,technician,married,university.degree,no,yes,no,17128,cellular,jul,wed,126,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
51,admin.,married,university.degree,no,yes,no,39030,cellular,aug,wed,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
50,blue-collar,married,basic.4y,unknown,yes,no,4244,cellular,aug,fri,249,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
33,admin.,married,high.school,no,yes,no,22433,telephone,may,wed,67,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
46,blue-collar,married,basic.9y,unknown,yes,no,1121,cellular,nov,thu,150,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
