age,job,marital,education,default,housing,loan,id
59,admin.,married,university.degree,no,no,yes,36630
45,blue-collar,married,basic.9y,unknown,no,no,13836
50,blue-collar,married,basic.9y,unknown,no,no,38223
30,technician,married,university.degree,no,yes,yes,29111
47,housemaid,married,basic.4y,unknown,no,no,27663
35,technician,married,high.school,no,no,no,8994
32,admin.,married,high.school,no,no,no,18753
28,blue-collar,single,basic.4y,no,no,no,16772
36,blue-collar,married,unknown,no,no,no,2121
37,admin.,married,professional.course,unknown,yes,yes,14927
34,services,single,high.school,no,no,no,29315
29,technician,single,professional.course,no,no,no,26316
29,admin.,single,university.degree,no,no,no,10613
38,blue-collar,married,high.school,no,yes,yes,32985
36,entrepreneur,single,university.degree,no,yes,no,40134
44,blue-collar,married,basic.9y,no,yes,no,27003
27,blue-collar,married,basic.9y,unknown,yes,yes,10386
31,blue-collar,married,basic.9y,no,yes,yes,33729
44,technician,divorced,basic.9y,unknown,yes,yes,308
44,management,single,university.degree,unknown,yes,no,31169
50,blue-collar,married,basic.6y,no,no,no,29431
59,entrepreneur,married,university.degree,no,no,no,34909
39,blue-collar,married,basic.9y,unknown,no,no,37814
36,unemployed,divorced,professional.course,no,yes,no,31235
85,housemaid,married,basic.4y,unknown,no,no,29187
42,blue-collar,married,basic.9y,no,no,yes,36107
36,technician,married,university.degree,no,no,no,37386
38,admin.,married,university.degree,no,yes,no,9163
47,blue-collar,married,basic.6y,unknown,yes,no,30279
57,retired,single,professional.course,no,no,yes,25817
58,self-employed,married,university.degree,no,no,no,29809
36,blue-collar,married,basic.4y,no,yes,no,22961
26,admin.,single,university.degree,no,no,no,3810
36,services,married,university.degree,no,yes,no,418
34,blue-collar,single,high.school,no,no,no,8496
31,technician,single,university.degree,no,yes,no,11557
36,admin.,married,university.degree,no,yes,yes,28585
40,entrepreneur,married,university.degree,unknown,unknown,unknown,5509
41,blue-collar,married,basic.9y,unknown,no,no,17166
45,blue-collar,married,basic.6y,no,no,yes,18135
43,unemployed,married,basic.9y,unknown,yes,yes,34723
41,blue-collar,married,basic.9y,no,unknown,unknown,28833
31,blue-collar,married,basic.6y,no,no,no,7571
42,admin.,single,high.school,unknown,yes,no,6832
43,admin.,married,high.school,no,no,yes,27711
24,technician,married,professional.course,no,yes,yes,20086
52,self-employed,divorced,university.degree,no,yes,no,23644
32,admin.,married,university.degree,no,no,no,13627
30,admin.,married,basic.9y,no,yes,yes,5664
29,admin.,single,university.degree,no,yes,no,33847
44,blue-collar,married,unknown,unknown,yes,no,26739
41,blue-collar,married,basic.4y,no,no,no,14742
33,blue-collar,married,basic.9y,no,no,no,22261
37,housemaid,married,basic.6y,unknown,no,no,33687
26,blue-collar,single,basic.9y,no,no,no,24252
27,blue-collar,married,basic.9y,no,yes,yes,36460
30,services,married,high.school,no,no,no,38298
30,blue-collar,married,unknown,no,no,no,37084
55,admin.,married,high.school,unknown,yes,no,40560
33,technician,married,professional.course,no,yes,no,14236
41,admin.,married,basic.6y,no,no,no,675
42,technician,married,professional.course,no,no,no,28353
43,admin.,divorced,university.degree,no,no,no,33327
76,retired,married,basic.6y,no,no,yes,19539
42,technician,married,professional.course,unknown,yes,no,2399
39,services,married,high.school,no,yes,no,9851
47,services,single,basic.9y,no,unknown,unknown,11084
42,admin.,single,university.degree,unknown,yes,yes,472
49,technician,married,professional.course,unknown,yes,no,8772
35,admin.,married,university.degree,no,yes,no,6840
38,admin.,married,university.degree,no,no,no,28798
36,management,married,university.degree,no,yes,no,10726
33,admin.,married,high.school,no,yes,no,6951
42,technician,divorced,professional.course,no,yes,yes,32637
60,admin.,married,unknown,unknown,no,yes,177
35,blue-collar,married,basic.6y,no,no,no,35640
41,blue-collar,married,basic.9y,no,yes,no,20645
42,technician,married,basic.9y,no,no,yes,34857
56,blue-collar,married,basic.9y,no,yes,no,35861
37,entrepreneur,married,university.degree,no,no,no,22244
37,admin.,single,university.degree,no,yes,no,24574
34,housemaid,married,university.degree,no,no,no,4467
48,unemployed,single,basic.9y,no,no,no,13186
31,technician,married,university.degree,no,no,no,17796
35,blue-collar,married,basic.9y,no,yes,no,21034
39,blue-collar,married,basic.9y,no,yes,no,20399
51,technician,married,university.degree,no,yes,no,19127
57,admin.,married,high.school,no,no,no,38605
54,technician,single,university.degree,unknown,unknown,unknown,16419
39,technician,married,university.degree,no,no,yes,35128
44,management,married,university.degree,no,no,no,14360
31,admin.,married,university.degree,no,unknown,unknown,24751
26,blue-collar,single,high.school,unknown,no,no,24343
58,entrepreneur,married,university.degree,unknown,no,no,16269
56,self-employed,married,university.degree,no,yes,no,4551
53,management,single,professional.course,unknown,no,no,20758
38,technician,married,professional.course,unknown,yes,no,15800
40,admin.,married,high.school,no,no,no,333
32,services,divorced,basic.9y,unknown,no,no,34
54,self-employed,married,professional.course,unknown,no,no,34334
47,admin.,married,basic.9y,no,yes,no,20841
27,admin.,single,university.degree,no,no,no,23535
31,housemaid,married,basic.4y,no,no,yes,21859
28,technician,married,professional.course,no,yes,no,4094
43,management,married,university.degree,no,no,no,16987
32,blue-collar,married,high.school,no,yes,no,27255
37,admin.,divorced,high.school,no,yes,no,19611
30,student,single,professional.course,no,yes,no,25782
40,blue-collar,married,professional.course,no,yes,no,41076
51,admin.,married,basic.6y,unknown,no,no,36950
41,technician,single,professional.course,no,yes,no,7165
28,management,married,basic.9y,no,yes,no,15056
45,management,married,basic.9y,no,yes,no,17454
50,management,married,university.degree,no,no,no,71
26,admin.,single,high.school,no,yes,yes,29232
25,blue-collar,single,basic.4y,no,yes,no,20961
54,retired,single,high.school,no,yes,no,23039
53,services,married,unknown,no,yes,no,29226
42,services,married,high.school,no,yes,no,19919
34,entrepreneur,married,basic.9y,unknown,yes,no,36719
33,admin.,married,university.degree,no,no,no,1422
56,technician,married,professional.course,no,no,no,9580
34,blue-collar,married,basic.6y,no,yes,no,11175
38,blue-collar,married,basic.4y,no,no,no,38229
29,management,single,university.degree,no,yes,no,39312
56,technician,divorced,university.degree,unknown,no,yes,34582
33,admin.,married,university.degree,no,no,no,9270
34,services,married,high.school,unknown,yes,no,15210
34,admin.,married,high.school,no,no,no,29153
51,self-employed,married,university.degree,unknown,yes,no,39251
53,technician,divorced,university.degree,no,yes,no,31874
38,blue-collar,married,basic.9y,unknown,unknown,unknown,18900
30,blue-collar,single,basic.9y,no,no,no,26761
30,admin.,married,high.school,unknown,no,no,29924
54,self-employed,married,basic.9y,no,no,yes,17054
46,technician,divorced,professional.course,no,no,no,246
31,blue-collar,married,basic.4y,no,no,no,25359
43,housemaid,married,basic.4y,no,yes,no,25628
26,admin.,single,high.school,no,no,yes,27795
26,admin.,married,high.school,no,no,no,24939
47,technician,married,university.degree,no,no,no,21255
39,services,married,high.school,no,yes,no,20945
35,admin.,married,university.degree,no,yes,no,12699
43,blue-collar,married,basic.9y,no,yes,no,31730
33,admin.,married,university.degree,no,no,no,18368
64,retired,married,university.degree,no,yes,no,20751
44,technician,married,professional.course,no,no,no,6805
39,unemployed,married,professional.course,unknown,no,no,40235
43,admin.,married,high.school,no,yes,no,39360
56,blue-collar,divorced,high.school,no,no,no,11888
48,admin.,single,university.degree,no,no,no,37542
26,admin.,married,university.degree,no,yes,yes,36763
46,blue-collar,married,basic.4y,unknown,yes,no,15946
50,blue-collar,married,basic.4y,no,yes,no,14648
31,services,married,high.school,no,yes,no,37271
37,admin.,single,university.degree,no,no,no,19458
42,services,married,high.school,no,yes,no,22186
39,entrepreneur,married,high.school,no,no,no,22126
53,admin.,married,university.degree,unknown,yes,no,28340
29,technician,married,university.degree,no,no,no,2383
49,entrepreneur,married,basic.4y,unknown,yes,yes,28089
53,self-employed,married,university.degree,no,no,no,38855
39,blue-collar,married,basic.6y,no,no,no,16918
26,admin.,married,high.school,no,yes,no,9344
42,technician,divorced,basic.9y,no,yes,no,31036
42,technician,single,university.degree,no,yes,no,19954
32,admin.,single,university.degree,no,no,no,30824
34,services,married,professional.course,unknown,yes,yes,34002
30,technician,single,professional.course,no,no,yes,23570
58,admin.,married,high.school,no,yes,no,19132
48,admin.,divorced,high.school,no,yes,yes,22215
25,services,married,high.school,no,yes,no,39898
35,technician,married,professional.course,no,no,yes,29639
35,admin.,single,university.degree,no,yes,no,26498
53,retired,married,basic.9y,unknown,yes,no,10271
48,housemaid,married,high.school,no,no,no,4902
27,admin.,single,university.degree,no,yes,no,34516
44,blue-collar,married,basic.4y,unknown,no,no,8133
27,admin.,married,high.school,no,no,no,16660
33,technician,single,university.degree,no,yes,no,15557
51,blue-collar,married,basic.9y,unknown,yes,no,32304
44,services,divorced,basic.9y,no,no,no,1956
40,housemaid,single,university.degree,no,yes,no,28263
78,unknown,married,unknown,no,yes,no,6925
64,unknown,married,unknown,no,yes,yes,12880
43,management,married,university.degree,no,no,no,4349
40,management,married,high.school,no,no,yes,19929
48,blue-collar,married,high.school,no,no,no,4600
32,services,married,high.school,no,yes,no,274
36,blue-collar,married,high.school,no,no,no,3301
48,management,married,university.degree,no,yes,no,2653
46,management,married,university.degree,no,no,no,2526
34,technician,married,university.degree,no,no,no,4392
50,services,married,high.school,no,yes,no,22366
35,blue-collar,married,basic.4y,no,no,no,23210
53,blue-collar,married,basic.4y,unknown,no,no,25089
53,technician,divorced,high.school,no,no,no,16065
34,services,married,high.school,no,no,yes,7498
36,blue-collar,married,basic.9y,no,yes,no,35480
34,technician,single,unknown,no,no,no,26259
41,blue-collar,married,basic.6y,unknown,yes,no,4844
56,blue-collar,married,professional.course,no,yes,no,29379
24,technician,single,professional.course,no,no,no,231
50,admin.,married,basic.9y,no,yes,no,27838
30,admin.,single,university.degree,no,yes,no,16736
34,technician,married,university.degree,no,yes,no,38496
41,admin.,married,university.degree,no,no,no,23470
40,management,married,university.degree,no,yes,no,36061
54,blue-collar,married,professional.course,no,yes,no,11612
33,admin.,married,university.degree,no,yes,yes,7911
30,admin.,single,university.degree,no,yes,no,275
35,technician,single,high.school,unknown,no,no,27112
38,admin.,single,university.degree,no,no,no,32589
44,technician,divorced,university.degree,unknown,no,no,1341
25,admin.,married,high.school,no,no,yes,1265
39,admin.,single,university.degree,no,yes,no,16639
27,admin.,single,high.school,no,yes,no,1801
40,management,married,basic.6y,no,yes,no,4101
49,admin.,married,high.school,no,yes,no,7212
47,admin.,divorced,professional.course,no,no,no,27647
66,retired,married,basic.4y,no,yes,yes,25077
44,entrepreneur,married,high.school,no,yes,no,3967
35,services,married,high.school,unknown,yes,no,26006
39,admin.,married,university.degree,no,no,yes,27343
30,admin.,single,university.degree,no,yes,no,2125
28,admin.,single,university.degree,no,no,no,40065
55,blue-collar,divorced,basic.6y,no,yes,no,4899
23,technician,single,high.school,no,no,yes,10364
49,admin.,divorced,university.degree,no,yes,no,14061
59,retired,married,basic.4y,unknown,no,no,7538
33,admin.,single,high.school,unknown,yes,no,11397
29,blue-collar,married,basic.9y,no,yes,no,34083
47,blue-collar,single,basic.4y,no,no,no,23963
38,housemaid,married,basic.6y,no,yes,no,3669
31,blue-collar,single,basic.9y,no,no,no,16701
39,blue-collar,married,basic.6y,unknown,no,no,15729
50,blue-collar,divorced,basic.4y,no,no,no,33934
29,admin.,married,university.degree,no,yes,no,6860
56,technician,married,professional.course,no,no,no,15584
28,blue-collar,single,high.school,no,no,no,31793
29,blue-collar,married,professional.course,no,no,no,13088
43,unemployed,divorced,basic.9y,no,yes,no,11335
59,housemaid,married,unknown,unknown,yes,no,28763
48,services,married,basic.6y,unknown,no,no,12908
39,management,married,basic.6y,unknown,no,no,3765
47,blue-collar,single,basic.4y,unknown,no,no,36397
32,blue-collar,married,basic.9y,no,no,no,9372
37,technician,single,university.degree,unknown,yes,no,29670
28,services,single,high.school,no,yes,no,29250
35,entrepreneur,married,university.degree,no,yes,yes,19567
39,self-employed,married,university.degree,no,no,no,26696
31,admin.,married,university.degree,unknown,no,no,6135
36,admin.,divorced,university.degree,no,yes,no,10803
35,services,single,high.school,no,no,yes,27154
60,retired,married,high.school,no,no,no,5266
49,blue-collar,married,basic.4y,no,no,no,15671
30,services,single,high.school,no,no,no,428
40,services,married,high.school,no,yes,no,12197
41,blue-collar,married,basic.9y,no,no,no,15434
38,admin.,married,high.school,no,no,no,37415
39,admin.,married,high.school,no,yes,no,24477
55,retired,married,basic.4y,no,yes,no,4
36,blue-collar,married,professional.course,no,unknown,unknown,12912
55,blue-collar,married,basic.4y,unknown,no,no,21981
59,housemaid,married,basic.4y,no,no,no,23286
35,management,single,university.degree,no,yes,no,14890
39,housemaid,single,university.degree,unknown,no,no,1704
36,services,divorced,basic.9y,no,no,no,26157
29,technician,married,university.degree,no,yes,no,5517
29,technician,single,university.degree,no,no,no,7546
32,technician,married,university.degree,no,no,no,36263
32,student,single,university.degree,no,no,no,10881
32,technician,single,professional.course,no,yes,no,20351
51,management,married,basic.4y,no,no,no,30938
35,services,married,high.school,no,yes,no,39650
40,self-employed,married,high.school,unknown,yes,no,17163
33,management,married,university.degree,no,no,no,39197
59,self-employed,married,university.degree,no,no,no,35655
50,management,single,university.degree,no,yes,no,4744
35,admin.,single,university.degree,no,yes,no,1502
31,services,single,university.degree,no,yes,no,10902
34,admin.,married,university.degree,no,no,no,30817
42,entrepreneur,married,basic.9y,no,yes,no,6212
32,self-employed,married,high.school,no,yes,no,2307
23,blue-collar,married,basic.9y,no,no,no,36911
32,entrepreneur,married,high.school,unknown,no,no,7849
60,services,married,high.school,unknown,no,no,39399
29,blue-collar,single,basic.9y,no,yes,no,3374
54,blue-collar,married,basic.9y,no,no,no,19961
29,admin.,single,high.school,no,no,no,26233
38,blue-collar,married,basic.4y,no,no,no,12194
56,blue-collar,married,basic.4y,no,yes,no,17678
45,services,married,professional.course,no,yes,yes,12336
43,services,married,basic.6y,no,yes,no,17574
30,technician,married,professional.course,no,yes,no,21672
40,technician,married,high.school,no,yes,no,19351
38,admin.,married,university.degree,no,yes,no,13892
43,blue-collar,married,basic.9y,no,no,no,24495
30,services,married,high.school,unknown,no,yes,13103
30,admin.,married,university.degree,no,yes,no,7577
36,admin.,single,basic.6y,no,yes,no,26124
50,self-employed,married,basic.4y,unknown,no,no,36414
38,technician,single,professional.course,no,no,yes,854
31,housemaid,married,high.school,no,no,no,11881
30,blue-collar,married,basic.9y,no,yes,no,40700
40,admin.,married,basic.9y,no,no,yes,37569
25,admin.,single,university.degree,no,yes,no,25354
41,technician,single,professional.course,no,yes,no,31434
33,admin.,married,university.degree,no,no,yes,18250
30,technician,married,basic.9y,no,no,no,25496
32,technician,married,university.degree,no,no,yes,28905
72,retired,married,basic.4y,no,no,no,5241
35,admin.,divorced,high.school,no,unknown,unknown,18466
28,admin.,single,high.school,no,yes,no,10194
55,management,single,unknown,no,no,yes,40125
37,technician,married,professional.course,no,yes,yes,18083
47,admin.,married,university.degree,no,yes,no,25600
53,admin.,divorced,university.degree,no,yes,no,11190
26,student,single,basic.9y,no,yes,no,12307
35,admin.,married,university.degree,no,yes,no,24845
37,unemployed,married,professional.course,no,yes,no,16614
42,management,married,basic.6y,no,yes,no,24098
68,management,married,basic.9y,no,yes,no,5066
35,technician,married,professional.course,no,yes,no,27679
31,admin.,single,university.degree,no,no,no,33055
38,technician,married,university.degree,no,yes,no,21379
65,technician,married,professional.course,no,no,no,28573
39,blue-collar,married,basic.4y,unknown,no,no,32671
34,student,single,unknown,no,yes,no,24719
31,admin.,married,university.degree,no,yes,no,32823
23,blue-collar,single,basic.9y,no,no,no,38134
30,blue-collar,married,basic.6y,no,yes,no,21083
28,blue-collar,married,basic.4y,unknown,yes,no,35067
30,blue-collar,single,basic.9y,no,yes,no,3867
31,management,single,professional.course,no,yes,no,34389
51,blue-collar,married,basic.9y,unknown,no,no,37998
29,services,single,professional.course,no,yes,no,9096
26,blue-collar,married,basic.9y,no,yes,yes,17175
35,blue-collar,single,basic.4y,no,yes,no,833
39,management,married,university.degree,no,yes,no,37225
54,blue-collar,married,basic.9y,unknown,no,yes,1106
53,technician,married,professional.course,no,no,no,1180
50,admin.,married,university.degree,no,no,no,5770
42,blue-collar,married,basic.4y,no,no,no,2698
50,admin.,divorced,university.degree,no,yes,no,24315
19,student,single,unknown,no,no,no,22602
42,admin.,divorced,university.degree,no,no,no,20374
34,admin.,married,high.school,no,no,no,29380
29,technician,single,professional.course,no,no,no,309
44,unknown,married,basic.6y,no,no,no,6969
32,admin.,single,high.school,no,no,no,17803
42,blue-collar,married,basic.6y,unknown,no,no,12689
21,student,single,high.school,no,no,no,704
38,blue-collar,married,basic.4y,unknown,no,no,4210
33,admin.,single,university.degree,no,yes,no,20438
36,blue-collar,married,basic.9y,no,no,no,8002
50,services,married,university.degree,unknown,no,no,34045
52,blue-collar,single,basic.9y,unknown,yes,no,21390
26,student,single,university.degree,no,yes,no,21278
42,blue-collar,divorced,basic.9y,no,no,no,5280
22,blue-collar,married,basic.9y,no,yes,no,41099
44,entrepreneur,married,university.degree,no,no,yes,2682
47,admin.,divorced,high.school,no,yes,no,2726
53,self-employed,divorced,university.degree,no,no,no,5383
41,blue-collar,divorced,basic.6y,no,yes,no,32912
31,admin.,single,university.degree,no,yes,no,39480
55,blue-collar,divorced,basic.9y,no,yes,yes,29059
38,blue-collar,divorced,high.school,no,no,no,13849
37,blue-collar,single,university.degree,no,yes,no,36270
49,technician,divorced,unknown,no,no,no,7308
45,blue-collar,married,basic.9y,no,yes,no,2456
55,unknown,married,unknown,unknown,yes,no,12109
38,management,married,university.degree,no,yes,no,31206
37,technician,married,professional.course,no,no,no,9990
35,blue-collar,married,basic.4y,unknown,no,no,33550
35,blue-collar,divorced,basic.9y,no,no,yes,36606
53,admin.,married,high.school,no,yes,no,27991
57,technician,married,university.degree,no,no,no,9141
32,technician,married,professional.course,no,yes,yes,31549
36,services,married,high.school,unknown,yes,no,22508
31,services,married,high.school,no,no,no,35883
56,retired,married,basic.6y,no,no,no,3124
24,management,married,university.degree,no,unknown,unknown,33130
32,admin.,single,university.degree,no,yes,no,36853
41,admin.,divorced,high.school,no,no,no,29377
37,technician,divorced,professional.course,unknown,yes,no,17983
45,blue-collar,married,basic.6y,unknown,yes,no,38226
28,student,single,high.school,no,no,no,34580
32,blue-collar,married,basic.9y,no,yes,no,7356
42,technician,married,university.degree,no,no,no,14815
59,blue-collar,married,basic.9y,unknown,yes,no,36762
44,admin.,divorced,high.school,no,no,no,25988
56,unemployed,married,high.school,unknown,no,no,4965
20,services,single,unknown,no,no,no,11738
57,self-employed,married,university.degree,no,yes,no,38480
48,blue-collar,married,basic.9y,unknown,no,no,7147
49,services,married,high.school,unknown,yes,yes,10266
54,management,divorced,university.degree,no,yes,no,27931
33,blue-collar,married,basic.9y,no,yes,yes,17934
40,housemaid,married,high.school,unknown,yes,no,6721
59,admin.,married,high.school,no,no,no,37244
46,technician,married,professional.course,no,no,no,4427
36,blue-collar,single,basic.9y,unknown,no,no,3311
54,admin.,divorced,university.degree,no,no,no,36774
53,services,married,high.school,unknown,yes,no,28728
28,admin.,married,university.degree,no,unknown,unknown,6196
31,admin.,single,university.degree,no,no,no,7388
51,retired,married,basic.4y,unknown,yes,yes,6566
23,blue-collar,single,basic.9y,no,no,yes,8607
59,admin.,married,high.school,no,yes,no,27360
52,admin.,divorced,university.degree,unknown,yes,no,12851
29,technician,single,professional.course,no,yes,no,34944
71,retired,married,high.school,no,yes,no,40811
46,management,married,basic.9y,unknown,no,no,8082
33,technician,married,university.degree,no,yes,no,37000
40,services,married,basic.6y,no,no,no,26260
59,retired,married,university.degree,no,yes,no,11194
35,admin.,married,university.degree,no,no,no,25291
45,blue-collar,married,basic.9y,unknown,yes,no,34938
38,admin.,married,high.school,no,yes,no,30941
49,services,married,high.school,no,yes,no,8391
25,admin.,single,high.school,no,yes,yes,16746
32,technician,single,university.degree,no,no,no,37005
36,services,married,high.school,no,no,no,23293
34,blue-collar,married,basic.9y,no,yes,no,33510
27,services,single,university.degree,no,no,yes,37723
36,admin.,married,high.school,no,yes,no,18490
22,technician,single,basic.9y,no,no,no,8223
34,services,married,high.school,no,no,no,22382
39,admin.,single,university.degree,no,no,no,31384
44,management,married,university.degree,no,yes,no,40021
32,blue-collar,married,basic.9y,unknown,no,no,9273
24,blue-collar,single,basic.9y,no,yes,no,30418
59,retired,married,basic.4y,unknown,yes,no,6787
28,student,single,unknown,no,yes,no,5723
44,management,married,university.degree,unknown,yes,no,13196
28,blue-collar,married,basic.4y,unknown,yes,no,12763
39,student,single,unknown,no,yes,no,38738
52,technician,divorced,professional.course,no,yes,no,15882
37,entrepreneur,married,university.degree,no,yes,no,3900
20,student,single,high.school,no,yes,no,39533
32,management,married,basic.6y,no,yes,no,16024
29,services,single,high.school,no,yes,no,11542
33,self-employed,married,basic.9y,unknown,no,no,4125
42,services,married,basic.9y,no,no,no,32648
58,technician,divorced,university.degree,unknown,yes,no,11506
47,services,married,unknown,no,yes,no,25574
43,admin.,married,university.degree,no,yes,yes,25934
25,unemployed,single,high.school,unknown,no,no,36428
51,management,married,university.degree,no,yes,no,5338
43,admin.,married,high.school,no,yes,no,13840
36,blue-collar,married,basic.9y,no,no,no,26720
32,blue-collar,married,high.school,no,yes,no,28262
30,admin.,divorced,university.degree,unknown,yes,no,9014
49,technician,divorced,high.school,no,yes,no,9606
35,admin.,single,university.degree,no,no,yes,24416
37,technician,married,professional.course,no,yes,no,39830
27,blue-collar,single,basic.9y,no,yes,no,16817
35,self-employed,married,university.degree,no,no,no,40609
54,admin.,married,high.school,no,no,no,14242
46,admin.,married,high.school,no,yes,no,27545
71,retired,married,unknown,no,yes,no,18502
58,admin.,married,basic.4y,no,no,no,31665
45,admin.,single,high.school,no,yes,no,2120
56,housemaid,divorced,basic.4y,no,yes,no,32660
50,technician,divorced,professional.course,no,no,no,28396
44,management,married,university.degree,no,yes,no,1050
47,technician,married,professional.course,no,no,no,20388
25,admin.,single,high.school,no,no,no,38854
35,blue-collar,married,basic.4y,unknown,yes,no,32273
47,services,married,basic.9y,no,unknown,unknown,19547
38,services,married,high.school,no,no,yes,23855
42,entrepreneur,married,basic.4y,unknown,yes,no,32550
25,technician,single,university.degree,no,yes,yes,4527
49,management,married,university.degree,no,yes,no,38810
32,admin.,single,university.degree,no,yes,no,40524
57,retired,married,university.degree,no,yes,yes,31414
60,retired,divorced,basic.4y,unknown,yes,no,36439
35,technician,single,professional.course,no,unknown,unknown,33763
27,admin.,single,professional.course,no,yes,yes,2263
29,management,married,university.degree,no,yes,no,40680
49,blue-collar,married,basic.4y,no,yes,no,20982
32,blue-collar,married,professional.course,unknown,yes,yes,16680
44,blue-collar,married,high.school,no,no,no,22284
34,admin.,divorced,university.degree,no,no,no,11336
57,blue-collar,married,basic.4y,unknown,no,no,7462
27,admin.,married,university.degree,no,no,no,19421
52,management,married,university.degree,no,unknown,unknown,1695
54,blue-collar,married,basic.9y,unknown,no,yes,29572
41,blue-collar,married,basic.9y,no,yes,no,10654
34,blue-collar,married,basic.9y,no,no,no,7683
34,blue-collar,married,basic.4y,no,no,no,15088
37,technician,married,high.school,no,yes,no,14891
29,admin.,single,university.degree,no,no,no,15732
29,blue-collar,married,basic.9y,no,no,no,26085
38,blue-collar,married,basic.4y,unknown,no,no,35374
36,blue-collar,married,basic.9y,unknown,yes,no,14111
55,admin.,married,university.degree,unknown,no,yes,19768
41,housemaid,married,university.degree,unknown,no,no,27004
46,blue-collar,married,basic.6y,unknown,no,no,35926
32,blue-collar,married,basic.9y,no,yes,no,17239
29,technician,single,university.degree,no,yes,yes,32258
57,management,married,university.degree,unknown,no,no,35801
39,blue-collar,married,basic.9y,no,yes,no,30914
31,blue-collar,married,basic.9y,no,yes,no,564
33,admin.,single,university.degree,no,no,no,17676
31,admin.,single,university.degree,no,yes,no,32655
38,blue-collar,married,basic.6y,unknown,no,yes,32113
38,services,married,basic.9y,no,no,no,11355
49,management,married,university.degree,no,no,yes,18280
36,blue-collar,married,basic.9y,no,no,no,23428
38,technician,single,university.degree,no,unknown,unknown,25692
34,blue-collar,married,basic.9y,unknown,no,no,30913
37,admin.,married,high.school,unknown,yes,no,19805
36,student,divorced,university.degree,no,no,yes,21584
31,blue-collar,single,basic.9y,no,yes,yes,12712
31,management,married,university.degree,unknown,no,no,5519
34,blue-collar,single,basic.6y,unknown,yes,no,9958
47,admin.,married,university.degree,no,yes,no,4097
27,blue-collar,married,basic.4y,unknown,yes,no,7915
58,housemaid,married,basic.4y,no,no,no,28288
35,services,single,university.degree,no,unknown,unknown,26996
27,services,single,high.school,no,yes,no,23747
59,management,married,university.degree,no,yes,no,36564
40,admin.,married,university.degree,no,yes,no,7360
28,technician,married,university.degree,no,yes,no,18638
44,management,single,university.degree,no,yes,no,40948
50,admin.,married,high.school,no,no,no,30080
30,technician,divorced,professional.course,no,yes,no,31228
58,blue-collar,married,basic.9y,no,no,no,32423
52,technician,married,basic.6y,no,yes,no,14169
59,self-employed,married,professional.course,no,yes,no,16360
53,technician,divorced,high.school,no,no,no,19623
42,management,divorced,unknown,no,no,no,9781
42,self-employed,married,university.degree,no,yes,no,14988
46,technician,married,professional.course,unknown,no,no,15840
26,technician,single,university.degree,no,yes,no,35872
42,admin.,married,university.degree,no,no,no,20676
33,technician,married,basic.9y,no,no,no,37424
51,blue-collar,married,basic.4y,no,yes,no,20504
54,housemaid,married,high.school,no,yes,yes,40551
29,admin.,single,high.school,no,no,yes,37329
34,technician,single,university.degree,no,no,no,19861
46,admin.,married,high.school,unknown,yes,no,16930
34,services,married,basic.6y,no,yes,yes,29836
38,admin.,single,university.degree,no,yes,no,16678
36,technician,divorced,professional.course,no,yes,no,5397
32,admin.,single,university.degree,no,no,no,35282
37,admin.,married,high.school,no,no,no,7011
42,unemployed,married,high.school,unknown,yes,yes,35522
34,admin.,divorced,university.degree,no,no,no,8131
66,management,divorced,university.degree,no,no,no,8743
38,admin.,married,high.school,no,unknown,unknown,15609
50,technician,married,professional.course,no,unknown,unknown,157
23,blue-collar,single,basic.9y,no,yes,no,26184
37,unemployed,married,basic.9y,no,no,no,10821
24,technician,single,basic.9y,no,yes,no,9622
55,housemaid,married,basic.4y,no,yes,no,4608
50,blue-collar,married,basic.4y,unknown,yes,no,33335
33,technician,married,professional.course,no,yes,yes,9403
50,admin.,divorced,university.degree,no,yes,no,839
38,management,married,basic.9y,no,yes,no,293
30,self-employed,married,university.degree,no,no,yes,28971
29,blue-collar,single,high.school,no,yes,yes,35993
53,blue-collar,married,basic.9y,unknown,yes,no,23670
58,retired,married,university.degree,no,yes,no,36033
43,blue-collar,divorced,basic.9y,unknown,no,no,17949
39,self-employed,married,basic.9y,no,no,no,16845
30,admin.,married,basic.6y,no,yes,no,35749
35,technician,married,professional.course,no,yes,no,26151
55,admin.,married,professional.course,no,no,no,14706
29,unemployed,married,university.degree,no,yes,no,13055
41,blue-collar,married,basic.6y,no,yes,no,12206
38,technician,married,professional.course,no,yes,no,14409
39,services,single,university.degree,unknown,yes,no,4208
39,admin.,married,high.school,no,yes,no,13330
30,technician,married,professional.course,no,yes,no,37625
52,unknown,married,professional.course,unknown,yes,yes,23357
50,self-employed,divorced,university.degree,unknown,yes,no,878
27,technician,single,high.school,no,no,no,19350
44,technician,married,professional.course,unknown,yes,no,33552
50,blue-collar,married,professional.course,no,yes,no,41026
39,admin.,married,university.degree,no,yes,no,15623
32,technician,married,university.degree,no,no,no,10120
55,technician,divorced,professional.course,unknown,no,no,18711
50,blue-collar,married,basic.9y,no,yes,no,22047
28,admin.,single,basic.9y,no,yes,yes,2033
24,admin.,single,university.degree,no,yes,no,18138
26,admin.,single,university.degree,no,yes,yes,18888
41,blue-collar,married,professional.course,unknown,no,no,23487
49,blue-collar,divorced,basic.4y,no,yes,no,40639
30,admin.,single,university.degree,no,no,no,37524
45,management,single,basic.9y,no,yes,no,21769
