contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,id
cellular,aug,wed,222,3,999,0,nonexistent,6625
telephone,may,fri,135,2,999,0,nonexistent,3379
cellular,nov,tue,127,1,999,0,nonexistent,3247
cellular,jul,mon,91,9,999,0,nonexistent,30282
cellular,jul,fri,50,3,999,0,nonexistent,38091
telephone,may,wed,66,7,999,0,nonexistent,28886
cellular,may,thu,99,7,999,1,failure,10052
cellular,nov,thu,244,2,999,0,nonexistent,4529
cellular,apr,thu,90,1,999,0,nonexistent,39172
telephone,nov,thu,96,8,999,0,nonexistent,19998
cellular,nov,wed,325,2,999,0,nonexistent,29400
cellular,may,wed,207,1,999,0,nonexistent,38639
cellular,may,fri,323,5,999,0,nonexistent,5884
telephone,jul,wed,185,1,999,0,nonexistent,12091
cellular,jul,tue,312,1,999,0,nonexistent,33922
telephone,jun,thu,115,2,999,0,nonexistent,12225
telephone,may,mon,361,2,999,0,nonexistent,19580
telephone,jun,wed,83,2,999,0,nonexistent,1361
cellular,may,wed,283,1,999,0,nonexistent,1214
cellular,nov,wed,88,1,999,1,failure,19063
telephone,jun,wed,274,2,999,0,nonexistent,5423
cellular,nov,thu,123,3,999,0,nonexistent,18324
cellular,jul,tue,142,3,999,0,nonexistent,33968
cellular,aug,wed,132,2,999,0,nonexistent,22855
cellular,aug,wed,107,2,999,0,nonexistent,30841
cellular,apr,mon,28,7,999,0,nonexistent,11596
cellular,sep,wed,299,1,3,1,success,35973
cellular,apr,thu,241,1,999,0,nonexistent,30228
cellular,aug,thu,145,1,999,0,nonexistent,7215
cellular,jun,mon,152,2,3,1,success,2150
telephone,jun,mon,92,1,999,0,nonexistent,16704
telephone,jun,mon,430,2,999,0,nonexistent,27708
cellular,may,thu,373,1,999,0,nonexistent,4793
cellular,aug,wed,243,1,999,0,nonexistent,17835
telephone,may,wed,91,3,999,0,nonexistent,30410
cellular,apr,fri,65,1,999,1,failure,30209
cellular,apr,fri,496,3,999,0,nonexistent,27209
cellular,nov,fri,106,1,999,0,nonexistent,15071
cellular,may,fri,364,2,999,0,nonexistent,16280
cellular,oct,tue,123,2,999,0,nonexistent,38065
telephone,aug,fri,12,1,999,0,nonexistent,13630
cellular,apr,mon,245,1,999,0,nonexistent,6152
cellular,aug,tue,348,1,999,0,nonexistent,26965
cellular,nov,thu,88,2,999,0,nonexistent,11537
telephone,may,mon,160,3,999,0,nonexistent,24866
cellular,jun,wed,95,1,999,0,nonexistent,6512
cellular,jul,fri,81,2,999,0,nonexistent,39107
telephone,may,fri,207,1,999,0,nonexistent,31292
cellular,may,thu,433,2,999,0,nonexistent,1655
cellular,jul,thu,154,1,999,0,nonexistent,34986
telephone,may,fri,53,5,999,0,nonexistent,6126
cellular,nov,wed,227,4,999,0,nonexistent,25300
cellular,jul,wed,495,2,999,0,nonexistent,23180
cellular,nov,fri,150,2,999,0,nonexistent,36013
telephone,may,tue,121,1,999,0,nonexistent,31272
cellular,apr,thu,666,1,999,0,nonexistent,38270
telephone,may,tue,182,1,999,0,nonexistent,5650
telephone,may,tue,178,2,999,0,nonexistent,23504
cellular,may,wed,127,1,999,0,nonexistent,32998
cellular,may,tue,98,1,999,0,nonexistent,4950
cellular,aug,tue,100,3,999,0,nonexistent,18591
cellular,sep,fri,277,2,6,2,success,30582
telephone,jun,tue,35,1,999,0,nonexistent,36870
telephone,may,tue,128,2,999,0,nonexistent,8158
cellular,jul,tue,99,6,999,0,nonexistent,33755
cellular,jul,wed,56,1,999,0,nonexistent,25603
telephone,nov,mon,762,1,999,0,nonexistent,11777
cellular,aug,mon,82,1,999,0,nonexistent,10197
telephone,jun,tue,45,2,999,0,nonexistent,24826
cellular,jul,fri,175,1,999,0,nonexistent,27770
cellular,nov,mon,183,1,999,0,nonexistent,15092
cellular,nov,tue,123,2,999,0,nonexistent,41181
telephone,may,wed,260,1,999,0,nonexistent,12891
cellular,may,thu,413,1,999,0,nonexistent,3207
cellular,aug,fri,142,2,999,1,failure,12143
cellular,aug,tue,543,1,999,1,failure,4220
cellular,may,tue,851,1,999,0,nonexistent,10000
cellular,may,tue,451,2,999,1,failure,33787
telephone,may,thu,609,2,999,0,nonexistent,31889
telephone,may,fri,228,2,999,0,nonexistent,15099
cellular,jul,thu,844,5,999,0,nonexistent,12830
cellular,may,thu,66,2,999,1,failure,20794
telephone,may,mon,265,9,999,0,nonexistent,13616
telephone,jun,wed,232,2,999,0,nonexistent,36906
cellular,aug,tue,173,1,999,0,nonexistent,9105
telephone,may,tue,434,2,999,0,nonexistent,24338
cellular,apr,thu,168,1,999,0,nonexistent,2379
telephone,jun,mon,117,1,999,0,nonexistent,33789
telephone,apr,mon,1353,2,5,1,success,17749
cellular,oct,tue,83,2,999,3,failure,730
cellular,may,thu,298,1,999,0,nonexistent,11845
telephone,may,fri,65,7,999,0,nonexistent,8161
cellular,jul,tue,658,2,999,0,nonexistent,6511
cellular,may,tue,1130,4,999,0,nonexistent,23972
telephone,jul,wed,90,1,999,0,nonexistent,30275
cellular,may,thu,370,2,1,1,success,39287
telephone,jun,wed,694,2,999,0,nonexistent,7744
cellular,jul,fri,541,7,999,0,nonexistent,39986
cellular,jul,mon,210,1,999,0,nonexistent,40212
telephone,may,thu,78,3,999,0,nonexistent,32848
cellular,nov,mon,389,1,999,0,nonexistent,14732
cellular,jul,wed,94,1,999,0,nonexistent,34510
cellular,jul,thu,418,4,999,0,nonexistent,11389
cellular,aug,fri,105,1,999,0,nonexistent,7661
cellular,jul,wed,108,1,999,0,nonexistent,23940
cellular,nov,thu,78,1,999,0,nonexistent,14654
cellular,aug,wed,10,14,999,0,nonexistent,6172
telephone,jul,fri,270,1,999,0,nonexistent,386
cellular,jul,fri,71,3,999,0,nonexistent,35564
cellular,nov,fri,197,3,999,0,nonexistent,15230
cellular,may,mon,1434,2,999,1,failure,37292
cellular,jul,mon,67,2,999,0,nonexistent,16373
cellular,may,wed,423,1,999,1,failure,40013
cellular,jul,tue,142,7,999,0,nonexistent,28659
telephone,may,wed,110,1,999,0,nonexistent,18650
cellular,jun,wed,342,2,3,1,success,5786
telephone,may,thu,243,4,999,0,nonexistent,6366
telephone,may,mon,104,1,999,0,nonexistent,4780
telephone,may,tue,196,1,999,0,nonexistent,27320
telephone,may,tue,111,1,999,0,nonexistent,3836
cellular,nov,tue,79,1,999,0,nonexistent,31276
cellular,apr,wed,253,2,999,0,nonexistent,9341
cellular,aug,mon,422,1,999,0,nonexistent,15413
telephone,jun,mon,60,2,999,0,nonexistent,13183
cellular,oct,mon,79,1,999,1,failure,18264
cellular,aug,mon,174,1,999,0,nonexistent,39743
cellular,jul,wed,126,2,999,0,nonexistent,5005
cellular,apr,thu,284,1,999,1,failure,5089
cellular,jun,mon,77,1,999,0,nonexistent,34017
cellular,may,mon,75,1,999,1,failure,34631
cellular,may,fri,239,2,999,0,nonexistent,4883
cellular,may,wed,200,2,999,1,failure,9552
telephone,aug,thu,158,1,999,0,nonexistent,6270
telephone,may,tue,83,1,999,0,nonexistent,21699
cellular,nov,thu,75,2,999,0,nonexistent,2472
cellular,aug,fri,1567,3,999,0,nonexistent,30935
telephone,may,fri,731,4,999,0,nonexistent,23080
telephone,may,tue,383,1,999,0,nonexistent,89
cellular,jul,mon,353,4,999,0,nonexistent,16240
cellular,jul,thu,486,1,999,0,nonexistent,30476
cellular,apr,thu,691,1,999,0,nonexistent,23164
cellular,may,mon,167,1,999,0,nonexistent,16470
telephone,jun,wed,973,1,999,0,nonexistent,28110
cellular,jul,mon,313,2,999,0,nonexistent,14354
cellular,jul,mon,549,3,999,0,nonexistent,21300
cellular,jul,fri,112,3,999,0,nonexistent,34732
cellular,nov,fri,224,3,999,0,nonexistent,30683
telephone,may,fri,34,2,999,0,nonexistent,30602
cellular,jul,wed,623,3,999,0,nonexistent,39398
telephone,may,mon,55,1,999,0,nonexistent,19514
telephone,jun,thu,65,1,999,0,nonexistent,20139
cellular,aug,thu,110,1,999,0,nonexistent,390
telephone,may,fri,314,1,999,0,nonexistent,3883
cellular,jul,fri,186,2,999,0,nonexistent,18608
cellular,jul,wed,79,3,999,0,nonexistent,5251
cellular,aug,thu,195,1,999,0,nonexistent,35038
telephone,may,mon,175,1,999,0,nonexistent,26638
cellular,jul,thu,276,2,999,0,nonexistent,26979
cellular,jul,tue,479,1,999,0,nonexistent,11690
telephone,jun,fri,122,16,999,0,nonexistent,24765
cellular,nov,tue,200,1,999,1,failure,31966
cellular,oct,wed,194,1,3,2,success,8107
cellular,nov,thu,129,1,999,0,nonexistent,25737
cellular,may,wed,82,2,999,1,failure,6772
cellular,jul,mon,250,1,999,0,nonexistent,20184
cellular,aug,thu,77,4,999,0,nonexistent,13112
telephone,jul,wed,119,1,999,0,nonexistent,27106
cellular,jul,fri,590,8,999,0,nonexistent,38098
telephone,may,fri,166,2,999,0,nonexistent,6642
telephone,may,thu,192,3,999,0,nonexistent,23153
telephone,may,tue,333,2,999,0,nonexistent,39708
telephone,jun,wed,81,3,999,0,nonexistent,38682
cellular,jul,thu,497,2,999,0,nonexistent,23465
telephone,aug,thu,213,1,999,0,nonexistent,29513
telephone,may,mon,262,2,999,0,nonexistent,8964
telephone,may,fri,1438,2,999,0,nonexistent,23436
telephone,may,mon,283,3,999,0,nonexistent,21550
telephone,may,fri,153,4,999,0,nonexistent,25823
telephone,nov,fri,115,1,999,0,nonexistent,26425
telephone,jun,thu,939,6,999,0,nonexistent,3043
cellular,jul,mon,49,6,999,0,nonexistent,12893
telephone,jun,thu,331,12,999,0,nonexistent,25707
cellular,may,thu,639,2,10,1,success,18127
telephone,jun,thu,222,1,999,0,nonexistent,26025
cellular,aug,mon,98,3,999,0,nonexistent,24080
telephone,may,tue,299,3,999,0,nonexistent,31572
telephone,may,fri,136,1,999,0,nonexistent,10641
telephone,jun,thu,463,1,999,0,nonexistent,416
telephone,may,tue,858,6,999,0,nonexistent,5257
cellular,jul,thu,134,1,999,0,nonexistent,19983
telephone,may,wed,91,1,999,0,nonexistent,27781
telephone,jun,thu,227,2,999,0,nonexistent,13916
cellular,aug,tue,123,3,999,0,nonexistent,7495
cellular,nov,tue,259,1,999,1,failure,31880
telephone,may,fri,811,1,999,0,nonexistent,38839
cellular,jul,wed,89,1,999,0,nonexistent,19588
telephone,may,fri,1252,1,999,0,nonexistent,1329
cellular,aug,thu,143,1,999,0,nonexistent,17812
cellular,jul,thu,42,3,999,0,nonexistent,5217
telephone,may,fri,93,8,999,0,nonexistent,38268
cellular,may,mon,334,2,999,1,failure,33874
cellular,jul,thu,51,2,999,0,nonexistent,15525
cellular,aug,wed,134,1,999,0,nonexistent,30390
telephone,may,mon,261,56,999,0,nonexistent,20005
cellular,may,thu,532,1,999,1,failure,28797
cellular,mar,fri,154,3,17,3,failure,5097
cellular,aug,fri,124,1,999,0,nonexistent,15011
telephone,may,thu,262,4,999,0,nonexistent,304
telephone,may,tue,252,1,999,0,nonexistent,7995
cellular,may,thu,119,2,999,1,failure,5547
cellular,aug,fri,207,3,999,1,failure,13976
cellular,jul,thu,191,1,999,0,nonexistent,30350
cellular,nov,mon,58,1,999,0,nonexistent,2371
cellular,jul,wed,113,1,999,0,nonexistent,19693
cellular,jul,mon,835,4,999,0,nonexistent,30184
cellular,may,fri,104,3,999,0,nonexistent,6271
telephone,jul,thu,27,2,999,0,nonexistent,39233
telephone,may,tue,198,3,999,0,nonexistent,29812
cellular,jul,mon,157,3,999,0,nonexistent,30337
cellular,jul,tue,419,8,999,0,nonexistent,13585
telephone,jul,fri,52,4,999,0,nonexistent,39600
cellular,apr,fri,211,2,999,1,failure,9661
telephone,jun,mon,124,2,999,0,nonexistent,15997
cellular,may,thu,491,2,999,0,nonexistent,3541
telephone,may,tue,123,1,999,0,nonexistent,35519
cellular,may,fri,48,2,999,0,nonexistent,37516
cellular,may,tue,13,5,999,0,nonexistent,33318
cellular,aug,wed,103,1,999,0,nonexistent,34950
telephone,may,thu,103,3,999,0,nonexistent,26336
cellular,sep,wed,177,1,999,0,nonexistent,8874
cellular,may,wed,236,1,6,2,success,40014
cellular,may,thu,198,1,999,1,failure,29481
cellular,jul,tue,405,2,999,0,nonexistent,5710
cellular,oct,wed,487,3,999,2,failure,39400
telephone,jul,fri,131,7,999,0,nonexistent,20490
telephone,jul,mon,416,8,999,0,nonexistent,39285
cellular,aug,fri,103,1,4,1,success,33653
cellular,aug,wed,340,2,999,0,nonexistent,38147
telephone,may,thu,370,1,999,0,nonexistent,27101
telephone,may,thu,80,1,999,0,nonexistent,17720
cellular,mar,tue,257,1,999,0,nonexistent,25951
cellular,may,wed,389,1,7,2,success,23904
telephone,may,fri,200,1,999,0,nonexistent,28937
cellular,nov,tue,163,2,999,1,failure,38128
cellular,may,fri,89,1,999,0,nonexistent,532
cellular,aug,thu,45,3,999,0,nonexistent,6065
cellular,aug,thu,433,3,999,0,nonexistent,11241
cellular,may,wed,141,2,999,0,nonexistent,2029
telephone,may,tue,152,1,999,0,nonexistent,30514
cellular,aug,wed,62,4,999,0,nonexistent,29739
cellular,aug,wed,135,7,999,0,nonexistent,40392
cellular,aug,mon,317,1,999,0,nonexistent,20749
cellular,jul,mon,279,11,999,0,nonexistent,3895
cellular,may,fri,41,1,999,1,failure,20344
cellular,jul,wed,233,3,999,0,nonexistent,24668
cellular,jul,mon,559,4,999,0,nonexistent,28145
telephone,jun,fri,10,14,999,0,nonexistent,36089
cellular,aug,thu,92,1,999,0,nonexistent,40463
cellular,mar,thu,131,4,999,0,nonexistent,7106
telephone,jun,wed,356,2,999,0,nonexistent,14924
telephone,jun,fri,188,7,999,0,nonexistent,36569
cellular,apr,mon,72,1,999,1,failure,34177
telephone,may,wed,117,2,999,0,nonexistent,16519
cellular,may,fri,144,4,999,0,nonexistent,26880
cellular,oct,fri,319,1,5,2,success,18483
cellular,aug,thu,83,1,999,0,nonexistent,29893
telephone,may,wed,167,1,999,0,nonexistent,13538
telephone,jun,wed,109,9,999,0,nonexistent,31596
telephone,jun,fri,307,1,999,0,nonexistent,34972
cellular,jul,thu,255,2,999,0,nonexistent,23263
cellular,nov,mon,288,2,999,0,nonexistent,29763
cellular,jul,thu,71,5,999,0,nonexistent,22146
telephone,may,mon,322,3,999,0,nonexistent,38250
telephone,nov,wed,669,1,999,0,nonexistent,5078
cellular,jul,mon,83,2,999,0,nonexistent,27481
telephone,may,mon,95,1,999,0,nonexistent,40299
telephone,jun,fri,485,3,999,0,nonexistent,20198
cellular,may,wed,161,1,999,0,nonexistent,31423
cellular,may,tue,163,1,999,0,nonexistent,33930
telephone,may,fri,217,2,999,0,nonexistent,3673
cellular,may,tue,243,1,999,1,failure,25304
cellular,apr,thu,532,1,999,0,nonexistent,36199
cellular,sep,fri,351,2,999,0,nonexistent,8801
telephone,jun,mon,223,2,999,0,nonexistent,40211
cellular,jul,wed,91,7,999,0,nonexistent,20728
cellular,may,wed,225,2,999,1,failure,783
cellular,oct,thu,116,1,17,1,success,952
telephone,jun,wed,638,1,999,0,nonexistent,36977
cellular,may,mon,557,1,999,0,nonexistent,14149
telephone,may,wed,221,1,999,0,nonexistent,9966
cellular,jul,mon,224,3,999,0,nonexistent,35114
cellular,aug,thu,396,3,999,0,nonexistent,34488
cellular,aug,tue,120,3,999,0,nonexistent,37581
cellular,may,fri,306,4,999,1,failure,40456
telephone,jun,thu,1141,6,999,0,nonexistent,29005
telephone,may,mon,396,2,999,0,nonexistent,10894
telephone,may,fri,224,2,999,0,nonexistent,34326
cellular,jul,mon,196,3,999,0,nonexistent,4530
telephone,may,mon,374,6,999,0,nonexistent,34498
cellular,may,mon,126,2,999,0,nonexistent,37156
cellular,nov,tue,636,1,999,0,nonexistent,31814
telephone,sep,mon,157,5,999,0,nonexistent,23424
telephone,may,fri,201,4,999,0,nonexistent,31961
cellular,apr,mon,372,2,999,0,nonexistent,10817
telephone,may,mon,83,1,999,0,nonexistent,549
cellular,nov,thu,260,1,999,0,nonexistent,11658
cellular,sep,fri,155,4,999,1,failure,33122
cellular,jul,fri,216,2,999,0,nonexistent,11121
telephone,jun,thu,122,2,999,0,nonexistent,17799
cellular,mar,thu,221,3,3,2,success,26362
telephone,may,fri,44,1,999,0,nonexistent,185
cellular,aug,mon,97,1,999,0,nonexistent,1959
cellular,may,fri,119,2,999,0,nonexistent,28116
cellular,aug,thu,339,3,999,0,nonexistent,8633
cellular,aug,mon,115,3,999,0,nonexistent,20708
telephone,jun,thu,446,1,999,0,nonexistent,2294
telephone,aug,mon,51,6,999,0,nonexistent,9774
cellular,may,mon,40,1,999,1,failure,10230
cellular,may,thu,487,2,999,0,nonexistent,3796
cellular,aug,thu,59,3,999,0,nonexistent,31851
cellular,jul,thu,131,8,999,0,nonexistent,9212
telephone,may,mon,211,1,999,0,nonexistent,13448
cellular,aug,tue,536,2,999,0,nonexistent,29487
cellular,apr,fri,1624,1,999,2,failure,32870
telephone,may,fri,37,1,999,0,nonexistent,20746
cellular,aug,wed,76,1,3,2,success,8704
telephone,may,mon,1042,1,999,0,nonexistent,10634
cellular,apr,thu,439,2,999,0,nonexistent,335
telephone,jun,wed,81,2,999,0,nonexistent,35264
cellular,aug,fri,263,1,999,0,nonexistent,40017
telephone,may,wed,339,1,999,0,nonexistent,14766
telephone,jun,thu,75,1,999,0,nonexistent,9543
cellular,nov,mon,125,1,999,0,nonexistent,21786
cellular,jun,thu,344,1,999,0,nonexistent,11844
cellular,may,mon,246,1,999,0,nonexistent,15532
cellular,nov,mon,185,2,999,0,nonexistent,35869
cellular,may,thu,161,1,999,1,failure,22346
telephone,jun,thu,124,2,999,0,nonexistent,12722
telephone,may,wed,133,4,999,0,nonexistent,21632
telephone,may,fri,254,1,999,0,nonexistent,19379
cellular,nov,tue,92,1,999,1,failure,4999
telephone,may,thu,132,2,999,0,nonexistent,22651
cellular,jul,tue,146,1,999,0,nonexistent,23823
cellular,jul,thu,72,1,999,0,nonexistent,32618
telephone,may,wed,35,1,999,0,nonexistent,9033
cellular,sep,mon,669,1,999,0,nonexistent,37523
cellular,may,wed,1074,4,999,1,failure,22100
cellular,nov,fri,43,1,999,1,failure,27657
telephone,jun,fri,473,2,999,0,nonexistent,32608
telephone,nov,tue,103,1,999,0,nonexistent,6164
cellular,aug,mon,138,2,999,0,nonexistent,19934
cellular,nov,tue,64,1,999,1,failure,33886
cellular,jul,mon,150,4,999,0,nonexistent,235
cellular,jul,thu,147,1,999,0,nonexistent,22564
cellular,may,mon,220,2,999,0,nonexistent,40310
cellular,may,wed,338,1,999,0,nonexistent,29531
cellular,nov,tue,102,1,999,0,nonexistent,25346
cellular,aug,mon,309,2,999,0,nonexistent,24835
cellular,nov,mon,1012,1,999,0,nonexistent,33978
telephone,may,wed,224,2,999,0,nonexistent,20638
cellular,jun,tue,482,2,999,0,nonexistent,8501
cellular,may,mon,1046,3,11,1,success,1605
telephone,may,wed,139,1,999,0,nonexistent,1339
cellular,sep,thu,404,1,6,3,success,14543
telephone,aug,fri,28,2,999,0,nonexistent,6199
telephone,jun,fri,89,1,999,0,nonexistent,6556
cellular,aug,fri,303,2,3,2,success,13304
cellular,sep,fri,732,1,999,0,nonexistent,24010
cellular,sep,wed,425,1,999,0,nonexistent,18458
telephone,may,mon,102,2,999,0,nonexistent,1476
cellular,may,wed,135,3,999,0,nonexistent,26060
telephone,may,wed,20,11,999,0,nonexistent,8440
cellular,jul,wed,96,8,999,0,nonexistent,12492
cellular,aug,wed,246,1,999,0,nonexistent,19602
telephone,may,thu,57,2,999,0,nonexistent,20824
cellular,nov,tue,70,1,999,0,nonexistent,40231
cellular,oct,tue,131,1,999,0,nonexistent,23491
telephone,jun,mon,351,6,999,0,nonexistent,3308
cellular,nov,tue,222,3,999,1,failure,9983
cellular,nov,tue,402,1,999,0,nonexistent,2091
telephone,may,tue,264,1,999,0,nonexistent,32734
telephone,may,wed,136,1,999,0,nonexistent,14690
cellular,may,tue,631,1,11,1,success,1997
cellular,may,thu,86,2,999,0,nonexistent,3334
telephone,may,wed,104,2,999,0,nonexistent,9526
cellular,may,thu,116,4,999,1,failure,32091
telephone,may,wed,22,6,999,0,nonexistent,36334
cellular,may,tue,76,2,999,1,failure,4668
cellular,mar,wed,262,2,999,0,nonexistent,24280
cellular,aug,thu,276,1,999,0,nonexistent,36223
cellular,may,thu,1046,1,999,0,nonexistent,22665
telephone,may,fri,83,2,999,0,nonexistent,21966
cellular,may,wed,50,1,999,0,nonexistent,7406
cellular,may,tue,377,1,999,1,failure,16771
telephone,may,wed,90,1,999,0,nonexistent,34867
telephone,may,mon,503,2,999,0,nonexistent,5692
telephone,may,tue,753,6,999,0,nonexistent,8454
cellular,jul,fri,104,1,999,0,nonexistent,37191
telephone,may,mon,358,3,999,0,nonexistent,5905
cellular,nov,tue,588,1,999,1,failure,20338
cellular,apr,mon,194,1,999,0,nonexistent,33494
cellular,may,tue,145,1,999,1,failure,36725
telephone,may,mon,169,4,999,0,nonexistent,27900
telephone,jun,wed,339,2,999,0,nonexistent,1319
cellular,may,tue,96,6,999,1,failure,14704
cellular,aug,fri,124,1,999,0,nonexistent,15566
cellular,apr,fri,599,2,999,0,nonexistent,21561
cellular,oct,thu,262,3,999,0,nonexistent,41082
cellular,aug,thu,112,1,999,0,nonexistent,5227
telephone,jun,mon,247,2,999,0,nonexistent,6374
telephone,jun,fri,92,3,999,0,nonexistent,20859
cellular,aug,thu,276,3,999,0,nonexistent,17745
cellular,nov,mon,53,2,999,1,failure,39079
cellular,nov,wed,231,2,999,0,nonexistent,32498
cellular,aug,wed,281,4,999,0,nonexistent,7674
telephone,may,fri,110,4,999,0,nonexistent,6776
cellular,may,wed,427,1,999,0,nonexistent,10936
cellular,mar,mon,198,2,999,2,failure,5740
telephone,may,thu,102,2,999,0,nonexistent,40648
cellular,apr,fri,370,1,999,0,nonexistent,27577
cellular,aug,mon,179,2,999,0,nonexistent,40658
telephone,jul,thu,50,6,999,0,nonexistent,18859
cellular,may,fri,136,3,999,1,failure,38628
cellular,mar,wed,355,1,13,2,failure,33071
cellular,apr,thu,258,1,2,2,success,1958
cellular,jul,thu,169,2,6,2,success,26681
cellular,jul,mon,556,1,999,0,nonexistent,8450
cellular,jul,mon,38,3,999,0,nonexistent,26571
telephone,jun,wed,112,4,999,0,nonexistent,312
telephone,jun,thu,105,1,999,0,nonexistent,27474
cellular,nov,mon,235,4,999,0,nonexistent,25240
telephone,may,fri,156,2,999,0,nonexistent,15403
cellular,jun,tue,310,1,999,0,nonexistent,9963
telephone,jun,thu,111,3,999,0,nonexistent,31863
telephone,jun,tue,194,2,999,0,nonexistent,40545
cellular,jul,wed,481,3,999,0,nonexistent,14127
telephone,jun,wed,476,1,999,0,nonexistent,23273
cellular,oct,tue,189,2,999,0,nonexistent,32931
telephone,jul,wed,208,2,999,0,nonexistent,3903
cellular,sep,mon,99,1,999,0,nonexistent,35914
telephone,jul,thu,443,4,999,0,nonexistent,2454
telephone,may,tue,473,1,999,0,nonexistent,28793
cellular,may,tue,23,6,999,1,failure,5889
cellular,jul,wed,173,2,999,0,nonexistent,37545
cellular,aug,wed,150,3,999,0,nonexistent,31432
cellular,dec,mon,164,1,999,0,nonexistent,38400
telephone,dec,mon,824,1,6,2,success,19810
cellular,jun,thu,1207,4,999,1,failure,16568
cellular,aug,fri,156,1,999,0,nonexistent,30375
cellular,nov,wed,62,1,999,0,nonexistent,37378
cellular,jul,mon,194,2,999,0,nonexistent,39097
cellular,jul,tue,125,12,999,0,nonexistent,39607
cellular,nov,mon,555,1,999,0,nonexistent,1937
cellular,jul,wed,74,5,999,0,nonexistent,37182
cellular,jul,mon,174,3,999,0,nonexistent,20832
cellular,jul,mon,367,2,999,0,nonexistent,16082
cellular,nov,thu,758,1,999,0,nonexistent,12392
cellular,aug,tue,166,1,999,0,nonexistent,2119
telephone,may,wed,396,1,999,0,nonexistent,4095
telephone,may,tue,64,1,999,0,nonexistent,13622
telephone,jun,tue,43,1,999,0,nonexistent,21091
telephone,may,tue,27,2,999,0,nonexistent,25742
cellular,nov,wed,374,2,999,0,nonexistent,17169
telephone,may,fri,150,2,999,0,nonexistent,24027
telephone,may,mon,267,1,999,1,failure,21431
cellular,aug,wed,414,1,999,0,nonexistent,1939
telephone,jun,fri,355,4,999,0,nonexistent,38645
cellular,aug,mon,75,7,999,0,nonexistent,8701
cellular,jul,tue,60,3,999,0,nonexistent,14025
cellular,oct,fri,141,1,7,2,failure,39291
telephone,may,tue,160,1,999,0,nonexistent,24215
cellular,may,mon,754,2,3,2,failure,39208
telephone,may,fri,198,1,999,0,nonexistent,829
telephone,may,thu,364,4,999,0,nonexistent,17999
telephone,jun,wed,127,1,999,0,nonexistent,12897
telephone,jul,mon,182,12,999,0,nonexistent,9749
telephone,may,fri,147,1,999,0,nonexistent,24097
cellular,may,tue,106,1,999,0,nonexistent,24870
cellular,jul,wed,391,1,999,0,nonexistent,13478
cellular,may,fri,296,2,999,0,nonexistent,623
cellular,nov,mon,205,2,999,0,nonexistent,38254
cellular,nov,wed,70,4,999,0,nonexistent,38567
telephone,jun,mon,83,1,999,0,nonexistent,32019
cellular,aug,thu,89,4,999,0,nonexistent,10637
cellular,nov,wed,97,1,999,0,nonexistent,34583
cellular,may,fri,306,1,999,0,nonexistent,34557
telephone,may,tue,145,2,999,0,nonexistent,24869
telephone,jul,fri,742,1,999,0,nonexistent,31056
cellular,jul,fri,159,1,999,0,nonexistent,33773
cellular,jun,tue,544,1,999,0,nonexistent,11782
cellular,jun,wed,343,1,999,0,nonexistent,36395
cellular,aug,mon,82,1,999,0,nonexistent,5123
telephone,may,mon,1467,1,999,0,nonexistent,15981
cellular,apr,mon,19,5,999,0,nonexistent,33023
cellular,nov,wed,1015,1,999,0,nonexistent,23775
cellular,nov,mon,130,1,999,1,failure,19073
telephone,jun,mon,75,5,999,0,nonexistent,19799
telephone,nov,mon,56,1,999,0,nonexistent,5082
telephone,jun,wed,371,2,999,0,nonexistent,30403
cellular,jul,thu,171,1,999,0,nonexistent,9170
cellular,aug,mon,145,1,999,0,nonexistent,31160
cellular,may,mon,133,2,999,1,failure,16952
cellular,may,tue,122,2,999,1,failure,27876
cellular,aug,thu,415,2,999,0,nonexistent,33958
telephone,may,thu,689,2,999,0,nonexistent,35182
telephone,may,tue,162,1,999,0,nonexistent,11494
cellular,nov,wed,248,1,999,0,nonexistent,40201
telephone,may,wed,228,9,999,0,nonexistent,12301
cellular,may,wed,299,2,999,1,failure,23599
cellular,jul,tue,361,1,999,0,nonexistent,25568
telephone,jul,wed,242,4,999,0,nonexistent,9049
telephone,may,fri,206,2,999,0,nonexistent,719
cellular,jul,thu,90,9,999,0,nonexistent,27039
telephone,may,thu,644,1,999,0,nonexistent,15256
cellular,jul,mon,47,2,999,0,nonexistent,18691
cellular,jul,tue,259,1,999,0,nonexistent,12415
cellular,nov,thu,1058,1,999,0,nonexistent,11402
cellular,jul,thu,91,10,999,0,nonexistent,5183
telephone,jul,mon,317,8,999,0,nonexistent,17978
cellular,jul,tue,246,1,999,0,nonexistent,3887
cellular,apr,tue,505,1,999,0,nonexistent,9531
telephone,jul,tue,265,4,999,0,nonexistent,39551
telephone,jun,mon,136,8,999,0,nonexistent,29259
cellular,may,fri,311,1,999,1,failure,28400
cellular,apr,mon,63,2,999,0,nonexistent,32135
telephone,may,thu,294,2,999,0,nonexistent,40
telephone,may,tue,88,5,999,0,nonexistent,17563
cellular,jul,wed,729,2,999,0,nonexistent,38969
cellular,nov,tue,467,1,999,0,nonexistent,23970
cellular,jul,mon,318,7,999,0,nonexistent,15674
cellular,nov,fri,347,1,999,1,failure,25134
cellular,mar,fri,607,2,999,0,nonexistent,30007
cellular,nov,tue,1855,1,999,0,nonexistent,3482
telephone,aug,thu,688,6,999,0,nonexistent,21094
