contact,month,day_of_week,campaign,pdays,previous,poutcome,id
cellular,jul,thu,2,3,0,nonexistent,16515
telephone,may,fri,3,999,0,nonexistent,8480
telephone,jul,mon,3,999,0,nonexistent,3714
cellular,nov,wed,3,999,0,nonexistent,38013
cellular,nov,tue,1,999,0,nonexistent,3106
telephone,jun,tue,3,999,0,nonexistent,9315
cellular,may,mon,5,3,0,nonexistent,40835
cellular,aug,thu,5,999,0,nonexistent,22537
cellular,nov,tue,1,999,1,failure,21128
telephone,may,fri,2,999,0,nonexistent,10507
cellular,jul,wed,3,999,0,nonexistent,3652
telephone,may,thu,3,999,1,failure,12424
telephone,may,thu,1,999,1,failure,2863
cellular,jul,tue,5,999,0,nonexistent,17284
cellular,aug,thu,2,999,0,nonexistent,30328
telephone,may,wed,1,999,1,failure,6131
telephone,may,mon,2,999,1,failure,34525
cellular,aug,mon,4,999,0,nonexistent,21031
cellular,may,wed,1,999,0,nonexistent,28059
telephone,jul,tue,3,999,0,nonexistent,33355
telephone,oct,tue,1,999,1,failure,2420
telephone,may,thu,1,999,0,nonexistent,12824
cellular,may,wed,1,999,0,nonexistent,40367
telephone,jun,fri,12,999,0,nonexistent,11538
cellular,aug,tue,1,999,1,failure,37823
telephone,may,fri,2,999,0,nonexistent,10633
telephone,jun,fri,2,999,0,nonexistent,39585
telephone,jun,mon,2,999,0,nonexistent,6813
cellular,may,tue,6,999,0,nonexistent,18926
telephone,jul,wed,4,999,0,nonexistent,883
cellular,aug,mon,10,999,0,nonexistent,16198
cellular,jul,tue,3,999,0,nonexistent,11930
telephone,may,thu,2,999,0,nonexistent,2187
telephone,apr,thu,1,999,0,nonexistent,32432
telephone,jun,fri,7,999,0,nonexistent,356
cellular,aug,thu,3,999,1,failure,39356
cellular,jul,wed,1,13,1,success,552
cellular,nov,tue,1,999,0,nonexistent,11458
telephone,jun,mon,2,999,1,failure,14567
telephone,apr,fri,4,999,0,nonexistent,633
cellular,jul,wed,1,999,0,nonexistent,13311
cellular,aug,thu,1,999,0,nonexistent,22807
cellular,aug,mon,2,999,0,nonexistent,5147
telephone,may,fri,6,999,0,nonexistent,1305
telephone,sep,wed,3,3,0,nonexistent,21389
cellular,aug,wed,2,999,0,nonexistent,32068
cellular,nov,mon,1,999,1,failure,32282
telephone,jun,mon,2,999,1,failure,40066
telephone,jul,thu,1,999,0,nonexistent,1940
cellular,jul,wed,1,999,0,nonexistent,40896
telephone,jun,wed,1,999,0,nonexistent,36416
cellular,may,wed,2,7,0,nonexistent,8901
cellular,may,tue,3,999,0,nonexistent,3625
telephone,jul,mon,16,999,0,nonexistent,35066
telephone,may,wed,1,999,0,nonexistent,9369
telephone,may,mon,9,999,1,failure,17519
cellular,aug,thu,3,999,0,nonexistent,35874
cellular,aug,mon,1,999,0,nonexistent,25041
cellular,jul,mon,2,999,1,failure,33045
telephone,may,thu,2,999,1,failure,22125
telephone,may,wed,2,999,0,nonexistent,20160
cellular,sep,wed,1,6,0,nonexistent,169
telephone,may,wed,2,999,0,nonexistent,15526
telephone,jun,wed,1,999,0,nonexistent,25347
cellular,nov,wed,1,999,0,nonexistent,14367
telephone,may,wed,4,999,1,failure,15936
cellular,aug,tue,2,999,1,success,10293
cellular,may,wed,1,999,0,nonexistent,4077
telephone,may,mon,1,999,0,nonexistent,38563
cellular,may,fri,3,999,0,nonexistent,16966
cellular,nov,mon,1,999,0,nonexistent,21818
cellular,jul,mon,4,999,0,nonexistent,21740
cellular,jun,fri,1,7,0,nonexistent,6465
cellular,aug,fri,1,999,1,failure,6331
cellular,aug,mon,3,999,0,nonexistent,6134
cellular,jul,mon,2,999,0,nonexistent,3851
telephone,jun,fri,5,999,0,nonexistent,31649
cellular,nov,thu,1,999,0,nonexistent,33855
cellular,oct,thu,2,999,1,success,13535
telephone,may,tue,1,999,0,nonexistent,33529
telephone,may,tue,3,999,0,nonexistent,5569
telephone,may,tue,2,999,0,nonexistent,22439
cellular,may,fri,1,999,1,failure,37276
telephone,may,mon,1,999,0,nonexistent,40444
cellular,jul,fri,2,999,0,nonexistent,5687
cellular,mar,thu,1,999,0,nonexistent,38769
cellular,aug,fri,1,999,0,nonexistent,35807
cellular,jul,thu,3,999,1,success,15817
telephone,jun,mon,1,999,0,nonexistent,16785
telephone,jun,wed,2,999,1,failure,4705
telephone,may,fri,2,999,1,failure,15568
cellular,jul,thu,1,999,0,nonexistent,16946
telephone,may,wed,1,999,0,nonexistent,21015
cellular,jul,thu,1,999,0,nonexistent,19392
telephone,may,wed,1,999,0,nonexistent,14148
telephone,jun,thu,2,999,1,failure,7286
cellular,aug,thu,2,999,0,nonexistent,32946
cellular,aug,mon,2,999,0,nonexistent,8294
telephone,may,tue,1,999,0,nonexistent,18786
cellular,nov,wed,1,999,0,nonexistent,28290
cellular,jun,fri,6,12,0,nonexistent,22871
telephone,may,wed,4,999,0,nonexistent,39576
telephone,jun,fri,1,999,0,nonexistent,37300
cellular,nov,thu,5,999,0,nonexistent,18653
cellular,jul,mon,3,999,0,nonexistent,3091
telephone,jun,thu,1,999,0,nonexistent,26258
cellular,aug,wed,1,1,0,nonexistent,33661
cellular,may,mon,2,999,0,nonexistent,734
cellular,apr,thu,2,999,0,nonexistent,23093
cellular,nov,tue,2,999,1,failure,36797
cellular,jul,thu,2,999,0,nonexistent,9537
telephone,may,thu,1,999,0,nonexistent,6088
telephone,jun,thu,2,999,1,failure,11000
cellular,nov,thu,1,999,0,nonexistent,12822
cellular,aug,tue,1,999,0,nonexistent,14401
telephone,mar,wed,1,999,1,failure,34048
telephone,may,tue,2,999,0,nonexistent,2966
cellular,aug,fri,4,999,0,nonexistent,4884
cellular,mar,fri,1,999,0,nonexistent,36680
cellular,nov,tue,1,999,0,nonexistent,28264
telephone,jul,tue,1,999,0,nonexistent,14688
cellular,nov,mon,2,999,0,nonexistent,9731
telephone,may,fri,3,999,0,nonexistent,25589
cellular,jul,fri,2,999,0,nonexistent,39440
telephone,jul,mon,2,999,0,nonexistent,29445
telephone,may,wed,2,999,0,nonexistent,23810
cellular,aug,wed,1,999,0,nonexistent,12710
telephone,may,wed,1,999,0,nonexistent,41030
telephone,may,mon,1,999,0,nonexistent,26287
telephone,may,fri,1,999,0,nonexistent,31337
telephone,may,tue,5,999,1,failure,26540
telephone,jun,mon,4,999,0,nonexistent,21658
cellular,may,fri,7,999,0,nonexistent,28981
cellular,nov,tue,2,999,0,nonexistent,4117
telephone,may,mon,1,999,0,nonexistent,14745
cellular,nov,fri,5,999,0,nonexistent,21860
cellular,may,thu,1,999,1,failure,12615
cellular,nov,mon,3,999,0,nonexistent,2547
telephone,jun,wed,1,999,1,failure,34194
telephone,may,fri,6,999,0,nonexistent,8996
cellular,may,mon,1,999,0,nonexistent,21143
telephone,jun,mon,1,999,0,nonexistent,24645
telephone,may,mon,3,999,0,nonexistent,983
cellular,apr,thu,2,999,0,nonexistent,455
cellular,aug,mon,2,999,0,nonexistent,969
cellular,nov,thu,1,999,1,failure,7676
cellular,aug,mon,1,999,0,nonexistent,5244
cellular,nov,wed,4,999,1,success,2205
cellular,jul,mon,2,999,0,nonexistent,23253
telephone,may,mon,2,999,0,nonexistent,19803
telephone,may,fri,9,999,0,nonexistent,11394
telephone,jun,mon,2,999,0,nonexistent,20360
telephone,may,fri,1,999,1,failure,23314
cellular,apr,mon,1,999,0,nonexistent,34637
telephone,jun,fri,3,999,0,nonexistent,35224
cellular,nov,tue,3,999,1,failure,32247
cellular,aug,mon,1,999,0,nonexistent,22737
cellular,aug,mon,3,999,0,nonexistent,33870
cellular,jul,tue,5,999,0,nonexistent,6999
cellular,nov,wed,1,999,0,nonexistent,1853
cellular,may,fri,1,999,1,failure,37130
telephone,may,fri,4,999,0,nonexistent,37776
cellular,may,mon,1,999,0,nonexistent,9367
cellular,aug,wed,3,999,0,nonexistent,7946
cellular,nov,mon,2,999,0,nonexistent,22024
cellular,may,thu,1,999,0,nonexistent,5255
cellular,may,tue,2,999,0,nonexistent,40742
telephone,may,wed,1,999,1,failure,30920
cellular,nov,tue,2,999,0,nonexistent,14630
telephone,may,tue,1,999,0,nonexistent,34808
cellular,jul,thu,1,999,0,nonexistent,21341
telephone,may,mon,1,999,1,failure,11326
cellular,jun,thu,2,999,1,failure,27883
cellular,nov,wed,1,999,0,nonexistent,18165
cellular,aug,thu,2,999,0,nonexistent,31001
cellular,aug,thu,3,999,0,nonexistent,12725
telephone,may,mon,3,999,0,nonexistent,38333
telephone,sep,fri,1,999,0,nonexistent,7908
telephone,may,mon,3,999,0,nonexistent,4221
cellular,jul,tue,1,999,0,nonexistent,13861
telephone,jun,mon,3,999,0,nonexistent,8519
cellular,jul,tue,1,999,0,nonexistent,9847
cellular,may,thu,1,999,0,nonexistent,9957
cellular,aug,fri,6,999,0,nonexistent,957
telephone,jul,thu,6,999,0,nonexistent,9052
telephone,may,mon,3,999,0,nonexistent,34784
cellular,may,mon,2,999,0,nonexistent,28428
cellular,jul,thu,15,999,0,nonexistent,34953
telephone,may,mon,3,999,0,nonexistent,17534
cellular,may,mon,3,12,0,nonexistent,37222
cellular,oct,thu,1,999,1,failure,9639
telephone,jun,fri,3,999,0,nonexistent,10260
telephone,jul,fri,1,999,0,nonexistent,16516
telephone,may,mon,2,999,0,nonexistent,31836
cellular,may,mon,2,999,1,success,27056
telephone,may,tue,1,999,1,failure,26154
cellular,may,fri,1,999,0,nonexistent,3488
telephone,may,thu,1,999,0,nonexistent,39782
cellular,dec,wed,1,999,0,nonexistent,27613
telephone,may,wed,1,999,0,nonexistent,32963
telephone,may,mon,1,999,1,failure,13827
cellular,jul,tue,20,999,0,nonexistent,23631
cellular,jul,thu,29,999,0,nonexistent,21460
cellular,may,fri,4,999,0,nonexistent,4042
telephone,may,wed,3,999,0,nonexistent,13507
cellular,may,mon,4,999,0,nonexistent,39740
cellular,nov,wed,1,999,0,nonexistent,24467
cellular,jun,mon,1,999,0,nonexistent,8499
telephone,jun,fri,19,999,0,nonexistent,12300
cellular,aug,fri,1,999,0,nonexistent,31997
cellular,sep,tue,2,999,0,nonexistent,27370
telephone,jun,mon,3,999,0,nonexistent,4357
telephone,jun,thu,2,999,0,nonexistent,26245
cellular,aug,wed,5,999,0,nonexistent,12886
telephone,may,wed,1,999,0,nonexistent,29946
cellular,aug,fri,1,999,0,nonexistent,6744
cellular,nov,tue,1,999,0,nonexistent,17080
telephone,aug,thu,1,999,0,nonexistent,10250
telephone,sep,mon,1,999,1,failure,32605
cellular,jul,fri,2,999,1,success,1460
cellular,apr,fri,3,999,0,nonexistent,13125
telephone,jun,wed,3,999,1,failure,27057
telephone,may,thu,1,999,0,nonexistent,32531
telephone,may,wed,3,999,1,failure,23006
cellular,aug,thu,1,999,1,success,41014
telephone,jun,mon,4,999,1,failure,40183
cellular,jul,tue,4,999,0,nonexistent,18683
telephone,may,wed,1,999,0,nonexistent,36113
cellular,may,tue,3,999,1,failure,5767
cellular,may,wed,1,999,0,nonexistent,33324
cellular,aug,fri,3,999,0,nonexistent,2965
cellular,aug,thu,1,999,0,nonexistent,18242
cellular,may,fri,1,999,0,nonexistent,12863
cellular,aug,tue,2,999,1,failure,18164
cellular,may,mon,1,999,0,nonexistent,4297
cellular,may,tue,3,999,1,failure,17170
cellular,jul,mon,2,999,0,nonexistent,6049
telephone,may,fri,2,999,0,nonexistent,27005
cellular,aug,wed,4,999,1,failure,35822
cellular,may,thu,1,3,0,nonexistent,21653
telephone,jun,mon,3,999,1,failure,26859
cellular,nov,mon,2,999,0,nonexistent,37105
cellular,jun,wed,2,999,1,success,39244
cellular,nov,fri,1,999,0,nonexistent,9121
cellular,sep,tue,1,999,0,nonexistent,35685
cellular,nov,mon,1,999,0,nonexistent,4958
cellular,apr,fri,1,999,0,nonexistent,18437
cellular,may,tue,4,999,0,nonexistent,30242
cellular,dec,tue,2,999,0,nonexistent,18445
cellular,may,wed,2,3,0,nonexistent,30088
cellular,may,mon,1,999,0,nonexistent,26974
telephone,may,mon,13,999,0,nonexistent,29285
cellular,nov,fri,1,999,0,nonexistent,22426
telephone,jun,thu,3,999,1,failure,10397
cellular,jul,thu,1,999,0,nonexistent,27870
telephone,may,tue,3,999,1,failure,1610
cellular,dec,wed,1,999,0,nonexistent,11254
cellular,nov,thu,3,999,0,nonexistent,5779
cellular,aug,wed,2,6,0,nonexistent,2767
telephone,may,wed,1,999,0,nonexistent,13833
cellular,jul,tue,5,999,0,nonexistent,38708
telephone,jul,thu,1,999,0,nonexistent,29403
cellular,jul,thu,4,999,0,nonexistent,10376
telephone,jun,fri,3,999,0,nonexistent,2558
telephone,jun,thu,1,999,0,nonexistent,10815
cellular,nov,thu,1,999,0,nonexistent,996
telephone,jun,mon,2,999,0,nonexistent,5248
cellular,apr,mon,1,999,0,nonexistent,14546
cellular,apr,fri,2,999,1,failure,11111
cellular,jul,wed,9,999,1,failure,26448
cellular,apr,fri,1,999,0,nonexistent,550
cellular,aug,wed,2,999,0,nonexistent,10768
telephone,may,tue,2,999,0,nonexistent,26928
cellular,aug,wed,1,999,0,nonexistent,28650
cellular,aug,tue,1,999,0,nonexistent,38892
cellular,may,fri,1,999,1,failure,13667
telephone,may,wed,1,999,0,nonexistent,37719
telephone,may,thu,3,999,0,nonexistent,9146
cellular,dec,thu,1,6,0,nonexistent,39116
cellular,apr,fri,1,999,0,nonexistent,28909
cellular,aug,fri,4,999,1,failure,32546
telephone,jun,mon,3,999,0,nonexistent,17120
telephone,may,thu,1,999,0,nonexistent,36006
cellular,aug,thu,1,999,0,nonexistent,14501
cellular,may,tue,4,999,0,nonexistent,40918
cellular,jul,wed,1,999,0,nonexistent,12417
cellular,may,mon,1,999,0,nonexistent,9725
cellular,may,thu,2,999,1,failure,6524
telephone,may,thu,3,999,1,failure,36116
telephone,jun,thu,2,999,0,nonexistent,2262
telephone,aug,thu,1,999,0,nonexistent,21976
telephone,jul,wed,3,999,0,nonexistent,20085
cellular,jul,wed,2,999,0,nonexistent,28055
telephone,apr,tue,1,999,0,nonexistent,13539
cellular,jul,thu,8,999,0,nonexistent,10370
cellular,may,wed,3,999,0,nonexistent,9239
telephone,jun,wed,2,999,0,nonexistent,35006
cellular,may,thu,1,999,1,failure,38327
telephone,jun,tue,3,999,0,nonexistent,21767
cellular,aug,fri,4,999,0,nonexistent,35859
telephone,jun,tue,2,999,0,nonexistent,33453
cellular,aug,wed,3,999,0,nonexistent,18360
cellular,may,wed,1,999,0,nonexistent,35
cellular,aug,tue,3,999,0,nonexistent,24053
cellular,jul,fri,2,999,0,nonexistent,5189
cellular,aug,thu,3,999,0,nonexistent,40203
cellular,jul,thu,13,999,1,failure,22622
cellular,may,mon,2,999,0,nonexistent,29624
cellular,jul,mon,6,999,0,nonexistent,38706
cellular,jul,tue,1,999,0,nonexistent,24336
cellular,aug,tue,3,999,0,nonexistent,4892
telephone,may,fri,2,999,1,success,16537
cellular,jul,mon,3,999,0,nonexistent,32368
cellular,apr,mon,3,999,0,nonexistent,15655
cellular,may,thu,2,999,1,failure,38376
cellular,aug,wed,2,999,0,nonexistent,11034
cellular,apr,thu,1,999,0,nonexistent,33592
cellular,apr,thu,1,999,0,nonexistent,35397
telephone,may,tue,1,999,0,nonexistent,39927
cellular,jun,wed,1,999,1,failure,37287
cellular,aug,wed,1,999,1,failure,26327
telephone,may,thu,3,999,0,nonexistent,15904
cellular,aug,tue,3,999,0,nonexistent,25488
cellular,jul,wed,5,999,0,nonexistent,27559
cellular,may,thu,2,999,0,nonexistent,36058
cellular,aug,mon,2,999,0,nonexistent,38149
telephone,jul,thu,2,999,0,nonexistent,23811
cellular,aug,wed,4,999,0,nonexistent,36237
cellular,apr,mon,3,999,0,nonexistent,28516
telephone,aug,thu,1,999,0,nonexistent,8269
cellular,aug,mon,1,999,0,nonexistent,39499
cellular,aug,tue,3,999,0,nonexistent,33152
cellular,nov,mon,1,999,0,nonexistent,31758
telephone,jun,mon,1,999,0,nonexistent,16790
telephone,jun,mon,2,999,1,failure,32299
cellular,aug,tue,1,999,0,nonexistent,27575
telephone,jul,thu,1,999,0,nonexistent,15687
cellular,jul,thu,1,999,0,nonexistent,27014
cellular,aug,fri,2,999,0,nonexistent,34869
cellular,mar,thu,1,999,0,nonexistent,35884
telephone,may,fri,2,999,0,nonexistent,30505
cellular,may,wed,2,999,1,failure,4944
telephone,jun,tue,1,999,0,nonexistent,26535
telephone,may,tue,2,999,0,nonexistent,25035
cellular,may,thu,2,999,0,nonexistent,29810
telephone,may,tue,1,999,0,nonexistent,34690
cellular,nov,tue,3,999,0,nonexistent,33791
telephone,jun,thu,1,999,0,nonexistent,18960
cellular,nov,wed,1,999,0,nonexistent,26220
telephone,may,fri,3,999,0,nonexistent,28794
telephone,may,fri,4,999,0,nonexistent,34216
telephone,may,mon,9,999,0,nonexistent,5683
cellular,may,wed,3,999,0,nonexistent,35877
telephone,nov,mon,1,999,0,nonexistent,14473
cellular,aug,tue,1,999,0,nonexistent,17977
cellular,apr,mon,1,999,0,nonexistent,19781
telephone,jul,wed,1,999,0,nonexistent,38529
cellular,nov,fri,2,999,0,nonexistent,871
cellular,aug,thu,1,999,0,nonexistent,26864
cellular,oct,thu,1,6,0,nonexistent,4981
cellular,nov,fri,3,999,0,nonexistent,18209
telephone,jul,wed,3,999,0,nonexistent,25580
cellular,may,fri,4,999,1,failure,19678
cellular,jun,mon,1,999,0,nonexistent,6885
cellular,apr,thu,2,999,0,nonexistent,30682
cellular,jul,mon,2,999,0,nonexistent,27109
cellular,jul,fri,7,999,0,nonexistent,35147
cellular,jun,mon,3,999,0,nonexistent,18874
cellular,nov,mon,2,999,0,nonexistent,12470
cellular,may,wed,1,999,0,nonexistent,38577
telephone,jun,fri,12,999,1,success,15638
cellular,nov,wed,7,999,0,nonexistent,16044
telephone,may,tue,1,999,0,nonexistent,24793
cellular,nov,wed,4,999,1,failure,6550
cellular,aug,thu,2,999,1,failure,4039
cellular,jul,tue,5,999,0,nonexistent,11307
cellular,jul,tue,1,999,0,nonexistent,5071
cellular,aug,thu,1,999,0,nonexistent,33843
telephone,jul,tue,2,999,1,failure,23087
telephone,nov,fri,4,999,0,nonexistent,7349
telephone,may,fri,6,999,0,nonexistent,29208
telephone,may,tue,1,999,0,nonexistent,5649
cellular,aug,mon,3,999,0,nonexistent,11289
cellular,apr,fri,1,999,0,nonexistent,39422
cellular,aug,thu,5,999,0,nonexistent,9974
telephone,may,tue,9,999,0,nonexistent,27629
telephone,may,fri,2,999,0,nonexistent,5983
cellular,dec,thu,1,999,0,nonexistent,30225
cellular,nov,tue,2,999,0,nonexistent,25190
cellular,aug,thu,3,999,0,nonexistent,1795
telephone,may,fri,2,999,1,failure,36145
cellular,may,wed,1,999,0,nonexistent,7667
telephone,may,fri,1,999,0,nonexistent,9139
cellular,aug,thu,2,999,0,nonexistent,22690
cellular,jul,mon,4,999,0,nonexistent,36525
cellular,jul,thu,1,999,0,nonexistent,7139
telephone,may,fri,1,999,0,nonexistent,17451
telephone,jun,fri,4,999,0,nonexistent,6792
cellular,jun,thu,2,999,0,nonexistent,1812
cellular,jul,thu,2,999,0,nonexistent,19653
telephone,may,wed,1,999,0,nonexistent,9037
cellular,jun,thu,1,999,1,failure,34977
telephone,may,wed,2,999,1,failure,857
telephone,jun,mon,1,999,0,nonexistent,31348
cellular,aug,thu,2,3,0,nonexistent,21961
telephone,may,tue,2,999,0,nonexistent,24646
cellular,may,wed,3,999,0,nonexistent,35728
telephone,nov,tue,4,999,0,nonexistent,26538
cellular,oct,wed,1,6,0,nonexistent,23856
telephone,jun,wed,1,999,1,failure,40308
cellular,aug,tue,1,999,0,nonexistent,11871
telephone,may,mon,1,999,0,nonexistent,987
telephone,oct,fri,1,999,1,failure,33598
cellular,may,wed,1,999,0,nonexistent,19659
cellular,apr,tue,3,999,1,failure,9949
cellular,jul,wed,1,999,0,nonexistent,14366
cellular,jul,mon,3,999,0,nonexistent,2704
cellular,jul,thu,5,999,0,nonexistent,9472
telephone,may,wed,2,999,0,nonexistent,29230
cellular,jul,thu,1,999,0,nonexistent,38102
cellular,aug,tue,2,6,0,nonexistent,15661
cellular,aug,tue,4,999,0,nonexistent,35838
telephone,may,fri,3,999,0,nonexistent,11183
telephone,nov,mon,1,999,0,nonexistent,32626
cellular,aug,mon,3,999,0,nonexistent,29246
telephone,may,wed,4,999,0,nonexistent,11727
cellular,may,mon,1,3,0,nonexistent,21803
telephone,apr,fri,4,999,0,nonexistent,28258
telephone,may,wed,3,999,0,nonexistent,1400
telephone,jul,mon,1,999,1,success,38470
cellular,apr,thu,2,999,0,nonexistent,14808
cellular,aug,thu,1,999,0,nonexistent,14906
cellular,jul,wed,4,999,0,nonexistent,36158
cellular,aug,wed,1,999,0,nonexistent,17249
telephone,may,fri,3,999,0,nonexistent,22845
cellular,may,wed,3,999,0,nonexistent,904
cellular,jul,mon,4,999,0,nonexistent,19322
cellular,nov,mon,1,999,0,nonexistent,20172
telephone,jul,tue,1,12,1,failure,6003
telephone,may,tue,1,999,0,nonexistent,37124
telephone,may,wed,11,999,0,nonexistent,9182
cellular,nov,thu,2,999,0,nonexistent,38772
cellular,may,tue,2,999,1,failure,32319
telephone,jun,tue,5,999,1,failure,17189
cellular,aug,fri,1,999,1,failure,38322
cellular,apr,mon,1,999,0,nonexistent,23517
cellular,nov,mon,2,999,0,nonexistent,37687
cellular,aug,tue,1,999,1,failure,34699
telephone,jun,fri,1,999,0,nonexistent,5466
cellular,aug,tue,1,999,0,nonexistent,121
telephone,may,wed,5,999,0,nonexistent,17387
telephone,may,tue,1,999,0,nonexistent,39485
cellular,aug,thu,3,999,0,nonexistent,10017
cellular,nov,thu,1,999,0,nonexistent,36672
cellular,aug,mon,2,999,0,nonexistent,34276
cellular,jul,fri,2,999,0,nonexistent,27018
cellular,nov,fri,3,999,1,failure,19277
cellular,may,mon,1,999,0,nonexistent,15423
cellular,may,tue,4,999,0,nonexistent,10523
telephone,jun,fri,4,999,0,nonexistent,6357
cellular,jul,mon,2,999,0,nonexistent,26532
telephone,may,wed,1,999,0,nonexistent,14162
cellular,jul,thu,1,999,0,nonexistent,2622
cellular,nov,thu,3,999,0,nonexistent,15161
telephone,jun,fri,4,999,0,nonexistent,26734
telephone,may,wed,3,999,1,failure,24434
telephone,may,mon,1,999,0,nonexistent,6693
cellular,jul,wed,1,999,0,nonexistent,32568
cellular,apr,fri,1,999,0,nonexistent,17817
cellular,aug,wed,2,999,0,nonexistent,18919
telephone,jun,wed,3,999,0,nonexistent,35242
cellular,nov,fri,2,999,0,nonexistent,40765
telephone,jul,mon,8,999,0,nonexistent,11473
cellular,may,tue,1,999,0,nonexistent,13952
cellular,aug,thu,7,999,0,nonexistent,9584
cellular,aug,wed,1,999,0,nonexistent,17681
cellular,jul,tue,1,999,0,nonexistent,12691
cellular,jul,fri,2,999,0,nonexistent,5784
telephone,may,tue,1,999,0,nonexistent,33189
telephone,aug,mon,2,999,1,failure,1636
cellular,nov,mon,2,999,0,nonexistent,25762
telephone,may,thu,1,999,1,failure,15552
cellular,jun,fri,2,999,1,failure,3012
cellular,jul,mon,1,999,0,nonexistent,34363
cellular,aug,wed,3,999,0,nonexistent,691
telephone,may,tue,2,999,0,nonexistent,5539
cellular,apr,mon,1,999,0,nonexistent,38454
cellular,nov,fri,6,999,0,nonexistent,15457
telephone,jul,mon,1,999,0,nonexistent,12073
cellular,jul,thu,21,999,0,nonexistent,25972
cellular,jul,wed,3,999,0,nonexistent,11271
cellular,aug,fri,10,999,0,nonexistent,29804
cellular,oct,fri,1,999,0,nonexistent,8656
cellular,apr,wed,1,999,0,nonexistent,20312
telephone,may,fri,7,999,0,nonexistent,18150
telephone,jun,mon,1,999,0,nonexistent,14954
telephone,jul,thu,2,999,1,failure,32939
cellular,jul,mon,2,999,0,nonexistent,24386
cellular,aug,mon,2,999,0,nonexistent,7040
cellular,aug,mon,1,999,0,nonexistent,10658
cellular,may,wed,2,999,0,nonexistent,41032
cellular,may,thu,4,999,0,nonexistent,4512
telephone,may,fri,2,999,0,nonexistent,10484
telephone,may,tue,1,999,0,nonexistent,29134
cellular,jul,wed,5,999,0,nonexistent,17185
telephone,may,wed,3,999,1,failure,33282
telephone,may,fri,2,999,1,success,20232
telephone,jul,wed,2,999,0,nonexistent,16469
cellular,jul,thu,6,999,1,failure,4967
cellular,apr,mon,1,999,0,nonexistent,25868
cellular,jul,tue,1,999,1,failure,35774
telephone,jun,wed,2,999,1,failure,31980
telephone,nov,mon,1,999,0,nonexistent,26511
cellular,aug,wed,1,999,1,success,27084
telephone,may,tue,1,999,0,nonexistent,7805
cellular,aug,mon,1,999,0,nonexistent,6980
telephone,jul,fri,1,14,0,nonexistent,35730
cellular,aug,thu,4,999,0,nonexistent,13748
cellular,nov,wed,5,999,0,nonexistent,2302
cellular,may,fri,1,999,0,nonexistent,36450
telephone,nov,fri,9,999,0,nonexistent,31473
cellular,may,tue,3,999,0,nonexistent,39314
cellular,may,thu,2,999,0,nonexistent,28599
telephone,may,tue,1,999,0,nonexistent,14083
cellular,may,thu,2,999,0,nonexistent,19511
telephone,may,wed,1,999,1,failure,12215
cellular,jul,fri,2,999,0,nonexistent,16654
cellular,aug,wed,5,999,0,nonexistent,31622
cellular,may,thu,1,999,0,nonexistent,27377
cellular,jul,mon,3,999,0,nonexistent,968
telephone,may,wed,1,999,0,nonexistent,21157
cellular,nov,mon,1,999,0,nonexistent,16046
telephone,jun,mon,3,999,0,nonexistent,14268
cellular,apr,fri,2,999,0,nonexistent,24777
cellular,jul,fri,2,999,0,nonexistent,2639
telephone,may,wed,2,999,0,nonexistent,7128
cellular,may,tue,1,6,0,nonexistent,29123
telephone,jun,mon,2,999,0,nonexistent,30176
telephone,may,tue,2,999,0,nonexistent,34179
telephone,jun,tue,1,999,0,nonexistent,40148
cellular,may,fri,2,999,0,nonexistent,24070
telephone,jul,thu,8,999,0,nonexistent,40377
cellular,mar,wed,10,999,0,nonexistent,40179
cellular,nov,tue,1,999,0,nonexistent,20398
cellular,nov,fri,1,999,0,nonexistent,9965
telephone,may,wed,1,999,0,nonexistent,18810
cellular,oct,wed,2,6,0,nonexistent,19451
telephone,may,mon,2,999,1,failure,5792
telephone,may,wed,1,999,0,nonexistent,26966
telephone,may,tue,4,999,0,nonexistent,19355
cellular,jul,wed,4,999,0,nonexistent,4887
telephone,jun,thu,3,999,1,failure,38145
cellular,aug,mon,1,999,0,nonexistent,37628
cellular,aug,fri,4,999,0,nonexistent,40286
cellular,may,fri,2,999,0,nonexistent,1317
cellular,jul,tue,3,999,0,nonexistent,22162
telephone,may,tue,2,999,0,nonexistent,35722
cellular,may,thu,8,999,0,nonexistent,36801
telephone,jun,fri,2,999,0,nonexistent,27642
telephone,may,tue,1,999,1,failure,2817
telephone,oct,tue,1,999,0,nonexistent,13488
cellular,jul,mon,3,999,1,failure,13443
cellular,may,tue,4,999,0,nonexistent,40651
cellular,nov,thu,3,999,0,nonexistent,11155
telephone,may,tue,1,999,0,nonexistent,30267
cellular,jun,wed,2,3,1,failure,10758
cellular,aug,wed,2,999,0,nonexistent,27735
cellular,may,tue,1,999,1,failure,15605
cellular,may,tue,1,999,0,nonexistent,8389
telephone,may,mon,2,999,0,nonexistent,18745
cellular,oct,thu,2,999,0,nonexistent,15089
cellular,nov,fri,2,999,0,nonexistent,4890
cellular,jul,mon,3,999,0,nonexistent,12756
cellular,jul,tue,4,999,1,success,37978
cellular,oct,fri,1,999,0,nonexistent,10262
telephone,may,fri,2,999,0,nonexistent,37170
cellular,sep,fri,2,999,1,failure,19346
telephone,may,tue,1,999,1,failure,7983
cellular,jun,mon,1,999,0,nonexistent,29854
telephone,jun,tue,3,999,1,failure,9044
telephone,jun,fri,3,999,1,failure,24851
