age,job,marital,education,default,housing,loan,id
32,blue-collar,married,professional.course,no,yes,no,7111
44,management,married,basic.9y,no,yes,no,30593
34,admin.,married,university.degree,no,no,no,23116
54,self-employed,married,university.degree,no,yes,no,4879
24,student,single,high.school,no,yes,no,30485
35,blue-collar,married,unknown,no,yes,no,24754
52,entrepreneur,married,basic.9y,no,yes,no,31835
38,services,married,high.school,no,no,no,22094
46,admin.,married,high.school,no,no,no,36541
72,retired,married,basic.4y,no,yes,no,17630
38,technician,married,professional.course,no,yes,no,22517
35,blue-collar,married,high.school,unknown,no,no,7900
31,services,married,high.school,no,unknown,unknown,32413
42,blue-collar,married,basic.9y,no,no,no,12975
37,blue-collar,divorced,professional.course,no,yes,no,21096
36,admin.,single,university.degree,no,yes,no,16276
29,admin.,single,university.degree,no,no,no,8005
30,technician,married,university.degree,no,no,no,11490
44,unemployed,single,basic.4y,no,no,no,2247
38,admin.,married,university.degree,no,no,no,33973
49,admin.,married,high.school,no,no,no,23845
41,technician,divorced,university.degree,no,no,no,30631
30,services,married,professional.course,no,yes,no,1182
48,management,married,university.degree,no,yes,no,26466
36,entrepreneur,married,university.degree,no,yes,no,6168
47,blue-collar,married,basic.6y,unknown,no,no,37760
30,admin.,single,university.degree,no,no,yes,26701
32,management,married,university.degree,no,yes,yes,35490
38,unemployed,married,basic.4y,unknown,no,no,20787
48,entrepreneur,single,professional.course,no,yes,no,108
58,management,married,university.degree,no,yes,no,22884
57,retired,married,high.school,no,no,no,7116
54,services,single,basic.6y,unknown,no,no,13270
36,services,single,high.school,no,no,no,10839
41,blue-collar,married,basic.9y,no,no,no,24021
37,admin.,married,university.degree,no,yes,no,1027
41,technician,married,university.degree,no,no,no,16986
59,retired,married,professional.course,unknown,no,no,5546
29,technician,single,professional.course,no,no,no,37710
29,admin.,single,university.degree,no,no,no,16996
48,blue-collar,married,basic.4y,unknown,no,no,1674
41,services,married,professional.course,no,yes,yes,29784
45,management,married,university.degree,no,no,no,29337
29,admin.,single,high.school,no,yes,no,12315
50,admin.,married,high.school,no,no,yes,16931
52,admin.,married,basic.9y,no,yes,no,14636
23,self-employed,single,basic.9y,no,yes,no,33549
58,retired,divorced,professional.course,unknown,yes,no,25783
41,blue-collar,married,basic.6y,unknown,yes,no,24309
46,admin.,married,university.degree,no,yes,yes,21343
53,blue-collar,single,basic.9y,no,no,no,16945
41,unemployed,married,high.school,no,no,no,26812
36,blue-collar,married,basic.9y,no,no,no,28313
37,technician,single,professional.course,no,no,no,32810
43,blue-collar,married,basic.4y,unknown,no,yes,2747
36,management,married,unknown,no,no,no,38352
43,entrepreneur,married,basic.4y,no,yes,no,25960
36,technician,single,university.degree,no,yes,no,11313
45,admin.,married,high.school,no,no,no,14311
36,unemployed,married,university.degree,unknown,unknown,unknown,20443
35,admin.,single,high.school,no,yes,no,3580
40,admin.,single,high.school,no,yes,no,31845
36,admin.,married,high.school,no,yes,no,13693
52,admin.,married,unknown,no,no,no,7090
53,blue-collar,married,basic.9y,no,yes,no,29172
48,blue-collar,married,basic.4y,no,no,no,3376
37,admin.,divorced,university.degree,no,yes,no,20686
32,blue-collar,married,basic.9y,unknown,yes,no,5721
39,unemployed,single,basic.9y,unknown,yes,no,2431
26,technician,single,professional.course,no,yes,no,9944
39,services,married,professional.course,unknown,yes,no,22441
33,self-employed,single,professional.course,no,yes,yes,30531
35,blue-collar,married,professional.course,no,yes,yes,9410
25,technician,divorced,university.degree,no,yes,no,30584
50,retired,married,basic.4y,no,no,no,8534
36,technician,single,professional.course,no,yes,no,3739
42,self-employed,married,unknown,no,yes,no,39724
32,admin.,married,high.school,no,no,no,29940
30,management,married,university.degree,no,no,no,25665
27,admin.,single,university.degree,no,no,no,680
40,technician,married,university.degree,no,no,no,25433
40,admin.,divorced,basic.9y,no,yes,no,15458
47,self-employed,married,university.degree,no,yes,no,5165
50,blue-collar,married,basic.9y,unknown,unknown,unknown,26719
57,admin.,married,basic.6y,unknown,yes,no,23614
25,management,single,university.degree,no,yes,no,32007
39,admin.,single,university.degree,no,no,no,21399
29,blue-collar,married,basic.9y,no,no,no,18352
70,retired,married,basic.4y,no,yes,no,14235
30,technician,single,university.degree,no,yes,no,12547
36,technician,married,professional.course,no,yes,no,26198
37,admin.,married,university.degree,no,yes,no,10618
32,technician,married,university.degree,no,no,no,8878
58,management,married,university.degree,no,no,no,16779
56,retired,married,university.degree,no,yes,no,19214
32,blue-collar,divorced,basic.4y,no,no,no,14410
32,technician,married,high.school,no,yes,no,31440
40,housemaid,married,basic.4y,no,yes,yes,25825
52,admin.,divorced,university.degree,no,no,no,22514
33,admin.,single,high.school,no,no,no,3651
47,blue-collar,married,basic.9y,no,yes,yes,21958
53,self-employed,married,university.degree,no,yes,no,23758
65,retired,married,university.degree,no,no,no,16079
32,management,single,university.degree,no,no,no,14772
43,management,married,basic.6y,no,no,no,4697
45,blue-collar,married,basic.6y,unknown,no,no,1720
55,housemaid,married,basic.4y,no,yes,no,37933
40,management,married,unknown,no,yes,no,6854
57,blue-collar,married,basic.9y,no,no,no,3696
33,admin.,single,university.degree,no,yes,yes,40509
31,admin.,single,high.school,no,yes,no,20925
42,blue-collar,married,basic.4y,no,no,no,26441
34,blue-collar,single,basic.9y,no,no,no,32947
42,admin.,divorced,high.school,no,yes,yes,25615
38,admin.,single,university.degree,no,yes,no,26817
29,technician,single,university.degree,no,yes,yes,21508
38,unemployed,married,basic.4y,unknown,no,no,18577
40,services,divorced,high.school,no,no,no,5498
53,admin.,divorced,high.school,no,yes,no,13400
59,housemaid,married,basic.4y,no,yes,yes,19597
45,unemployed,married,high.school,no,yes,no,36489
31,services,single,high.school,no,yes,no,201
27,admin.,single,university.degree,no,yes,no,34576
46,blue-collar,married,basic.4y,unknown,yes,yes,22095
35,admin.,married,university.degree,no,no,no,34790
65,housemaid,married,basic.4y,no,no,no,39515
36,admin.,married,university.degree,no,no,no,17588
30,admin.,single,university.degree,no,yes,no,16467
25,services,single,high.school,no,yes,no,2156
58,admin.,married,university.degree,no,yes,no,9288
52,admin.,married,university.degree,no,no,no,7270
36,housemaid,married,basic.6y,no,no,no,40640
44,technician,married,professional.course,unknown,no,yes,38991
45,admin.,married,high.school,unknown,yes,no,15888
32,housemaid,single,basic.4y,no,no,no,23633
35,self-employed,married,basic.9y,no,no,no,2384
33,services,single,basic.6y,unknown,yes,no,15682
30,admin.,single,high.school,no,yes,no,34263
40,admin.,married,high.school,no,yes,no,11908
37,technician,married,high.school,unknown,yes,no,15624
35,self-employed,married,basic.9y,no,yes,yes,26248
49,housemaid,married,basic.4y,no,no,yes,5783
39,admin.,married,high.school,unknown,yes,no,4662
52,admin.,married,high.school,no,yes,no,36044
50,blue-collar,married,basic.6y,unknown,yes,no,40005
46,blue-collar,married,basic.9y,unknown,no,no,5311
33,entrepreneur,single,university.degree,no,yes,no,32354
36,self-employed,single,basic.4y,no,no,no,29343
40,management,married,university.degree,no,no,no,29117
53,retired,divorced,professional.course,no,unknown,unknown,918
38,blue-collar,single,basic.6y,unknown,no,yes,4988
55,admin.,married,unknown,no,yes,no,36276
27,admin.,single,university.degree,no,no,no,39905
39,services,married,high.school,no,no,no,31165
44,blue-collar,married,unknown,no,no,yes,2869
60,retired,divorced,university.degree,unknown,yes,no,9616
32,technician,married,university.degree,no,no,no,19217
44,admin.,divorced,university.degree,no,yes,no,4764
36,admin.,married,university.degree,no,no,no,16478
36,blue-collar,married,basic.4y,no,no,no,359
50,housemaid,married,basic.4y,no,no,no,22452
31,blue-collar,married,basic.6y,no,yes,yes,24564
36,blue-collar,married,basic.9y,unknown,yes,no,7327
40,blue-collar,married,high.school,no,yes,yes,37686
38,technician,married,professional.course,no,yes,no,3577
30,blue-collar,married,basic.6y,unknown,yes,no,28524
41,services,married,basic.9y,no,yes,no,4885
30,blue-collar,single,basic.4y,no,yes,no,29555
59,technician,married,university.degree,unknown,no,no,19226
72,retired,single,university.degree,no,no,no,10185
37,blue-collar,married,basic.9y,unknown,unknown,unknown,17875
31,blue-collar,single,university.degree,no,no,no,8865
33,admin.,married,university.degree,no,no,no,30677
41,technician,married,basic.9y,no,yes,no,1364
24,student,single,high.school,no,yes,no,15062
55,admin.,divorced,university.degree,no,no,no,8475
47,blue-collar,married,basic.9y,no,no,yes,12468
36,retired,married,high.school,no,yes,no,15541
30,services,married,high.school,no,yes,no,5753
45,admin.,divorced,university.degree,unknown,yes,no,12034
28,admin.,married,university.degree,no,no,no,39565
34,technician,married,high.school,no,yes,no,37065
35,technician,married,unknown,unknown,no,no,8520
36,services,divorced,university.degree,no,no,no,9805
28,technician,single,professional.course,no,yes,no,3832
28,admin.,single,high.school,no,no,yes,9247
39,admin.,married,university.degree,no,no,no,4136
31,blue-collar,single,high.school,no,yes,no,5584
36,admin.,married,university.degree,unknown,no,no,793
77,retired,divorced,basic.4y,no,no,no,31089
43,services,married,basic.6y,unknown,yes,yes,18283
42,unemployed,single,university.degree,no,no,no,20370
32,blue-collar,single,high.school,no,no,no,17942
27,admin.,single,university.degree,no,yes,no,5511
51,admin.,married,high.school,no,no,no,36839
37,blue-collar,single,high.school,no,no,no,18278
35,technician,married,high.school,no,yes,yes,27665
42,technician,single,professional.course,no,no,no,14095
42,services,married,basic.9y,no,no,no,18238
34,technician,single,university.degree,no,yes,no,3558
36,unemployed,divorced,professional.course,unknown,yes,no,19153
60,admin.,divorced,high.school,unknown,yes,no,8797
31,admin.,single,university.degree,no,no,no,24060
37,admin.,married,high.school,unknown,no,no,4164
53,management,married,high.school,no,yes,no,8055
33,admin.,single,professional.course,no,no,no,31996
33,management,married,university.degree,no,yes,no,14870
30,technician,married,professional.course,no,yes,no,12230
37,unemployed,married,high.school,no,no,no,19269
38,technician,single,university.degree,no,yes,yes,28373
35,services,married,high.school,no,yes,no,11404
34,blue-collar,married,professional.course,no,no,no,39205
37,technician,single,university.degree,no,yes,no,32102
43,blue-collar,divorced,unknown,no,yes,no,22681
43,admin.,married,unknown,no,yes,no,6291
48,technician,divorced,professional.course,no,yes,yes,9379
29,blue-collar,married,high.school,no,yes,no,24372
57,admin.,married,high.school,unknown,yes,yes,28671
36,services,single,high.school,no,yes,no,13860
32,technician,single,university.degree,no,yes,no,21490
28,blue-collar,single,basic.9y,no,no,no,14391
41,self-employed,married,university.degree,no,no,no,31101
70,retired,divorced,professional.course,no,yes,no,28490
47,blue-collar,single,basic.6y,unknown,no,no,5347
33,technician,single,professional.course,no,yes,no,34185
28,blue-collar,married,basic.9y,no,no,yes,6157
35,blue-collar,single,basic.9y,no,yes,no,39583
56,admin.,divorced,basic.6y,no,yes,no,32190
34,admin.,single,university.degree,no,yes,no,21892
39,blue-collar,married,basic.6y,no,yes,no,33539
35,technician,single,professional.course,no,yes,no,26552
58,housemaid,single,professional.course,no,yes,no,17123
36,blue-collar,married,basic.6y,unknown,no,no,12185
31,admin.,married,university.degree,no,yes,no,9870
31,self-employed,married,university.degree,no,yes,no,3360
32,student,single,university.degree,no,no,no,13639
49,blue-collar,married,high.school,unknown,yes,no,26497
46,blue-collar,married,basic.4y,no,no,no,15110
34,blue-collar,divorced,professional.course,no,no,no,40507
40,technician,single,university.degree,no,no,no,16170
36,blue-collar,married,basic.9y,no,yes,no,19314
27,admin.,single,high.school,no,yes,yes,13910
36,blue-collar,single,basic.6y,unknown,yes,no,16603
30,technician,married,university.degree,no,no,no,34979
38,management,married,university.degree,no,yes,no,16008
32,services,single,university.degree,no,no,yes,40895
39,admin.,single,professional.course,no,yes,no,21307
25,admin.,single,university.degree,no,yes,yes,39263
52,management,married,professional.course,no,yes,no,2494
34,services,divorced,professional.course,unknown,yes,no,27671
38,technician,married,professional.course,no,unknown,unknown,35404
44,admin.,married,basic.9y,unknown,no,no,9535
29,management,single,university.degree,no,yes,no,36140
55,blue-collar,married,basic.9y,no,no,no,8665
66,retired,married,basic.4y,unknown,yes,no,3853
32,blue-collar,married,basic.9y,no,no,no,38960
44,self-employed,divorced,high.school,no,yes,no,164
41,housemaid,married,basic.4y,unknown,no,no,4106
39,admin.,single,high.school,no,no,no,18839
28,self-employed,single,university.degree,no,no,no,11448
55,admin.,married,professional.course,no,yes,no,38017
37,management,married,university.degree,no,yes,no,19654
40,management,married,university.degree,no,unknown,unknown,7864
49,blue-collar,divorced,basic.6y,unknown,yes,no,5053
57,services,married,high.school,unknown,yes,no,6669
40,technician,married,basic.4y,no,no,no,13599
19,student,single,basic.4y,no,yes,no,10242
38,blue-collar,married,basic.9y,no,no,no,27701
29,admin.,married,high.school,no,yes,no,33649
32,admin.,married,high.school,no,no,yes,38823
41,technician,married,basic.9y,no,yes,no,519
54,retired,married,high.school,unknown,no,no,15614
56,blue-collar,married,unknown,unknown,yes,no,30618
42,blue-collar,married,basic.9y,unknown,no,no,24006
49,blue-collar,divorced,high.school,no,no,no,31770
33,blue-collar,divorced,basic.9y,no,yes,no,24689
57,retired,married,basic.9y,no,yes,yes,40993
34,technician,single,university.degree,unknown,no,no,32372
48,management,married,university.degree,no,yes,no,37360
34,self-employed,single,university.degree,no,no,no,13346
36,admin.,married,university.degree,no,yes,no,10789
29,admin.,married,high.school,no,unknown,unknown,39865
56,admin.,single,university.degree,no,no,yes,21647
58,management,married,university.degree,unknown,no,no,5619
42,services,married,high.school,no,no,no,40465
48,blue-collar,married,basic.4y,unknown,yes,no,27094
37,entrepreneur,divorced,university.degree,no,yes,no,22097
53,technician,married,professional.course,unknown,no,no,10042
37,blue-collar,single,basic.9y,no,no,no,25678
35,technician,single,professional.course,no,no,yes,28619
44,blue-collar,married,basic.9y,no,yes,no,13547
30,admin.,single,high.school,no,yes,no,3403
24,services,single,high.school,no,yes,yes,39190
41,management,married,university.degree,no,yes,no,10333
28,blue-collar,divorced,basic.4y,no,no,no,40106
37,admin.,single,high.school,no,no,no,26343
30,services,married,high.school,no,yes,no,2426
25,services,single,high.school,no,no,no,2138
42,technician,divorced,university.degree,no,no,yes,21689
43,housemaid,married,basic.4y,no,no,no,18427
29,services,married,high.school,no,no,no,471
54,admin.,divorced,high.school,no,no,yes,25467
53,blue-collar,divorced,high.school,no,yes,no,30156
44,unemployed,married,basic.9y,unknown,no,yes,40461
39,blue-collar,married,basic.4y,unknown,no,yes,36070
51,blue-collar,married,basic.4y,unknown,yes,yes,29385
35,admin.,married,professional.course,no,yes,no,39341
58,admin.,divorced,university.degree,no,yes,no,31192
48,admin.,married,basic.6y,no,yes,no,2076
57,admin.,single,university.degree,no,no,yes,34821
32,technician,married,university.degree,no,no,yes,16476
36,technician,married,professional.course,no,no,no,37742
38,housemaid,married,unknown,unknown,yes,no,13225
43,blue-collar,married,basic.6y,no,yes,no,26325
34,admin.,single,university.degree,no,yes,yes,6252
32,blue-collar,married,basic.9y,no,no,no,36593
34,blue-collar,married,basic.9y,no,no,no,15456
53,technician,married,basic.9y,no,no,no,14230
38,blue-collar,married,basic.6y,no,no,no,29370
33,services,married,high.school,no,no,no,1827
80,management,divorced,professional.course,unknown,yes,no,38328
30,admin.,married,high.school,no,yes,no,39860
41,blue-collar,single,basic.9y,no,no,no,1204
57,retired,married,university.degree,no,yes,no,24878
58,retired,married,university.degree,no,yes,no,22666
37,blue-collar,married,basic.6y,unknown,yes,yes,35574
30,self-employed,single,university.degree,no,no,no,32829
31,technician,married,university.degree,no,yes,no,24151
26,blue-collar,single,basic.4y,no,no,no,3982
57,blue-collar,married,basic.9y,no,no,no,24840
55,retired,married,university.degree,no,no,no,33170
50,technician,married,high.school,no,yes,no,17003
41,management,married,unknown,no,no,no,30336
35,management,married,university.degree,no,no,no,4322
29,blue-collar,single,professional.course,no,no,no,16562
31,housemaid,single,professional.course,unknown,yes,yes,21720
29,admin.,single,high.school,no,no,no,39757
36,management,married,university.degree,no,no,yes,8804
49,services,married,high.school,unknown,yes,no,9545
55,admin.,divorced,high.school,no,yes,no,19632
29,technician,single,professional.course,no,yes,yes,23076
26,blue-collar,married,basic.9y,no,yes,no,38880
25,admin.,single,high.school,no,no,no,39222
34,blue-collar,married,basic.9y,no,no,yes,4406
49,blue-collar,married,basic.9y,no,no,no,7282
25,services,single,high.school,no,no,no,38308
33,services,married,basic.6y,no,no,no,19519
41,admin.,married,high.school,no,yes,no,1475
37,technician,single,university.degree,no,yes,no,29604
35,admin.,divorced,high.school,no,yes,no,40900
28,blue-collar,single,basic.9y,no,yes,no,5858
49,blue-collar,married,basic.9y,unknown,no,no,38868
35,technician,divorced,professional.course,no,no,no,1751
35,admin.,single,high.school,no,yes,yes,26949
28,self-employed,single,basic.9y,no,no,no,9840
43,admin.,married,high.school,unknown,yes,no,23234
30,blue-collar,single,university.degree,no,no,no,7734
29,blue-collar,single,university.degree,no,yes,no,2793
53,technician,married,high.school,no,yes,no,22565
49,technician,married,high.school,no,yes,no,34362
39,blue-collar,married,basic.4y,unknown,unknown,unknown,26619
49,blue-collar,married,basic.9y,unknown,no,yes,38569
33,admin.,single,university.degree,no,no,no,33622
36,blue-collar,married,basic.9y,no,no,no,5200
25,self-employed,single,university.degree,no,no,no,13432
28,technician,single,professional.course,no,yes,no,8536
49,admin.,divorced,high.school,no,yes,no,24230
40,management,married,university.degree,no,no,no,17085
36,blue-collar,married,basic.9y,no,unknown,unknown,39611
30,admin.,married,university.degree,unknown,yes,no,33575
47,admin.,married,high.school,unknown,no,no,37715
46,admin.,single,university.degree,no,yes,yes,22625
43,admin.,married,high.school,no,no,no,14237
39,blue-collar,married,basic.4y,no,no,no,3365
40,blue-collar,married,basic.4y,no,no,yes,23865
53,blue-collar,married,basic.4y,unknown,no,no,29474
54,blue-collar,married,basic.4y,unknown,yes,yes,12124
38,blue-collar,married,high.school,no,no,no,20214
27,blue-collar,single,basic.9y,no,yes,no,4729
50,admin.,married,university.degree,no,yes,yes,40028
37,services,married,high.school,no,yes,no,3378
50,blue-collar,married,basic.9y,no,no,no,40801
57,retired,married,professional.course,unknown,no,no,5467
29,admin.,single,university.degree,no,no,no,21376
33,unemployed,single,university.degree,no,yes,yes,19460
27,admin.,single,high.school,unknown,no,no,15664
36,technician,single,professional.course,no,no,no,28108
37,admin.,married,high.school,no,no,no,28534
54,management,divorced,university.degree,no,yes,yes,23520
29,blue-collar,married,professional.course,no,yes,yes,1519
34,admin.,single,university.degree,no,yes,no,1926
35,admin.,married,high.school,no,no,no,28223
34,blue-collar,married,professional.course,no,no,no,15887
29,student,single,high.school,unknown,no,no,5921
39,technician,married,professional.course,no,no,no,32400
53,blue-collar,divorced,basic.4y,unknown,yes,no,15330
40,technician,single,university.degree,no,yes,yes,19849
38,technician,married,university.degree,no,yes,no,33758
42,admin.,married,university.degree,no,no,no,32819
46,admin.,married,high.school,no,no,yes,19136
35,technician,single,professional.course,no,yes,no,17173
39,blue-collar,married,basic.6y,unknown,unknown,unknown,29785
52,blue-collar,single,unknown,unknown,no,yes,35309
30,blue-collar,single,university.degree,no,no,yes,8569
34,technician,divorced,professional.course,no,no,no,20760
44,admin.,divorced,high.school,no,yes,yes,29038
38,blue-collar,married,basic.9y,no,yes,no,1397
43,housemaid,divorced,basic.9y,no,yes,no,29705
36,admin.,single,university.degree,no,yes,no,26155
19,student,single,basic.9y,no,yes,no,12270
27,admin.,single,university.degree,no,yes,no,29619
30,self-employed,single,university.degree,no,no,yes,37962
34,entrepreneur,married,university.degree,no,yes,yes,29591
49,technician,divorced,professional.course,no,yes,no,26985
30,admin.,single,university.degree,no,no,no,11998
42,blue-collar,single,basic.6y,unknown,yes,yes,20631
33,blue-collar,married,basic.9y,unknown,no,yes,898
46,self-employed,married,basic.9y,unknown,yes,yes,7285
27,services,single,high.school,no,yes,no,20683
68,retired,married,basic.4y,no,no,no,5667
41,unknown,single,unknown,unknown,yes,no,3657
37,blue-collar,married,high.school,no,no,no,13782
29,admin.,single,high.school,no,yes,yes,17633
33,admin.,single,university.degree,no,no,no,14176
38,blue-collar,married,high.school,no,yes,no,9835
32,blue-collar,single,basic.4y,no,yes,no,34418
29,blue-collar,single,basic.6y,no,yes,no,2999
32,blue-collar,married,unknown,no,no,no,218
48,services,divorced,basic.9y,no,unknown,unknown,10352
36,services,married,basic.9y,unknown,yes,no,9017
29,admin.,married,university.degree,unknown,yes,no,28228
44,blue-collar,married,basic.9y,no,yes,no,34655
33,admin.,married,high.school,no,no,no,31579
39,admin.,divorced,high.school,no,yes,yes,1493
30,services,single,high.school,unknown,no,no,35508
29,admin.,married,university.degree,no,no,no,12991
62,retired,married,professional.course,no,yes,yes,7390
53,admin.,married,university.degree,no,yes,no,9004
31,admin.,single,university.degree,unknown,no,yes,19947
42,admin.,married,university.degree,no,no,no,10215
25,technician,single,professional.course,no,yes,no,33875
44,admin.,married,university.degree,unknown,no,no,39842
32,technician,married,professional.course,no,no,yes,10880
39,technician,married,university.degree,no,yes,yes,36360
25,student,single,university.degree,no,no,yes,14712
40,admin.,single,high.school,no,yes,no,41090
54,housemaid,married,professional.course,no,no,no,3423
36,admin.,single,high.school,no,no,no,8459
37,blue-collar,single,professional.course,no,no,no,10437
30,admin.,single,university.degree,no,yes,no,19317
56,admin.,married,university.degree,no,yes,no,35026
27,services,married,high.school,no,yes,no,21634
56,retired,married,basic.6y,unknown,yes,no,21059
55,management,married,university.degree,no,yes,no,40459
57,entrepreneur,divorced,high.school,no,unknown,unknown,23212
40,technician,married,professional.course,no,yes,no,21112
36,blue-collar,married,basic.6y,no,no,no,213
38,admin.,married,basic.6y,no,no,no,13562
54,blue-collar,married,basic.9y,unknown,yes,no,30993
27,admin.,single,university.degree,unknown,yes,no,26435
31,services,single,university.degree,no,no,no,8127
49,management,married,university.degree,no,no,no,10403
28,services,married,high.school,no,no,no,13076
24,unknown,single,university.degree,no,yes,no,34639
29,services,single,high.school,no,yes,no,9061
43,entrepreneur,married,basic.6y,no,yes,no,47
50,technician,married,professional.course,no,yes,no,18298
48,blue-collar,married,basic.4y,unknown,no,no,33888
33,technician,married,university.degree,no,no,no,8153
52,blue-collar,married,basic.4y,no,yes,no,35972
33,admin.,single,high.school,no,no,no,8214
39,technician,married,high.school,unknown,no,no,32321
25,blue-collar,single,basic.9y,no,no,no,4294
33,technician,single,professional.course,no,no,no,14029
32,admin.,married,university.degree,no,yes,yes,5693
59,housemaid,divorced,basic.6y,unknown,yes,no,22621
30,blue-collar,single,basic.9y,no,no,no,773
60,blue-collar,married,professional.course,no,yes,no,17708
33,admin.,married,university.degree,no,yes,no,12842
32,blue-collar,married,basic.9y,no,yes,yes,921
52,technician,married,professional.course,no,no,no,1096
36,admin.,divorced,university.degree,no,yes,no,9167
34,entrepreneur,married,basic.4y,no,no,no,4754
44,blue-collar,married,high.school,no,no,no,10118
40,blue-collar,married,unknown,unknown,no,no,5031
38,blue-collar,married,basic.9y,no,unknown,unknown,40872
55,blue-collar,married,professional.course,no,yes,yes,17612
26,technician,married,professional.course,no,yes,no,9053
39,technician,divorced,professional.course,no,no,no,32473
46,admin.,married,high.school,unknown,no,no,40960
24,student,single,high.school,no,yes,yes,21304
38,technician,married,professional.course,no,no,no,7965
36,technician,married,high.school,no,yes,no,18046
30,blue-collar,divorced,basic.9y,no,yes,no,22391
42,technician,single,unknown,no,yes,no,4410
33,admin.,married,university.degree,no,no,yes,7771
45,admin.,divorced,high.school,no,no,yes,10632
44,housemaid,married,university.degree,no,no,no,27388
35,blue-collar,divorced,basic.9y,no,yes,no,22027
29,unemployed,divorced,high.school,no,no,no,13659
42,blue-collar,married,basic.4y,no,no,yes,39667
42,admin.,single,university.degree,no,yes,no,7501
42,management,divorced,high.school,no,no,no,9399
32,admin.,married,university.degree,no,no,yes,30826
42,admin.,married,professional.course,no,yes,no,738
33,technician,married,professional.course,no,no,no,25052
56,services,married,basic.4y,unknown,yes,yes,513
42,admin.,married,basic.6y,no,yes,no,32700
26,services,single,high.school,no,no,no,26490
28,technician,single,university.degree,no,yes,no,13737
33,blue-collar,married,basic.9y,unknown,no,no,33725
34,management,married,university.degree,no,no,no,4790
57,admin.,single,university.degree,unknown,no,no,9326
57,blue-collar,married,basic.4y,no,yes,no,11521
64,housemaid,married,basic.4y,no,no,no,8340
30,admin.,single,university.degree,no,yes,no,18091
31,admin.,married,university.degree,no,no,no,27399
39,technician,divorced,professional.course,no,yes,no,16141
32,management,single,university.degree,no,no,no,33926
58,services,married,high.school,no,yes,no,33678
44,admin.,married,university.degree,no,yes,no,13643
31,entrepreneur,married,high.school,no,yes,no,26486
57,technician,single,high.school,no,yes,no,11153
44,management,married,university.degree,no,yes,no,37663
40,services,married,basic.9y,no,no,no,29827
32,blue-collar,married,professional.course,no,yes,no,39514
51,admin.,married,university.degree,no,no,no,40147
45,services,married,basic.6y,no,unknown,unknown,38649
60,self-employed,married,professional.course,unknown,no,no,16430
35,blue-collar,married,high.school,unknown,yes,no,8185
48,admin.,married,basic.9y,unknown,no,yes,22530
32,management,married,university.degree,no,no,no,30199
42,services,married,professional.course,no,yes,no,34612
47,blue-collar,married,professional.course,no,yes,no,29341
53,management,married,university.degree,no,no,no,18565
50,blue-collar,single,basic.9y,unknown,yes,no,5207
34,services,divorced,basic.9y,no,no,yes,29404
49,blue-collar,married,basic.6y,unknown,yes,yes,27152
34,admin.,married,university.degree,no,no,no,23693
36,services,divorced,high.school,no,yes,no,6589
30,student,single,unknown,no,no,yes,10526
47,admin.,divorced,university.degree,unknown,no,no,21384
47,admin.,single,university.degree,no,yes,no,18783
42,housemaid,single,basic.4y,unknown,yes,no,21135
38,unemployed,married,high.school,no,no,yes,28039
34,technician,married,high.school,no,no,no,17932
35,blue-collar,married,unknown,no,no,no,24600
18,student,single,unknown,no,unknown,unknown,16681
51,blue-collar,married,basic.9y,no,yes,yes,8321
35,technician,single,professional.course,no,yes,no,32741
34,admin.,single,university.degree,no,yes,no,34731
29,admin.,married,high.school,no,no,no,29968
38,admin.,married,high.school,no,no,no,33779
22,student,single,high.school,no,no,no,36285
56,technician,married,professional.course,unknown,no,no,4635
47,technician,divorced,university.degree,no,no,yes,3524
55,housemaid,married,basic.4y,no,no,no,7299
22,admin.,single,high.school,no,yes,no,15106
50,blue-collar,married,basic.9y,unknown,yes,no,28188
49,admin.,married,high.school,no,yes,no,25153
34,blue-collar,married,basic.6y,unknown,no,no,578
27,services,single,high.school,no,no,yes,8852
51,retired,married,university.degree,unknown,no,no,37446
43,admin.,single,high.school,no,yes,yes,15203
56,entrepreneur,married,basic.4y,no,no,no,38592
49,services,married,high.school,no,no,yes,19016
46,services,married,high.school,no,no,yes,1829
52,admin.,single,high.school,no,no,no,19789
33,admin.,single,high.school,no,yes,no,22834
30,services,single,high.school,unknown,yes,no,13710
34,blue-collar,married,basic.9y,no,no,no,9494
34,admin.,married,basic.6y,no,yes,no,28408
29,unemployed,single,university.degree,no,no,yes,1596
47,housemaid,married,basic.9y,no,yes,no,3341
59,technician,married,unknown,no,yes,no,37635
38,technician,divorced,professional.course,no,yes,no,27065
46,admin.,married,university.degree,unknown,no,no,8379
45,management,married,basic.9y,unknown,yes,no,14582
53,admin.,married,university.degree,no,no,yes,34854
54,admin.,married,university.degree,unknown,yes,no,24067
36,technician,married,professional.course,no,yes,no,11853
41,technician,divorced,university.degree,no,yes,no,30591
36,services,divorced,university.degree,no,no,no,2503
39,blue-collar,single,basic.4y,no,no,no,5750
42,services,divorced,high.school,no,yes,yes,16038
40,services,married,high.school,no,yes,yes,33482
35,technician,married,professional.course,no,yes,no,11810
21,student,single,high.school,no,yes,no,27573
40,technician,married,basic.9y,unknown,no,no,40880
46,admin.,single,university.degree,no,yes,no,9794
57,admin.,married,university.degree,no,no,yes,20314
48,technician,single,professional.course,no,yes,no,20113
49,housemaid,married,professional.course,no,yes,no,1684
29,admin.,married,high.school,no,no,no,5510
43,technician,married,professional.course,no,yes,no,37249
23,admin.,single,high.school,no,no,no,1592
