contact,month,day_of_week,campaign,pdays,previous,id
cellular,may,wed,1,999,1,39341
telephone,may,wed,1,999,0,31192
telephone,mar,mon,2,999,0,2076
cellular,may,mon,3,999,0,34821
cellular,nov,wed,1,999,1,16476
telephone,may,tue,2,999,0,37742
cellular,jul,mon,2,999,0,13225
telephone,may,mon,1,999,0,26325
telephone,may,tue,1,999,0,6252
cellular,jul,thu,3,999,0,36593
telephone,may,wed,2,999,0,15456
telephone,jun,mon,6,999,0,14230
telephone,jun,mon,2,999,0,29370
telephone,jul,wed,4,999,0,1827
cellular,mar,tue,2,999,0,38328
cellular,nov,thu,1,999,1,39860
cellular,may,wed,1,999,0,1204
cellular,aug,mon,1,999,0,24878
cellular,aug,fri,1,999,0,22666
telephone,may,fri,3,999,0,35574
cellular,apr,thu,1,999,0,32829
cellular,aug,thu,1,999,0,24151
cellular,jul,wed,17,999,0,3982
cellular,mar,fri,1,999,0,24840
cellular,jul,fri,2,999,0,33170
telephone,may,fri,3,999,0,17003
telephone,may,tue,1,999,0,30336
cellular,may,thu,1,999,1,4322
telephone,jun,fri,2,999,0,16562
cellular,aug,tue,1,999,0,21720
telephone,may,wed,1,999,0,39757
cellular,jul,thu,2,999,0,8804
cellular,aug,fri,2,999,0,9545
cellular,nov,mon,1,999,1,19632
cellular,aug,wed,3,999,0,23076
cellular,jul,thu,1,999,0,38880
cellular,jul,tue,6,999,0,39222
cellular,apr,mon,1,999,0,4406
cellular,may,fri,2,9,2,7282
cellular,may,thu,5,999,0,38308
cellular,may,tue,6,999,0,19519
cellular,jul,tue,3,999,0,1475
cellular,may,tue,1,999,1,29604
telephone,may,wed,2,999,0,40900
telephone,may,tue,2,999,0,5858
telephone,may,tue,2,999,0,38868
cellular,jul,tue,4,999,0,1751
cellular,jul,wed,1,999,0,26949
telephone,may,tue,3,999,0,9840
telephone,jun,mon,3,999,0,23234
cellular,mar,fri,1,999,0,7734
cellular,aug,wed,2,999,0,2793
telephone,may,wed,2,999,0,22565
telephone,may,wed,2,999,0,34362
telephone,may,fri,1,999,0,26619
cellular,may,mon,1,999,1,38569
cellular,aug,wed,4,999,0,33622
cellular,may,mon,6,999,0,5200
telephone,may,mon,1,999,0,13432
cellular,may,wed,2,6,1,8536
telephone,jun,mon,2,999,0,24230
cellular,nov,fri,3,999,0,17085
telephone,jul,mon,14,999,0,39611
cellular,aug,mon,2,999,0,33575
cellular,jul,tue,3,999,0,37715
cellular,jul,tue,1,999,0,22625
cellular,jul,mon,2,999,0,14237
cellular,may,wed,1,999,1,3365
cellular,nov,mon,2,999,0,23865
cellular,aug,fri,1,999,0,29474
cellular,aug,wed,1,999,0,12124
telephone,may,wed,5,999,0,20214
cellular,jul,thu,1,999,0,4729
cellular,nov,fri,2,999,1,40028
cellular,may,thu,2,12,1,3378
cellular,nov,mon,1,999,0,40801
cellular,aug,wed,3,999,0,5467
telephone,apr,fri,2,999,0,21376
cellular,aug,thu,1,999,0,19460
cellular,jul,mon,2,999,0,15664
cellular,jul,thu,4,999,0,28108
telephone,may,mon,2,999,0,28534
cellular,may,wed,2,999,1,23520
telephone,may,wed,1,999,0,1519
cellular,aug,wed,3,999,0,1926
cellular,apr,tue,2,999,1,28223
telephone,jun,tue,4,999,0,15887
cellular,may,tue,2,999,0,5921
telephone,jun,wed,2,999,0,32400
telephone,jun,mon,1,999,0,15330
cellular,nov,fri,1,999,0,19849
cellular,may,wed,1,999,0,33758
cellular,aug,wed,5,999,0,32819
telephone,jun,fri,3,999,0,19136
cellular,aug,wed,2,999,0,17173
telephone,jun,mon,2,999,0,29785
cellular,jul,fri,11,999,0,35309
cellular,nov,thu,3,999,0,8569
cellular,jul,tue,3,999,0,20760
cellular,may,fri,2,999,0,29038
telephone,may,wed,1,999,0,1397
cellular,jul,tue,5,999,0,29705
cellular,aug,thu,1,999,0,26155
cellular,mar,fri,4,999,0,12270
cellular,jul,thu,4,999,0,29619
telephone,jun,tue,6,999,0,37962
cellular,apr,fri,1,999,0,29591
cellular,oct,fri,2,3,1,26985
telephone,jun,thu,4,999,0,11998
cellular,jul,tue,1,999,0,20631
telephone,may,thu,3,999,0,898
telephone,may,mon,1,999,0,7285
cellular,apr,tue,1,999,0,20683
telephone,sep,tue,1,999,1,5667
telephone,jun,fri,2,999,0,3657
cellular,may,fri,1,999,2,13782
telephone,apr,wed,4,999,0,17633
telephone,may,tue,1,999,0,14176
telephone,jul,thu,1,999,0,9835
cellular,may,tue,2,999,1,34418
telephone,jun,thu,1,999,0,2999
cellular,nov,thu,4,999,0,218
cellular,may,thu,7,999,0,10352
telephone,may,wed,1,999,0,9017
telephone,may,tue,1,999,0,28228
cellular,may,mon,1,999,1,34655
telephone,may,fri,2,999,0,31579
cellular,jul,thu,1,999,0,1493
cellular,may,fri,2,999,0,35508
cellular,aug,fri,3,999,0,12991
cellular,aug,fri,2,999,1,7390
cellular,aug,mon,3,999,0,9004
cellular,aug,thu,1,999,0,19947
telephone,may,thu,1,999,0,10215
cellular,jul,tue,4,999,0,33875
telephone,jun,mon,3,999,0,39842
cellular,aug,fri,2,999,0,10880
cellular,jul,wed,2,999,0,36360
telephone,jun,thu,6,999,1,14712
telephone,may,wed,3,999,0,41090
cellular,jul,tue,2,999,0,3423
cellular,jul,tue,1,999,0,8459
telephone,may,mon,1,999,0,10437
cellular,aug,wed,1,999,0,19317
cellular,aug,mon,2,999,0,35026
telephone,may,fri,1,999,0,21634
cellular,aug,wed,4,999,0,21059
cellular,aug,wed,2,999,0,40459
cellular,jul,fri,13,999,0,23212
cellular,aug,thu,3,999,0,21112
cellular,nov,wed,1,999,0,213
cellular,jul,thu,3,999,0,13562
cellular,aug,mon,2,999,0,30993
cellular,jul,tue,1,999,0,26435
telephone,jul,tue,2,999,1,8127
telephone,jun,mon,1,999,0,10403
telephone,may,mon,4,999,0,13076
cellular,jun,tue,1,999,0,34639
cellular,jul,mon,4,999,0,9061
cellular,may,mon,3,999,1,47
telephone,jun,tue,5,999,0,18298
telephone,jun,tue,5,999,0,33888
cellular,may,wed,3,999,0,8153
telephone,jun,mon,6,999,0,35972
cellular,jun,wed,1,999,0,8214
cellular,jul,wed,1,999,0,32321
cellular,may,fri,3,999,0,4294
telephone,jun,fri,2,999,0,14029
cellular,aug,mon,2,999,0,5693
cellular,may,tue,1,999,0,22621
cellular,nov,wed,1,999,0,773
cellular,apr,wed,1,999,0,17708
cellular,aug,fri,1,999,0,12842
cellular,may,fri,1,999,0,921
cellular,aug,thu,1,999,0,1096
telephone,may,wed,3,999,0,9167
telephone,may,wed,1,999,0,4754
telephone,may,wed,4,999,0,10118
telephone,jun,fri,8,999,0,5031
telephone,jul,tue,2,999,0,40872
cellular,may,fri,3,999,1,17612
cellular,may,fri,5,999,0,9053
telephone,may,fri,2,999,0,32473
cellular,aug,fri,3,999,0,40960
cellular,aug,fri,1,999,1,21304
telephone,may,wed,1,999,0,7965
cellular,aug,wed,2,999,0,18046
telephone,may,wed,2,999,0,22391
telephone,nov,tue,4,999,0,4410
cellular,sep,wed,1,999,2,7771
cellular,nov,fri,1,999,0,10632
cellular,jun,mon,1,999,1,27388
cellular,may,tue,1,999,1,22027
cellular,oct,mon,1,999,0,13659
cellular,apr,thu,3,999,0,39667
telephone,jun,fri,3,999,0,7501
cellular,may,fri,2,999,1,9399
cellular,jun,thu,3,3,1,30826
telephone,nov,thu,1,999,0,738
cellular,aug,thu,5,999,0,25052
telephone,may,fri,1,999,0,513
telephone,jun,wed,3,999,0,32700
cellular,jul,wed,1,999,0,26490
cellular,apr,fri,1,999,1,13737
cellular,may,thu,2,999,0,33725
cellular,nov,thu,1,999,0,4790
telephone,jul,fri,1,999,0,9326
cellular,jul,thu,1,999,0,11521
cellular,dec,thu,1,6,2,8340
cellular,aug,mon,3,999,0,18091
cellular,nov,thu,1,999,0,27399
cellular,aug,fri,4,999,0,16141
cellular,mar,mon,2,999,1,33926
telephone,mar,mon,4,999,0,33678
cellular,aug,wed,1,999,0,13643
cellular,nov,wed,1,999,0,26486
cellular,aug,mon,2,999,0,11153
cellular,aug,tue,4,999,0,37663
cellular,nov,wed,6,999,0,29827
telephone,may,mon,2,999,0,39514
cellular,nov,tue,1,999,0,40147
telephone,jun,wed,10,999,0,38649
telephone,jun,fri,1,999,0,16430
cellular,apr,mon,5,999,0,8185
telephone,may,mon,1,999,0,22530
cellular,nov,fri,2,999,0,30199
cellular,may,thu,2,999,1,34612
cellular,jul,fri,1,999,0,29341
cellular,aug,wed,2,999,0,18565
telephone,may,tue,2,999,0,5207
cellular,may,mon,3,999,0,29404
telephone,may,wed,2,999,0,27152
telephone,may,mon,2,999,0,23693
cellular,may,wed,1,999,0,6589
telephone,mar,tue,1,3,2,10526
cellular,nov,mon,2,999,0,21384
cellular,oct,mon,1,999,1,18783
telephone,may,tue,7,999,0,21135
telephone,may,thu,1,999,0,28039
telephone,may,wed,1,999,0,17932
telephone,jun,tue,7,999,0,24600
cellular,sep,thu,2,999,0,16681
cellular,jul,thu,4,999,0,8321
cellular,aug,tue,1,999,0,32741
cellular,aug,thu,2,999,0,34731
cellular,aug,mon,2,999,0,29968
telephone,jun,tue,2,999,0,33779
cellular,aug,thu,2,3,1,36285
telephone,may,thu,1,999,0,4635
cellular,apr,fri,2,999,1,3524
cellular,jul,wed,7,999,0,7299
cellular,may,wed,2,999,0,15106
cellular,aug,mon,1,999,0,28188
cellular,may,tue,1,999,1,25153
telephone,jun,mon,1,999,0,578
cellular,jul,fri,5,999,0,8852
cellular,jul,thu,3,999,0,37446
cellular,jul,tue,2,999,0,15203
telephone,may,mon,1,999,0,38592
telephone,jun,thu,3,999,0,19016
cellular,jul,mon,1,999,0,1829
cellular,may,mon,3,999,0,19789
cellular,jun,tue,1,999,0,22834
cellular,jul,tue,5,999,0,13710
cellular,may,tue,2,999,0,9494
cellular,may,wed,2,999,0,28408
telephone,may,wed,2,999,0,1596
cellular,dec,thu,1,999,1,3341
telephone,may,mon,1,999,0,37635
cellular,aug,fri,1,999,0,27065
cellular,nov,mon,1,999,1,8379
cellular,jul,mon,3,999,0,14582
telephone,may,tue,13,999,0,34854
telephone,jun,wed,10,999,0,24067
telephone,jun,mon,1,999,0,11853
cellular,aug,fri,1,999,0,30591
telephone,jun,wed,2,999,0,2503
cellular,may,thu,1,999,0,5750
cellular,jul,tue,14,999,0,16038
cellular,jul,wed,3,999,0,33482
cellular,aug,mon,1,999,0,11810
cellular,jun,mon,2,999,0,27573
cellular,jul,mon,3,999,0,40880
telephone,jul,fri,3,999,0,9794
telephone,may,mon,1,999,0,20314
cellular,may,wed,2,999,0,20113
cellular,jul,thu,2,999,0,1684
telephone,jun,tue,1,999,0,5510
telephone,jun,wed,1,999,0,37249
cellular,may,thu,6,999,0,1592
telephone,may,thu,3,999,0,5351
telephone,may,tue,1,999,0,2827
cellular,aug,fri,1,999,0,11469
cellular,may,thu,1,999,1,5292
cellular,jul,thu,6,999,0,19755
cellular,nov,tue,2,999,0,6083
cellular,may,mon,2,999,1,536
telephone,may,tue,2,999,0,33808
telephone,may,wed,2,999,0,25226
cellular,apr,thu,1,999,0,31720
cellular,jul,mon,2,999,0,27832
cellular,nov,wed,1,999,1,20187
cellular,may,thu,7,999,0,40865
cellular,mar,mon,2,999,0,391
cellular,may,fri,1,999,0,37518
cellular,nov,wed,2,999,0,26784
cellular,apr,tue,1,999,0,34493
cellular,nov,tue,2,10,1,38233
cellular,nov,thu,1,999,1,16982
cellular,may,mon,3,999,0,4748
telephone,jul,fri,9,999,0,13047
cellular,aug,thu,4,999,0,15982
telephone,may,tue,1,999,0,9741
telephone,jun,mon,4,999,0,5104
telephone,may,tue,2,999,0,21571
telephone,jul,mon,5,999,0,25029
telephone,may,thu,2,999,0,30002
telephone,apr,fri,1,999,0,39922
cellular,aug,wed,4,999,0,39059
cellular,aug,thu,1,999,0,12692
cellular,aug,wed,1,4,2,36782
telephone,jun,mon,2,999,0,9921
telephone,may,thu,1,999,0,33885
telephone,may,wed,1,999,0,39816
cellular,aug,tue,9,999,0,33927
cellular,aug,mon,2,999,0,27466
cellular,aug,mon,5,999,0,5208
cellular,jul,tue,17,999,0,13140
cellular,mar,wed,1,6,1,24950
cellular,aug,fri,4,999,0,19473
telephone,may,wed,3,999,0,26792
telephone,may,fri,12,999,0,19489
telephone,jun,mon,2,999,0,38876
telephone,jun,fri,2,999,0,1434
cellular,may,mon,1,999,0,7077
cellular,may,fri,2,999,0,36656
cellular,may,tue,5,999,2,23577
cellular,may,fri,1,999,1,10284
cellular,aug,thu,1,999,0,13498
telephone,may,tue,2,999,0,8627
cellular,jun,wed,2,999,0,35104
cellular,may,tue,2,999,1,30800
telephone,jun,thu,2,999,0,28786
telephone,may,fri,1,999,0,22046
cellular,may,fri,1,999,1,39971
telephone,may,fri,1,999,0,1488
telephone,may,tue,1,999,0,15657
cellular,apr,mon,1,999,1,38045
telephone,jun,mon,1,999,0,5115
cellular,jul,mon,3,999,0,24311
telephone,may,mon,3,999,0,9452
telephone,jun,fri,3,999,0,29645
telephone,may,mon,1,999,0,34638
cellular,aug,thu,1,999,0,37563
cellular,may,mon,4,999,1,2566
telephone,sep,thu,1,999,0,39310
cellular,nov,fri,7,999,1,36373
telephone,may,wed,1,999,0,40822
cellular,jul,wed,3,999,0,18426
telephone,may,tue,1,999,0,27068
cellular,aug,wed,1,4,3,36758
cellular,may,thu,3,999,0,19437
cellular,jul,thu,2,999,0,35707
cellular,jul,tue,5,999,0,31136
cellular,nov,tue,2,999,0,37214
cellular,mar,fri,3,999,0,521
telephone,jun,tue,3,999,0,26056
cellular,may,mon,8,999,1,1836
cellular,mar,wed,1,999,0,16327
cellular,nov,tue,1,999,1,39248
cellular,aug,tue,3,999,0,22123
cellular,may,tue,2,999,0,37527
cellular,aug,thu,1,999,0,29797
cellular,apr,tue,1,999,0,2111
telephone,may,mon,1,999,0,29789
telephone,may,tue,4,999,0,26382
cellular,oct,wed,2,999,0,15235
cellular,nov,tue,2,999,0,7155
telephone,may,fri,1,999,0,10405
telephone,jun,fri,5,999,0,28471
cellular,may,wed,1,3,1,21313
telephone,may,wed,2,999,0,6735
cellular,mar,fri,3,999,1,33359
telephone,may,fri,2,999,0,13398
cellular,nov,mon,1,999,0,28299
cellular,may,thu,1,999,1,39498
telephone,nov,wed,1,999,0,15480
cellular,aug,mon,1,999,0,12590
cellular,nov,thu,2,999,0,13454
cellular,apr,wed,1,999,0,27067
cellular,aug,fri,3,999,0,31217
cellular,nov,tue,1,3,1,29915
telephone,may,mon,1,999,0,10916
cellular,nov,fri,1,999,1,12768
telephone,may,tue,2,999,0,1150
cellular,may,fri,9,999,1,25585
cellular,jul,wed,4,999,0,21696
telephone,jun,fri,3,999,0,4525
telephone,jun,mon,1,999,0,29506
cellular,aug,wed,1,999,0,10737
telephone,jun,mon,2,999,0,8584
cellular,aug,mon,3,999,0,21921
telephone,may,thu,2,999,0,24628
cellular,may,fri,1,999,0,16560
cellular,jul,mon,1,999,0,41157
cellular,jul,wed,1,999,0,1016
telephone,may,mon,2,999,0,8207
cellular,aug,tue,3,999,0,40468
cellular,aug,tue,1,999,0,30483
cellular,nov,mon,2,999,0,37613
cellular,jul,wed,10,999,0,40616
cellular,jul,thu,8,999,0,30407
cellular,mar,fri,1,999,0,33252
cellular,nov,tue,1,3,3,9415
cellular,apr,thu,1,999,1,33708
telephone,may,tue,3,999,0,23793
cellular,nov,thu,3,999,1,34877
cellular,aug,mon,1,999,0,16121
telephone,may,thu,2,999,0,35072
cellular,may,wed,1,999,0,9859
telephone,may,tue,1,999,0,25477
cellular,jul,mon,2,999,0,23429
telephone,may,fri,1,999,0,21171
cellular,aug,tue,3,999,0,10024
cellular,aug,tue,1,999,0,39041
cellular,aug,wed,3,999,0,23847
telephone,jul,wed,1,999,0,28285
telephone,jun,wed,1,999,0,2276
cellular,jul,thu,1,999,0,7407
cellular,aug,wed,7,999,0,2361
cellular,nov,wed,5,999,1,24877
cellular,apr,mon,1,999,1,29274
cellular,jul,wed,2,999,0,38835
cellular,may,thu,1,999,1,32781
telephone,may,thu,3,999,0,39563
cellular,jul,wed,5,999,0,15149
telephone,jul,wed,2,999,0,31928
cellular,may,thu,1,999,1,5735
cellular,jul,mon,3,999,0,3862
cellular,aug,thu,1,999,0,38987
telephone,jun,fri,9,999,0,12135
telephone,jun,wed,2,999,0,5044
telephone,jun,tue,1,999,0,39745
cellular,aug,tue,1,999,0,24667
telephone,may,mon,2,999,0,20544
cellular,oct,wed,2,999,1,35918
cellular,apr,fri,3,999,0,16106
cellular,aug,wed,5,999,1,8077
telephone,may,fri,1,999,0,24587
cellular,dec,fri,2,999,0,18884
cellular,nov,fri,5,999,0,3635
cellular,may,thu,2,999,0,40676
cellular,jul,fri,1,999,0,30587
cellular,jun,tue,2,999,0,38345
telephone,may,tue,2,999,0,25140
telephone,jun,fri,2,999,0,7056
telephone,jun,fri,2,999,0,13029
telephone,may,thu,2,999,0,14697
telephone,oct,thu,4,999,0,20426
cellular,may,wed,7,999,0,27462
cellular,aug,tue,12,999,0,34132
cellular,jul,tue,5,999,0,39714
cellular,jul,thu,1,999,0,13638
cellular,may,mon,1,999,0,40882
telephone,jun,mon,3,999,0,13020
cellular,may,mon,1,999,0,17740
telephone,may,wed,1,999,0,37010
telephone,jun,thu,1,999,0,33011
cellular,aug,fri,1,999,0,26156
cellular,apr,fri,1,999,0,30404
cellular,apr,mon,3,999,0,39000
cellular,oct,tue,3,4,1,7379
telephone,may,tue,4,999,0,26023
cellular,nov,wed,2,999,4,22660
telephone,may,tue,1,999,0,4484
cellular,nov,mon,2,999,0,34249
cellular,jun,thu,2,999,0,37977
cellular,apr,mon,4,999,0,30298
cellular,aug,wed,1,999,0,6395
cellular,apr,mon,1,999,0,26426
telephone,jun,thu,2,999,0,14637
cellular,may,wed,1,999,0,24183
cellular,may,wed,1,999,0,4828
cellular,jul,thu,17,999,0,17594
telephone,jun,thu,2,999,0,37956
cellular,aug,fri,1,999,0,16776
telephone,jun,wed,6,999,0,19096
cellular,jul,wed,1,999,0,31520
cellular,jul,thu,6,999,0,8678
cellular,aug,wed,4,999,0,29989
cellular,may,mon,2,999,0,18913
telephone,jun,tue,2,999,0,18294
cellular,nov,thu,3,999,0,5101
cellular,aug,tue,2,999,0,11138
cellular,aug,wed,1,999,0,18338
cellular,may,mon,1,999,1,23345
telephone,may,wed,3,999,0,18718
cellular,mar,tue,2,999,0,38918
cellular,jul,mon,3,13,1,21415
cellular,nov,mon,1,999,0,11242
cellular,may,wed,1,999,1,35768
cellular,may,mon,1,999,0,5300
telephone,may,thu,4,999,0,32071
cellular,jul,tue,4,999,0,20950
cellular,apr,thu,1,999,1,38718
telephone,jun,mon,1,999,0,34763
cellular,may,wed,1,999,0,27808
cellular,may,mon,8,999,0,2343
cellular,jul,wed,1,999,0,27275
cellular,sep,thu,2,3,2,29197
cellular,aug,tue,5,999,0,3675
cellular,aug,mon,4,999,0,15944
telephone,may,wed,3,999,0,6994
cellular,jul,tue,1,999,0,17505
cellular,may,mon,2,999,1,32440
cellular,apr,thu,1,999,1,4252
cellular,jul,mon,1,999,0,22048
cellular,may,thu,3,999,0,17462
cellular,jun,mon,3,999,0,34570
cellular,jul,tue,5,999,0,1585
telephone,jun,mon,1,999,0,7222
cellular,may,thu,1,999,0,18036
cellular,jul,mon,5,999,0,27923
cellular,jul,thu,1,999,0,27503
cellular,nov,wed,2,999,0,16985
cellular,jun,tue,1,999,0,19056
cellular,nov,mon,1,4,1,30536
telephone,may,wed,1,999,0,40149
telephone,apr,tue,4,999,0,11948
cellular,aug,fri,4,999,0,5608
cellular,nov,tue,3,999,1,20074
telephone,may,tue,1,999,0,23267
cellular,jul,mon,1,999,0,32110
cellular,aug,thu,3,999,0,15189
cellular,aug,fri,6,999,0,17098
cellular,apr,thu,2,999,0,18681
telephone,may,wed,2,999,0,2005
cellular,may,mon,5,999,0,10286
cellular,aug,thu,6,999,0,7556
telephone,jun,tue,1,999,0,41113
cellular,nov,thu,3,999,0,34692
telephone,may,fri,3,999,0,14333
cellular,aug,mon,2,999,0,36128
telephone,jun,fri,5,999,0,14629
cellular,may,fri,1,3,1,13931
telephone,may,tue,3,999,0,19615
cellular,jun,thu,1,999,0,13337
telephone,may,fri,2,999,0,6910
telephone,may,mon,1,999,0,33243
cellular,jul,mon,4,999,0,37279
cellular,may,tue,4,999,0,19900
cellular,jul,mon,5,999,0,35673
telephone,may,fri,1,999,0,13465
cellular,aug,fri,3,999,0,40961
cellular,may,tue,1,999,0,1187
cellular,aug,fri,1,999,0,1043
cellular,mar,mon,13,999,0,6228
telephone,jun,tue,1,999,0,14178
telephone,jul,mon,3,999,0,907
cellular,may,fri,2,999,0,12624
cellular,mar,mon,3,999,0,658
telephone,jun,wed,1,999,0,26116
telephone,aug,mon,1,3,1,682
cellular,jul,thu,1,999,0,39361
telephone,jun,thu,3,999,0,12465
telephone,jun,tue,1,999,0,27912
cellular,oct,thu,5,999,0,32552
cellular,nov,mon,2,999,0,37116
cellular,jul,wed,1,999,0,31920
telephone,jul,fri,9,999,0,33363
cellular,jun,tue,1,999,0,6736
telephone,jul,mon,3,999,0,1670
telephone,jun,fri,9,999,0,14467
telephone,may,fri,2,999,0,24170
cellular,jul,mon,1,999,0,32906
telephone,jul,thu,2,8,4,20611
telephone,may,mon,2,999,0,10065
telephone,may,thu,2,999,0,23672
cellular,nov,fri,2,999,0,28409
cellular,aug,mon,1,6,1,20246
cellular,may,tue,1,999,0,12082
telephone,may,thu,1,999,0,23531
cellular,jul,tue,4,999,0,17629
cellular,may,wed,4,999,0,39658
cellular,nov,wed,2,999,0,16414
cellular,may,mon,2,999,0,7447
telephone,may,tue,1,999,0,25582
cellular,apr,fri,2,999,1,25573
cellular,may,wed,2,999,0,35835
cellular,apr,fri,1,999,0,19461
telephone,may,thu,2,999,0,25859
cellular,may,tue,1,999,0,18899
cellular,may,mon,1,999,0,22285
telephone,may,wed,2,999,0,22440
cellular,may,fri,8,999,0,27333
cellular,may,tue,5,999,1,23546
telephone,may,fri,3,999,0,15652
cellular,may,fri,2,999,0,33197
cellular,sep,thu,1,999,1,17362
cellular,aug,fri,7,999,0,39763
cellular,nov,thu,9,999,0,23539
cellular,may,wed,1,999,0,28980
telephone,jun,mon,1,999,0,459
telephone,jun,mon,1,999,0,36215
telephone,may,wed,3,999,0,40248
cellular,may,thu,4,999,0,10487
cellular,may,tue,2,3,1,34120
cellular,jul,thu,3,999,0,26476
telephone,may,wed,2,999,0,40272
cellular,jul,wed,1,999,0,29752
telephone,may,fri,7,999,0,29896
cellular,nov,thu,4,999,1,39651
cellular,jul,tue,2,999,0,12825
cellular,may,thu,3,999,0,13481
telephone,may,tue,1,999,0,32887
cellular,apr,fri,1,999,1,40962
telephone,jun,fri,1,999,0,40135
telephone,may,wed,3,999,0,28412
telephone,may,wed,2,999,0,18421
telephone,may,wed,3,999,0,10651
cellular,jul,mon,7,999,0,4328
cellular,jun,wed,1,999,0,35982
cellular,jul,tue,3,999,0,22325
telephone,jun,fri,5,999,0,35756
telephone,may,mon,3,999,0,3310
cellular,dec,tue,2,6,2,40775
cellular,may,wed,3,999,0,37512
cellular,jun,mon,2,999,0,24557
cellular,nov,thu,4,999,0,39943
cellular,may,thu,1,999,1,5492
cellular,apr,mon,1,999,0,2393
telephone,jul,wed,8,999,0,7627
telephone,jul,wed,3,999,0,16578
telephone,jun,tue,2,999,0,32977
telephone,may,thu,1,999,0,25634
cellular,nov,fri,1,999,1,19058
cellular,may,thu,2,999,0,2465
cellular,may,thu,2,999,0,6954
telephone,may,tue,1,999,0,23788
cellular,may,thu,1,999,0,30698
telephone,jul,fri,4,999,0,313
cellular,may,thu,2,999,1,3697
cellular,jul,thu,3,999,0,18503
telephone,may,fri,2,999,0,37480
telephone,may,tue,1,999,0,6338
cellular,may,wed,1,999,1,6788
cellular,nov,wed,1,999,0,94
telephone,may,thu,2,999,0,2516
telephone,may,thu,1,999,0,8811
telephone,may,thu,1,999,0,27064
telephone,jun,wed,2,999,0,34240
telephone,jun,thu,1,999,0,7075
telephone,jun,fri,5,999,0,11222
cellular,aug,mon,1,999,0,35016
cellular,jul,thu,1,6,3,2174
cellular,jul,wed,2,999,0,31355
telephone,jul,wed,1,999,0,19550
cellular,may,mon,1,999,0,20993
telephone,may,tue,4,999,0,2133
telephone,may,mon,1,999,0,35259
telephone,may,fri,7,999,0,35185
cellular,jul,wed,1,999,0,16231
cellular,aug,fri,1,999,0,41013
telephone,jun,thu,4,999,0,19409
telephone,jun,mon,1,999,0,13858
telephone,jun,mon,21,999,0,16453
cellular,apr,thu,2,999,0,7008
cellular,may,thu,1,3,1,29860
telephone,may,wed,2,999,0,12366
cellular,aug,thu,4,999,0,403
telephone,may,wed,5,999,0,10621
telephone,may,tue,2,999,0,33996
telephone,sep,mon,1,999,0,21104
cellular,nov,tue,4,999,1,8266
cellular,nov,mon,1,999,0,10169
cellular,jul,thu,1,999,0,12252
telephone,jun,thu,6,999,0,4893
cellular,aug,wed,4,999,0,34803
cellular,may,mon,1,999,2,11091
telephone,may,tue,1,999,0,422
telephone,may,mon,3,999,0,5369
cellular,may,thu,1,999,0,12279
telephone,jun,fri,27,999,0,17231
telephone,may,wed,1,999,0,8125
telephone,jun,thu,1,999,0,3708
cellular,aug,tue,1,999,0,15595
cellular,jul,mon,3,999,0,9285
cellular,may,wed,1,999,1,6790
cellular,jul,mon,2,999,0,38996
telephone,jul,thu,1,999,0,27786
cellular,jul,mon,1,999,0,17042
cellular,aug,thu,1,999,0,13711
telephone,may,wed,1,999,0,37539
telephone,may,tue,1,999,0,19691
cellular,sep,wed,2,999,1,34316
cellular,apr,thu,2,999,0,10448
cellular,may,mon,4,999,0,932
telephone,may,tue,5,999,1,2407
cellular,jul,tue,3,999,0,25247
cellular,aug,mon,1,999,0,15385
telephone,may,tue,1,999,0,31081
cellular,apr,fri,3,999,0,36081
telephone,jun,wed,4,999,0,30969
cellular,nov,fri,3,999,0,27032
cellular,jul,mon,6,999,0,37114
telephone,may,thu,2,999,0,31535
telephone,may,fri,2,999,0,23473
telephone,may,tue,3,999,0,20289
telephone,jun,fri,2,999,0,8093
cellular,apr,fri,1,999,1,6694
cellular,aug,mon,2,999,0,7730
cellular,dec,mon,2,6,1,24741
telephone,jun,wed,1,999,0,30802
cellular,aug,mon,2,999,0,7239
cellular,nov,tue,1,999,0,37455
cellular,nov,wed,1,999,0,38256
cellular,may,thu,1,999,1,38206
telephone,may,fri,1,999,0,35746
telephone,jun,fri,1,999,0,16277
cellular,nov,fri,6,999,0,14282
cellular,jul,mon,3,999,0,39076
cellular,nov,tue,4,999,0,15760
telephone,may,mon,3,999,0,13210
cellular,dec,fri,6,999,0,22983
cellular,nov,tue,2,999,0,36183
telephone,may,fri,7,999,0,7594
telephone,may,wed,1,999,0,39934
cellular,may,wed,4,999,0,31722
cellular,jul,thu,5,999,0,22465
telephone,may,tue,5,999,0,7320
cellular,may,thu,1,999,0,6501
telephone,may,mon,1,999,0,10928
telephone,jun,mon,4,999,0,1729
telephone,may,thu,1,999,0,36022
cellular,may,tue,5,999,1,35606
cellular,aug,thu,2,999,0,27554
cellular,may,wed,2,999,0,33645
telephone,jul,thu,2,999,0,23555
cellular,jul,mon,4,999,0,33769
telephone,nov,wed,3,999,0,13437
telephone,may,thu,4,999,0,23298
cellular,may,wed,2,999,1,13835
cellular,may,tue,2,999,0,9960
cellular,may,thu,1,999,0,33750
telephone,jun,thu,2,999,0,24463
cellular,aug,tue,2,999,4,35911
telephone,may,wed,1,999,1,28331
telephone,may,thu,2,999,0,12566
cellular,nov,mon,2,999,0,4312
telephone,may,wed,1,999,0,20153
cellular,nov,mon,3,999,0,35192
